trade_date,instruments,long_count,short_count,long_return,short_asset_return,gross_return,gross_exposure,net_exposure,round_trip_turnover,net_1bps_return,net_3bps_return,net_5bps_return,test_year
2022-01-04,30,6,6,0.01121532941021755,0.0021480809844335335,0.004533624212892009,1.0,0.0,2.0,0.004333624212892009,0.003933624212892009,0.0035336242128920087,2022
2022-01-05,30,6,6,-0.009063688136368318,0.0038971477847667157,-0.006480417960567517,1.0,0.0,2.0,-0.006680417960567516,-0.0070804179605675165,-0.007480417960567517,2022
2022-01-06,30,6,6,0.0070167908092169,0.008140198862926966,-0.0005617040268550326,1.0,0.0,2.0,-0.0007617040268550326,-0.0011617040268550325,-0.0015617040268550327,2022
2022-01-07,30,6,6,0.005500765428496333,0.003423414883192167,0.0010386752726520832,1.0,0.0,2.0,0.0008386752726520832,0.0004386752726520832,3.867527265208315e-05,2022
2022-01-10,30,6,6,0.00742319470460975,0.00732530714675225,4.8943778928750136e-05,1.0,0.0,2.0,-0.00015105622107124987,-0.0005510562210712498,-0.0009510562210712499,2022
2022-01-11,30,6,6,0.006473992615178617,0.011002501059355033,-0.002264254222088208,1.0,0.0,2.0,-0.002464254222088208,-0.0028642542220882077,-0.003264254222088208,2022
2022-01-12,30,6,6,-0.005447060033307867,-0.0056184629528018,8.570145974696672e-05,1.0,0.0,2.0,-0.00011429854025303329,-0.0005142985402530332,-0.0009142985402530333,2022
2022-01-13,30,6,6,-0.0015345906397678168,0.029846985580134804,-0.01569078810995131,1.0,0.0,2.0,-0.015890788109951308,-0.01629078810995131,-0.01669078810995131,2022
2022-01-14,30,6,6,-0.022549040811591415,-0.010673473900720584,-0.005937783455435415,1.0,0.0,2.0,-0.006137783455435415,-0.006537783455435415,-0.006937783455435415,2022
2022-01-17,30,6,6,0.019019484597055,0.0033925059737038173,0.007813489311675591,1.0,0.0,2.0,0.007613489311675592,0.007213489311675592,0.006813489311675591,2022
2022-01-18,30,6,6,0.004798469482852618,0.006982280769220865,-0.0010919056431841238,1.0,0.0,2.0,-0.001291905643184124,-0.0016919056431841236,-0.002091905643184124,2022
2022-01-19,30,6,6,0.026324259219771596,0.004518131486572084,0.010903063866599757,1.0,0.0,2.0,0.010703063866599756,0.010303063866599757,0.009903063866599757,2022
2022-01-20,30,6,6,-0.009467974459734484,-0.002739920554303917,-0.0033640269527152834,1.0,0.0,2.0,-0.0035640269527152835,-0.003964026952715283,-0.004364026952715283,2022
2022-01-21,30,6,6,-0.006412173414495184,-0.0121430429358488,0.0028654347606768076,1.0,0.0,2.0,0.0026654347606768075,0.0022654347606768078,0.0018654347606768076,2022
2022-01-24,30,6,6,0.006798337033284217,-0.010492738554172114,0.008645537793728165,1.0,0.0,2.0,0.008445537793728164,0.008045537793728165,0.007645537793728165,2022
2022-01-25,30,6,6,0.006775623894925266,0.0022790467403386665,0.0022482885772933,1.0,0.0,2.0,0.0020482885772933,0.0016482885772933003,0.0012482885772933001,2022
