inner_validation_year,alpha,mean_rank_ic,rows
2021,100.0,0.0337708762795196,7260
2021,10.0,0.03307866303737703,7260
2021,1.0,0.032885609535404745,7260
2021,0.1,0.032182350842153415,7260
2021,0.01,0.03212535454691261,7260
