feature_name,source_factor_id,source_factor,horizon,coverage,missing_rate,stale_rate,ic_mean,ic_std,icir,ic_hit_rate,ic_t_nw,ic_p_nw,rank_ic_mean,rank_ic_std,rank_icir,rank_ic_hit_rate,rank_ic_t_nw,rank_ic_p_nw,ic_days,rank_ic_days,nonoverlap_rank_ic_mean,nonoverlap_rank_ic_t,nonoverlap_rank_ic_p,pooled_beta,pooled_t_two_way_cluster,pooled_p_two_way_cluster,pooled_observations,group_spread,group_monotonicity,group_days,gross_annual_return,gross_sharpe,average_one_way_turnover,gross_max_drawdown,net_1bps_annual_return,net_1bps_sharpe,net_3bps_annual_return,net_3bps_sharpe,net_5bps_annual_return,net_5bps_sharpe,rank_ic_q_bh,classification,expected_direction,sealed_direction_consistent,sealed_evaluation_note
volume_shock_60,21,成交量冲击,5,1.0,0.0,0.0,0.00230247602582424,0.2705749279570185,0.00850956902477673,0.49159663865546216,0.08250976607063762,0.9342413526148352,0.006481524756732506,0.26289588490611465,0.024654340858348497,0.5084033613445378,0.2553463790060255,0.7984555815845567,238,238,-0.003216536892843902,-0.09680204159179157,0.9228836025953381,0.0003768417754660559,0.6474787600248643,0.5173221367262889,7140,0.001314743564524514,0.6,238,,,,,,,,,,,0.8771701459617303,C,0,True,冻结后一次性评估；不用于重新选因子
oi_surprise_60,52,持仓意外,5,1.0,0.0,0.0,0.007360057825345308,0.21835254988315353,0.033707221780940405,0.5336134453781513,0.40426005518096325,0.6860214958584543,0.013389293425935447,0.21338195697768983,0.06274801119822594,0.5336134453781513,0.7274207079841856,0.4669682727414326,238,238,0.043678160919540236,1.376195092676677,0.16876124099671708,-0.00015797229263751934,-0.4157607992355317,0.6775850465573733,7140,-0.000631350562729878,-0.39999999999999997,238,,,,,,,,,,,0.6887782022936131,B,0,True,冻结后一次性评估；不用于重新选因子
amihud_20,22,Amihud非流动性,5,1.0,0.0,0.0006858710562414266,-0.029948450789218827,0.26029787087474965,-0.11505453613037599,0.44537815126050423,-0.9974075819399434,0.3185667126096371,-0.10763967433469494,0.23599119037041014,-0.45611734135390586,0.28991596638655465,-4.157293611716141,3.220399879710002e-05,238,238,-0.11388579903596589,-3.385219305339944,0.0007112140770425189,-0.0004438321425889734,-0.8645276511744049,0.3872980972053641,7140,-0.006487482909372407,-0.9999999999999999,238,,,,,,,,,,,0.0019000359290289013,D,-1,True,冻结后一次性评估；不用于重新选因子
volume_oi_turnover,23,成交量—持仓量换手率,5,1.0,0.0,0.0,0.04039977876328815,0.2854602977624557,0.14152503546012069,0.5714285714285714,1.2774522818022578,0.20144261691816423,0.009878389620586831,0.2135027447990262,0.04626820901007867,0.5504201680672269,0.45135382951659153,0.6517345540839493,238,238,-0.0003151649981460875,-0.012786859377409983,0.9897978403376306,0.0014798359377971482,1.076139091455531,0.2818650550024422,7140,0.003073747418305704,0.6,238,,,,,,,,,,,0.8253619769630982,C,0,True,冻结后一次性评估；不用于重新选因子
realized_skew_60,26,已实现偏度,5,1.0,0.0,0.00013717421124828533,0.0190644180852686,0.23999364409622756,0.0794371790847284,0.5672268907563025,0.6879485483970216,0.4914851825844534,0.010725268972995201,0.24647417282466477,0.04351477824260668,0.5336134453781513,0.3742533922251183,0.7082158041488775,238,238,-0.007647385984427144,-0.2088445013773153,0.8345696301661554,0.0005798388632316375,1.0260947074057905,0.30484694478239893,7140,0.001640761616651319,-0.09999999999999999,238,,,,,,,,,,,0.8356946488956755,D,-1,False,冻结后一次性评估；不用于重新选因子
realized_skew_120,26,已实现偏度,5,1.0,0.0,0.00013717421124828533,-0.03471778998983743,0.28298779173161587,-0.12268299553630074,0.453781512605042,-1.0335660908282462,0.30133905855440457,-0.037260822015124186,0.28187817203762083,-0.1321876814574744,0.44537815126050423,-1.1318552263078796,0.25769530501971993,238,238,-0.046866889136077124,-1.2420610647476926,0.214214032595905,-0.0004656771603888942,-0.9386136999469531,0.3479291163087671,7140,1.602069923083091e-05,0.09999999999999999,238,,,,,,,,,,,0.45530909502479405,D,-1,True,冻结后一次性评估；不用于重新选因子
seasonality_3y_month,27,季节性,5,1.0,0.0,0.9506172839506173,0.06939383466853553,0.2855683065871277,0.24300257790464322,0.6260504201680672,1.9730508818746302,0.04848976556887733,0.0518241556911975,0.27001720197177803,0.1919290893793282,0.6134453781512605,1.5643620879891948,0.11773255877331672,238,238,0.05236373748609566,1.299156413693607,0.19389025612815558,0.0016182024966858596,2.779693997024122,0.005441014324257552,7140,0.003347384157853786,0.49999999999999994,238,,,,,,,,,,,0.3189358493208712,B,1,True,冻结后一次性评估；不用于重新选因子
idiosyncratic_vol_60,43,特质波动,5,1.0,0.0,0.0,-0.011282973146832498,0.2935762251136225,-0.03843285723312799,0.4957983193277311,-0.32680189112944724,0.743817728990226,-0.015787850179003745,0.23439864470611038,-0.06735469908027238,0.44537815126050423,-0.5744674994942612,0.5656514874897418,238,238,-0.027725250278086765,-0.8561818739445439,0.39189718705267684,-0.00011603582249699043,-0.10284803767303465,0.918083578833047,7140,0.000545408337730313,0.0,238,,,,,,,,,,,0.7584872218612446,D,0,True,冻结后一次性评估；不用于重新选因子
correlation_risk_20_120,57,相关性风险,5,1.0,0.0,0.0,0.001075140852514281,0.30015299390825584,0.003581976106634826,0.4957983193277311,0.030269244542408695,0.9758523246280999,-0.02060178910273787,0.29016059058411725,-0.07100133433442758,0.4411764705882353,-0.6107331327507004,0.5413762675278992,238,238,-0.0010103819058212813,-0.024075761490870633,0.9807921772458514,0.00036799249635951917,0.46822353009378626,0.6396247469781262,7140,0.0016734085096200254,0.3,238,,,,,,,,,,,0.7428185996313036,D,-1,True,冻结后一次性评估；不用于重新选因子
volume_price_divergence_20,53,量价背离,5,1.0,0.0,0.0,0.005181593939052203,0.2620002711943766,0.01977705563216004,0.5378151260504201,0.18743602351332514,0.8513187803899579,-0.010702835082865179,0.25904974721430146,-0.04131575188919661,0.5126050420168067,-0.40137888429243,0.6881411933059256,238,238,-0.023025583982202447,-0.6342623128525117,0.5259096472939109,0.00032928842348306324,0.407735948651669,0.6834675422377149,7140,0.0010008442845821335,0.19999999999999998,238,,,,,,,,,,,0.8285781715316247,C,0,True,冻结后一次性评估；不用于重新选因子
interaction__tsmom_20__oi_surprise_20,54,因子交互,5,1.0,0.0,0.0,-0.02216077704888015,0.2111664621112281,-0.10494458649976038,0.453781512605042,-1.4142326562833702,0.15729360257970945,-0.011635711014105309,0.19061648805762602,-0.061042521204082156,0.4789915966386555,-0.7517410161230251,0.45220681932745577,238,238,-0.01868743047830923,-0.8198724655381878,0.41228881489033975,-0.0006132498269872287,-1.4504883910737216,0.14692237414901485,7140,-0.001358515777890686,-0.3,238,,,,,,,,,,,0.6841077523158946,B,0,True,冻结后一次性评估；不用于重新选因子
