trade_date,instruments,long_count,short_count,long_return,short_asset_return,gross_return,gross_exposure,net_exposure,round_trip_turnover,net_0bps_return,net_3bps_return,net_5bps_return,net_10bps_return,fold_id,test_year
2019-01-02,29,5,5,0.07493630112531968,0.027075164640056826,0.023930568242631428,1.0,0.0,2.0,0.023930568242631428,0.02333056824263143,0.022930568242631427,0.021930568242631426,fold_2019,2019
2019-01-09,29,5,5,0.013844618425389579,0.0049443803280688195,0.00445011904866038,1.0,0.0,2.0,0.00445011904866038,0.0038501190486603803,0.00345011904866038,0.00245011904866038,fold_2019,2019
2019-01-16,29,5,5,0.03460078360301288,0.0016217961175879199,0.01648949374271248,1.0,0.0,2.0,0.01648949374271248,0.01588949374271248,0.015489493742712478,0.01448949374271248,fold_2019,2019
2019-01-23,29,5,5,-0.0110131294586528,0.011830010392497477,-0.011421569925575139,1.0,0.0,2.0,-0.011421569925575139,-0.012021569925575138,-0.012421569925575138,-0.013421569925575139,fold_2019,2019
2019-01-30,29,5,5,0.02232506411775744,-0.009224800496832379,0.01577493230729491,1.0,0.0,2.0,0.01577493230729491,0.01517493230729491,0.01477493230729491,0.01377493230729491,fold_2019,2019
2019-02-13,29,5,5,-0.004042486951384641,0.0015285922424804195,-0.0027855395969325304,1.0,0.0,2.0,-0.0027855395969325304,-0.0033855395969325302,-0.0037855395969325304,-0.00478553959693253,fold_2019,2019
2019-02-20,29,5,5,-0.003086375421039819,-0.01456204805191538,0.00573783631543778,1.0,0.0,2.0,0.00573783631543778,0.00513783631543778,0.00473783631543778,0.0037378363154377797,fold_2019,2019
2019-02-27,29,5,5,0.01820397767399618,0.01669381532522136,0.0007550811743874102,1.0,0.0,2.0,0.0007550811743874102,0.00015508117438741028,-0.0002449188256125898,-0.0012449188256125898,fold_2019,2019
2019-03-06,29,5,5,0.0013619493581620598,-0.024447693399225878,0.012904821378693969,1.0,0.0,2.0,0.012904821378693969,0.012304821378693969,0.011904821378693968,0.010904821378693969,fold_2019,2019
2019-03-13,29,5,5,-0.017875430568215618,0.0011300934245490999,-0.009502761996382359,1.0,0.0,2.0,-0.009502761996382359,-0.010102761996382359,-0.010502761996382358,-0.011502761996382359,fold_2019,2019
2019-03-20,29,5,5,0.00332401634687452,-0.0019506458490624798,0.0026373310979684998,1.0,0.0,2.0,0.0026373310979684998,0.0020373310979685,0.0016373310979684997,0.0006373310979684997,fold_2019,2019
2019-03-27,29,5,5,0.01609846160841006,0.020709391913643738,-0.002305465152616839,1.0,0.0,2.0,-0.002305465152616839,-0.0029054651526168387,-0.003305465152616839,-0.004305465152616839,fold_2019,2019
2019-04-03,29,5,5,-0.00342149685001576,0.0125666082198204,-0.00799405253491808,1.0,0.0,2.0,-0.00799405253491808,-0.00859405253491808,-0.008994052534918081,-0.00999405253491808,fold_2019,2019
2019-04-11,29,5,5,-0.0019404199941308003,-0.01734402505625984,0.007701802531064519,1.0,0.0,2.0,0.007701802531064519,0.0071018025310645196,0.006701802531064519,0.005701802531064519,fold_2019,2019
2019-04-18,29,5,5,0.02662827960651696,-0.0062890494215817995,0.01645866451404938,1.0,0.0,2.0,0.01645866451404938,0.01585866451404938,0.01545866451404938,0.01445866451404938,fold_2019,2019
2019-04-25,29,5,5,0.00342212052939104,-0.00782574372902312,0.00562393212920708,1.0,0.0,2.0,0.00562393212920708,0.00502393212920708,0.00462393212920708,0.0036239321292070798,fold_2019,2019
2019-05-07,29,5,5,-0.01541019298647776,-0.02700590891867164,0.00579785796609694,1.0,0.0,2.0,0.00579785796609694,0.0051978579660969405,0.00479785796609694,0.0037978579660969403,fold_2019,2019
2019-05-14,29,5,5,0.04007675938127874,0.05873433185589927,-0.009328786237310264,1.0,0.0,2.0,-0.009328786237310264,-0.009928786237310264,-0.010328786237310265,-0.011328786237310264,fold_2019,2019
2019-05-21,29,5,5,-0.04143171883978826,-0.005185292597471321,-0.018123213121158468,1.0,0.0,2.0,-0.018123213121158468,-0.018723213121158468,-0.01912321312115847,-0.020123213121158466,fold_2019,2019
2019-05-28,29,5,5,-0.02920223050149142,-0.0123423063345739,-0.00842996208345876,1.0,0.0,2.0,-0.00842996208345876,-0.00902996208345876,-0.00942996208345876,-0.01042996208345876,fold_2019,2019
2019-06-04,29,5,5,0.01347711916093348,0.0015680329285132199,0.00595454311621013,1.0,0.0,2.0,0.00595454311621013,0.00535454311621013,0.00495454311621013,0.00395454311621013,fold_2019,2019
2019-06-12,29,5,5,0.02298063672974192,-0.0030988456617592197,0.013039741195750569,1.0,0.0,2.0,0.013039741195750569,0.01243974119575057,0.012039741195750568,0.011039741195750569,fold_2019,2019
2019-06-19,29,5,5,0.0137135833534575,0.026001014523835242,-0.0061437155851888706,1.0,0.0,2.0,-0.0061437155851888706,-0.00674371558518887,-0.007143715585188871,-0.00814371558518887,fold_2019,2019
2019-06-26,29,5,5,0.016943815092485236,-0.013481412595334061,0.015212613843909649,1.0,0.0,2.0,0.015212613843909649,0.014612613843909649,0.01421261384390965,0.013212613843909649,fold_2019,2019
2019-07-03,29,5,5,-0.0077272059202284195,-0.009778808493577578,0.0010258012866745793,1.0,0.0,2.0,0.0010258012866745793,0.0004258012866745793,2.580128667457925e-05,-0.0009741987133254208,fold_2019,2019
2019-07-10,29,5,5,-0.018978519440532284,0.011581924159058458,-0.01528022179979537,1.0,0.0,2.0,-0.01528022179979537,-0.015880221799795372,-0.01628022179979537,-0.01728022179979537,fold_2019,2019
2019-07-17,29,5,5,0.00898649765452416,0.0018053983551303211,0.0035905496496969197,1.0,0.0,2.0,0.0035905496496969197,0.00299054964969692,0.0025905496496969197,0.0015905496496969197,fold_2019,2019
2019-07-24,29,5,5,0.015556901015102001,0.0001353484712080199,0.007710776271946991,1.0,0.0,2.0,0.007710776271946991,0.007110776271946991,0.006710776271946991,0.005710776271946991,fold_2019,2019
2019-07-31,29,5,5,-0.054215422724893284,0.0035622619721870476,-0.028888842348540167,1.0,0.0,2.0,-0.028888842348540167,-0.029488842348540167,-0.029888842348540168,-0.03088884234854017,fold_2019,2019
2019-08-07,29,5,5,0.00974031493623102,0.01252320398945914,-0.00139144452661406,1.0,0.0,2.0,-0.00139144452661406,-0.00199144452661406,-0.00239144452661406,-0.00339144452661406,fold_2019,2019
2019-08-14,29,5,5,-0.01161407595924838,-0.014965008090390461,0.0016754660655710404,1.0,0.0,2.0,0.0016754660655710404,0.0010754660655710405,0.0006754660655710404,-0.00032453393442895967,fold_2019,2019
2019-08-21,29,5,5,-0.0027442724928037803,0.010315645519064321,-0.00652995900593405,1.0,0.0,2.0,-0.00652995900593405,-0.00712995900593405,-0.00752995900593405,-0.00852995900593405,fold_2019,2019
