trade_date,instruments,long_count,short_count,long_return,short_asset_return,gross_return,gross_exposure,net_exposure,round_trip_turnover,net_1bps_return,net_3bps_return,net_5bps_return,test_year
2025-01-02,30,6,6,-0.0015710838520466,-0.017531226622024065,0.007980071384988732,1.0,0.0,2.0,0.007780071384988732,0.007380071384988732,0.006980071384988732,2025
2025-01-03,30,6,6,-0.008123651458558433,-0.0042040105244998,-0.001959820467029317,1.0,0.0,2.0,-0.002159820467029317,-0.0025598204670293167,-0.002959820467029317,2025
2025-01-06,30,6,6,-0.009171721038089567,-0.017524365187438166,0.004176322074674299,1.0,0.0,2.0,0.0039763220746743,0.0035763220746742996,0.0031763220746742994,2025
2025-01-07,30,6,6,0.001411892981679017,-0.0007882105371991,0.0011000517594390584,1.0,0.0,2.0,0.0009000517594390584,0.0005000517594390585,0.00010005175943905839,2025
2025-01-08,30,6,6,-0.000812416361184317,0.0034829238304195822,-0.0021476700958019497,1.0,0.0,2.0,-0.0023476700958019498,-0.0027476700958019495,-0.0031476700958019497,2025
2025-01-09,30,6,6,0.00844664182050155,0.003068405331494817,0.0026891182445033662,1.0,0.0,2.0,0.002489118244503366,0.0020891182445033664,0.0016891182445033662,2025
2025-01-10,30,6,6,0.020956309081149597,0.013667088002750016,0.0036446105391997902,1.0,0.0,2.0,0.00344461053919979,0.0030446105391997904,0.00264461053919979,2025
2025-01-13,30,6,6,-0.0021300138151737666,0.004552785988582066,-0.003341399901877916,1.0,0.0,2.0,-0.0035413999018779163,-0.003941399901877916,-0.004341399901877916,2025
2025-01-14,30,6,6,-0.00712937622897905,-0.0005020737960024665,-0.0033136512164882916,1.0,0.0,2.0,-0.0035136512164882917,-0.0039136512164882915,-0.004313651216488292,2025
2025-01-15,30,6,6,0.00424988176524745,0.015103011773287149,-0.00542656500401985,1.0,0.0,2.0,-0.00562656500401985,-0.00602656500401985,-0.00642656500401985,2025
2025-01-16,30,6,6,0.009720664741297383,0.0088464212093701,0.00043712176596364186,1.0,0.0,2.0,0.00023712176596364185,-0.0001628782340363581,-0.0005628782340363582,2025
2025-01-17,30,6,6,-0.004271920074438583,-0.006891080152122799,0.0013095800388421078,1.0,0.0,2.0,0.0011095800388421077,0.0007095800388421078,0.00030958003884210775,2025
2025-01-20,30,6,6,0.0013934389269221505,0.002532471401531683,-0.0005695162373047663,1.0,0.0,2.0,-0.0007695162373047663,-0.0011695162373047663,-0.0015695162373047663,2025
2025-01-21,30,6,6,0.0003856284442946835,0.0019513933388344666,-0.0007828824472698915,1.0,0.0,2.0,-0.0009828824472698915,-0.0013828824472698915,-0.0017828824472698917,2025
2025-01-22,30,6,6,-0.010405722204891733,-0.005419967919212801,-0.002492877142839466,1.0,0.0,2.0,-0.002692877142839466,-0.003092877142839466,-0.003492877142839466,2025
2025-01-23,30,6,6,-0.003126218840019117,0.004273587303496884,-0.003699903071758,1.0,0.0,2.0,-0.0038999030717580003,-0.0042999030717580005,-0.004699903071758001,2025
2025-01-24,30,6,6,-0.0089503504889612,-0.00032551238638121654,-0.004312419051289992,1.0,0.0,2.0,-0.0045124190512899915,-0.004912419051289992,-0.005312419051289992,2025
2025-01-27,30,6,6,0.013273840362324,-0.01783037737144195,0.015552108866882975,1.0,0.0,2.0,0.015352108866882975,0.014952108866882976,0.014552108866882976,2025
2025-02-05,30,6,6,0.002365046409107767,-8.577525697251621e-05,0.0012254108330401418,1.0,0.0,2.0,0.0010254108330401417,0.0006254108330401418,0.00022541083304014175,2025
2025-02-06,30,6,6,0.010736407197825516,0.008826648332188134,0.0009548794328186911,1.0,0.0,2.0,0.0007548794328186911,0.00035487943281869115,-4.512056718130892e-05,2025
2025-02-07,30,6,6,0.00011527828405224995,-0.0050844236759131,0.0025998509799826748,1.0,0.0,2.0,0.0023998509799826747,0.001999850979982675,0.0015998509799826748,2025
2025-02-10,30,6,6,0.005299368202546134,-0.0060062685452917,0.005652818373918917,1.0,0.0,2.0,0.005452818373918917,0.005052818373918917,0.004652818373918917,2025
2025-02-11,30,6,6,9.344808408223266e-05,0.0018868221872901834,-0.0008966870516039754,1.0,0.0,2.0,-0.0010966870516039755,-0.0014966870516039755,-0.0018966870516039754,2025
2025-02-12,30,6,6,-0.009663250605182366,-0.01385947406424525,0.002098111729531442,1.0,0.0,2.0,0.0018981117295314418,0.001498111729531442,0.001098111729531442,2025
2025-02-13,30,6,6,0.007658336612111784,0.012214049170347983,-0.0022778562791180997,1.0,0.0,2.0,-0.0024778562791181,-0.0028778562791180995,-0.0032778562791180997,2025
2025-02-14,30,6,6,-0.002874957515058483,-0.012594052931652451,0.004859547708296984,1.0,0.0,2.0,0.004659547708296984,0.004259547708296984,0.003859547708296984,2025
2025-02-17,30,6,6,0.006806547262276218,0.00303038750644105,0.0018880798779175839,1.0,0.0,2.0,0.0016880798779175838,0.0012880798779175838,0.0008880798779175839,2025
2025-02-18,30,6,6,0.007012615890516484,0.0045156038312040335,0.0012485060296562253,1.0,0.0,2.0,0.0010485060296562252,0.0006485060296562254,0.0002485060296562253,2025
2025-02-19,30,6,6,0.007505768778396667,0.00196700949517015,0.0027693796416132584,1.0,0.0,2.0,0.0025693796416132583,0.0021693796416132585,0.0017693796416132584,2025
2025-02-20,30,6,6,-0.00489002556318125,-0.003620145009073467,-0.0006349402770538914,1.0,0.0,2.0,-0.0008349402770538914,-0.0012349402770538915,-0.0016349402770538914,2025
2025-02-21,30,6,6,-0.0043100770189978665,-0.0035790576603436665,-0.00036550967932709997,1.0,0.0,2.0,-0.0005655096793271,-0.0009655096793270999,-0.0013655096793271,2025
