test_year,selected_alpha,train_start,train_end,train_rows,test_rows,test_days,pearson_ic_mean,rank_ic_mean,rank_icir,rank_ic_hit_rate,target_r2,target_mae,gross_annual_return,gross_annual_volatility,gross_sharpe,gross_max_drawdown,gross_total_return,gross_hit_rate,net_1bps_annual_return,net_1bps_annual_volatility,net_1bps_sharpe,net_1bps_max_drawdown,net_1bps_total_return,net_1bps_hit_rate,net_3bps_annual_return,net_3bps_annual_volatility,net_3bps_sharpe,net_3bps_max_drawdown,net_3bps_total_return,net_3bps_hit_rate,net_5bps_annual_return,net_5bps_annual_volatility,net_5bps_sharpe,net_5bps_max_drawdown,net_5bps_total_return,net_5bps_hit_rate
2025,100.0,2022-01-04,2024-12-30,21749,7260,242,0.004302566470665313,0.00936491708030624,0.0361701795971564,0.5165289256198347,-0.0017058224974544345,0.5171295455638494,0.04870810861946108,0.0846552259038965,0.5753703696302954,-0.10300171488923282,0.04431537540240171,0.48760330578512395,-0.0016918913805389188,0.0846552259038965,-0.019985669667453392,-0.11212496769997382,-0.005022662678719314,0.47107438016528924,-0.10249189138053888,0.0846552259038965,-1.2106977482629504,-0.143426541625842,-0.09684226120042949,0.43388429752066116,-0.20329189138053894,0.0846552259038965,-2.401409826858449,-0.195625743354241,-0.18022023303345502,0.3884297520661157
