阶段,平均RankIC,RankIC胜率,毛收益年化,毛收益Sharpe,单边1bp净收益年化,单边3bp净收益年化
2018—2024开发期滚动样本外,0.025517202112472576,0.5441089056120054,0.053987418366425656,0.6985687219187727,0.0035874183664256556,-0.09721258163357428
2025补充样本外,0.00936491708030624,0.5165289256198347,0.04870810861946108,0.5753703696302954,-0.0016918913805389188,-0.10249189138053888
