feature_name,correlation_cluster,rank_ic_q_bh,rank_ic_mean,coverage,cluster_representative
carry_change_5,1,0.9757595174076832,0.0008914515045288604,0.9729109548217905,True
basis_momentum_5,2,0.6735026488980571,0.0068416710607977875,0.9729109548217905,True
carry_change_20,3,0.6735026488980571,-0.009801014903212548,0.9590237215401121,True
basis_momentum_20,3,0.7261600469818833,-0.006664892553179565,0.9590237215401121,False
carry_change_60,4,0.6002168086009003,-0.01235121391282479,0.924097031827393,True
basis_momentum_60,4,0.8595029232705843,-0.004530290123182586,0.924097031827393,False
carry,5,0.07768513098936757,0.02838458670253982,0.980897604005245,True
curve_curvature,6,0.649968873165866,-0.010222193956722947,0.9657885326022172,True
term_structure_momentum_5,7,0.1413254239765394,0.022295139000551602,0.9729109548217905,True
term_structure_acceleration_5,8,0.3837787599180059,0.016354782990119537,0.9668315651448325,True
term_structure_momentum_20,9,0.8647349221757863,0.005016325757249266,0.9590237215401121,True
term_structure_acceleration_20,10,0.3837787599180059,0.019621989117594805,0.9402789367028251,True
term_structure_slope,11,0.025371822294959184,0.04741003806738689,0.980897604005245,True
term_structure_momentum_60,12,0.7724085596295468,0.00697137314033372,0.924097031827393,True
realized_vol_120,13,0.6735026488980571,0.019747851901082043,0.9347359637620694,True
low_vol_60,13,0.6735026488980571,-0.01921960789417686,0.9597389438550483,False
realized_vol_60,13,0.6735026488980571,0.01921960789417686,0.9597389438550483,False
low_vol_20,13,0.6735026488980571,-0.01692093284197283,0.977708904517821,False
realized_vol_20,13,0.6735026488980571,0.01692093284197283,0.977708904517821,False
idiosyncratic_vol_60,14,0.8647349221757863,0.00514823629047767,0.9597389438550483,True
volume_oi_turnover,15,0.9757595174076832,0.00045432344435630194,0.9904041006079389,True
realized_skew_60,16,0.07768513098936757,-0.029515360021825535,0.9597389438550483,True
realized_skew_120,17,0.07768513098936757,-0.02999547588144971,0.9347359637620694,True
csmom_120,18,0.8901199582946591,0.0047026377490350275,0.895756347598045,True
tsmom_120,18,0.9757595174076832,-0.0013949617593316782,0.8832995589462391,False
momentum_quality_120,18,0.9757595174076832,-0.0007908182370768246,0.8832995589462391,False
csmom_60,19,0.649968873165866,-0.019795912634016984,0.9476099654309215,True
momentum_quality_60,19,0.6735026488980571,-0.01584946345778235,0.9342293479556563,False
tsmom_60,19,0.6735026488980571,-0.01570275796834095,0.9342293479556563,False
value_120,20,0.7261600469818833,0.010402082136072285,0.9459709142925259,True
value_252,20,0.807794200304514,0.007828868758858314,0.8914352127786387,False
multi_horizon_trend,21,0.918531428810988,0.0029646984372677238,0.895756347598045,True
value_60,22,0.918531428810988,-0.002938056883059068,0.9701096674216235,True
relative_value_residual_60,23,0.6735026488980571,0.01020171877101298,0.9342293479556563,True
vol_managed_momentum_60,24,0.8647349221757863,0.004915803234992859,0.9342293479556563,True
vol_managed_momentum_120,25,0.7540408307094513,-0.008754399410643503,0.8832995589462391,True
tsmom_20,26,0.8647349221757863,-0.00530910309198301,0.9691262367385862,True
momentum_quality_20,26,0.8647349221757863,-0.005208527233306301,0.9691262367385862,False
csmom_20,26,0.9757595174076832,0.0005108874195687556,0.9821790439861724,False
reversal_20,26,0.9757595174076832,-0.0005108874195687556,0.9821790439861724,False
vol_managed_momentum_20,27,0.7064167980115217,-0.009236403834393786,0.9691262367385862,True
volume_price_divergence_20,28,0.7261600469818833,0.008201766237708583,0.9159017761354155,True
reversal_5,29,0.6735026488980571,0.013395101228619033,0.9955298605316486,True
price_oi_20,30,0.1784886058311368,-0.023109622749199945,0.9698712599833115,True
oi_surprise_60,31,0.015672030387868865,-0.02273941502058213,0.9595899392061032,True
oi_surprise_20,31,0.1558641329783966,-0.0145197970023559,0.9772618905709858,False
volume_shock_20,32,0.047444069520067016,-0.02562897787683356,0.9802419835498868,True
volume_shock_60,33,0.6735026488980571,-0.009525625236832131,0.962152819167958,True
oi_growth_5,34,0.0045069767610503445,-0.03803151418900376,0.9837584932649899,True
oi_growth_20,35,0.3837787599180059,-0.018233730368542363,0.9698712599833115,True
interaction__tsmom_60__carry,36,0.32529325752089305,-0.018261103429868236,0.9270473238765049,True
interaction__momentum_quality_60__carry,36,0.32529325752089305,-0.018025112373941863,0.9270473238765049,False
trend_efficiency_60,37,0.7261600469818833,-0.009211339236140526,0.9342293479556563,True
trend_efficiency_120,38,0.7724085596295468,-0.008905440871651552,0.8832995589462391,True
trend_efficiency_20,39,0.8901199582946591,-0.003387339346445224,0.9691262367385862,True
seasonality_3y_month,40,0.40566638486456563,0.032544242295279635,0.39036237930623435,True
correlation_risk_20_120,41,0.8696996840736707,-0.00440371679689196,0.9313088568363332,True
amihud_20,42,0.6927773904278868,0.008720194786421937,0.977708904517821,True
interaction__tsmom_20__oi_surprise_20,43,0.6735026488980571,-0.006402055397896673,0.9673679818810347,True
