feature_name,sector,correlation,observations
tsmom_20,agriculture,-0.018937166217779185,11496
tsmom_20,chemicals,0.007435083584166783,6461
tsmom_20,energy_rubber,0.01611828893155608,4305
tsmom_20,ferrous_building,0.07429043410487167,8622
tsmom_20,nonferrous_precious,0.01387850790735018,8568
csmom_20,agriculture,-0.018668101774357345,11496
csmom_20,chemicals,-0.009173880850088575,6461
csmom_20,energy_rubber,0.019868061806340657,4342
csmom_20,ferrous_building,0.03410814722155775,8622
csmom_20,nonferrous_precious,-0.0322217205969134,8568
trend_efficiency_20,agriculture,-0.03543752831336924,11496
trend_efficiency_20,chemicals,0.0018625608367463804,6461
trend_efficiency_20,energy_rubber,-0.03403891075563852,4305
trend_efficiency_20,ferrous_building,0.032880375262642564,8622
trend_efficiency_20,nonferrous_precious,0.02127827192280501,8568
realized_vol_20,agriculture,0.005012021610594655,11576
realized_vol_20,chemicals,-0.02479718777541064,6521
realized_vol_20,energy_rubber,-0.006658306224668639,4335
realized_vol_20,ferrous_building,0.06612016174963331,8682
realized_vol_20,nonferrous_precious,0.006783616064733192,8628
momentum_quality_20,agriculture,-0.018646130118774272,11496
momentum_quality_20,chemicals,0.006706192239428254,6461
momentum_quality_20,energy_rubber,0.015727193265382612,4305
momentum_quality_20,ferrous_building,0.07388754511702789,8622
momentum_quality_20,nonferrous_precious,0.014056448880598598,8568
vol_managed_momentum_20,agriculture,0.0020046567647013544,11496
vol_managed_momentum_20,chemicals,0.020953114542734574,6461
vol_managed_momentum_20,energy_rubber,0.05867926647609615,4305
vol_managed_momentum_20,ferrous_building,0.057339635040515397,8622
vol_managed_momentum_20,nonferrous_precious,0.03790621408270693,8568
tsmom_60,agriculture,0.011122903247059276,11176
tsmom_60,chemicals,-0.03536311961663774,6221
tsmom_60,energy_rubber,-0.03664046903151981,4116
tsmom_60,ferrous_building,0.008983030051469248,8382
tsmom_60,nonferrous_precious,-0.037996396928300154,8328
csmom_60,agriculture,-0.011697471722429869,11176
csmom_60,chemicals,-0.035404874683722026,6221
csmom_60,energy_rubber,-0.02733564310687759,4183
