feature_name,correlation_cluster,rank_ic_q_bh,rank_ic_mean,coverage,cluster_representative
oi_surprise_60,1,0.01411309291466464,-0.019829461786623166,0.9664838662292513,True
oi_surprise_20,1,0.12339871466137597,-0.013973815149349053,0.9813200803016208,False
volume_shock_20,2,0.02258032130743611,-0.02470140987334706,0.9837683004455761,True
volume_shock_60,3,0.6371816252501895,-0.01027311303664458,0.9686138177544925,True
oi_growth_5,4,0.0005344495580030936,-0.035890130822125964,0.9866572002154433,True
oi_growth_20,5,0.18984248934228376,-0.020035093179366217,0.9751995299417323,True
interaction__tsmom_20__oi_surprise_20,6,0.16642309141756514,-0.012951487528923371,0.9731430250208098,True
basis_momentum_5,7,0.2976389335916509,0.012556920224293883,0.9777456788914459,True
carry_change_5,7,0.6272780670637463,0.007912304318242247,0.9777456788914459,False
carry_change_20,8,0.7159703491569955,-0.006343483063096184,0.9662880086177349,True
basis_momentum_20,8,0.7159703491569955,-0.004897661040303572,0.9662880086177349,False
carry_change_60,9,0.7302363594407112,-0.004781445505519701,0.9366155804729961,True
basis_momentum_60,9,0.9022039933246262,-0.0015591535754350193,0.9366155804729961,False
carry,10,0.0002711738184780709,0.04604584859436473,0.9843069088772463,True
curve_curvature,11,0.18984248934228376,-0.015343139831641626,0.971600646330118,True
term_structure_momentum_20,12,0.7159703491569955,0.007423462877200418,0.9662880086177349,True
term_structure_acceleration_20,13,0.4327453872866362,0.016778262368453253,0.9503990598834647,True
term_structure_momentum_5,14,0.29213306708720543,0.0164748296419411,0.9777456788914459,True
term_structure_acceleration_5,15,0.43307450851644347,0.013086914270385226,0.972751309797777,True
realized_skew_60,16,0.10403233064556681,-0.025721848000647227,0.9666307594378887,True
realized_skew_120,17,0.03628060089608671,-0.030557717696708522,0.9453557263869167,True
term_structure_slope,18,0.0002711738184780709,0.06018740551822861,0.9843069088772463,True
term_structure_momentum_60,19,0.7159703491569955,0.006554778542681654,0.9366155804729961,True
csmom_20,20,0.7159703491569955,0.008954969584974349,0.9853106791362679,True
reversal_20,20,0.7159703491569955,-0.008954969584974349,0.9853106791362679,False
momentum_quality_20,20,0.7159703491569955,0.008469114462296402,0.9745874749057435,False
tsmom_20,20,0.7159703491569955,0.008226750072804954,0.9745874749057435,False
vol_managed_momentum_20,21,0.7159703491569955,0.008898469103498584,0.9745874749057435,True
volume_price_divergence_20,22,0.6641938190250899,0.010792034345898358,0.9293933310483279,True
csmom_120,23,0.7159703491569955,0.01408881104065565,0.9118640748176076,True
tsmom_120,23,0.7159703491569955,0.009421971413130874,0.9016305146158743,False
momentum_quality_120,23,0.7159703491569955,0.009208743011281025,0.9016305146158743,False
csmom_60,24,0.7698431433905178,-0.006879436281484053,0.9559320374088038,True
momentum_quality_60,24,0.9601243195640924,-0.0009155435531198617,0.9449395289624443,False
tsmom_60,24,0.9627235301242302,-0.0006099361065946854,0.9449395289624443,False
value_252,25,0.8505110634001727,-0.004189060294918657,0.9081917446016746,True
value_120,25,0.8924782057146312,-0.002808960494395429,0.9546099985310679,False
multi_horizon_trend,26,0.5102551747380336,0.015681873308468722,0.9118640748176076,True
value_60,27,0.6371816252501895,-0.013425280287713802,0.9751750477402928,True
relative_value_residual_60,28,0.7159703491569955,0.008375456467211962,0.9449395289624443,True
vol_managed_momentum_60,29,0.2976389335916509,0.01989302436124364,0.9449395289624443,True
vol_managed_momentum_120,30,0.8968006638583391,0.002388767323910923,0.9016305146158743,True
reversal_5,31,0.43307450851644347,0.016291112017958628,0.996327669784067,True
price_oi_20,32,0.43307450851644347,-0.013945403323626865,0.9751995299417323,True
seasonality_3y_month,33,0.29213306708720543,0.03061445833859627,0.4813200803016207,True
low_vol_20,34,0.7159703491569955,-0.013252650395102308,0.981687313323214,True
realized_vol_20,34,0.7159703491569955,0.013252650395102308,0.981687313323214,False
low_vol_60,34,0.7159703491569955,-0.012089394785211129,0.9666307594378887,False
realized_vol_60,34,0.7159703491569955,0.012089394785211129,0.9666307594378887,False
realized_vol_120,34,0.7308455477018625,0.00930190238117681,0.9453557263869167,False
idiosyncratic_vol_60,35,0.9601243195640924,0.000903224420673146,0.9666307594378887,True
volume_oi_turnover,36,0.8271802370529676,-0.004797489281812977,0.9921167311364638,True
interaction__momentum_quality_60__carry,37,0.43307450851644347,-0.013895277489815177,0.9390393184155119,True
interaction__tsmom_60__carry,37,0.4553768222490159,-0.01279952246050715,0.9390393184155119,False
trend_efficiency_60,38,0.7159703491569955,-0.00908290907774148,0.9449395289624443,True
trend_efficiency_120,39,0.7769417229248531,-0.00592160867673508,0.9016305146158743,True
trend_efficiency_20,40,0.8271802370529676,0.004012916379614706,0.9745874749057435,True
correlation_risk_20_120,41,0.8881699140780369,-0.0028140172145322212,0.942540273221368,True
amihud_20,42,0.7159703491569955,0.0055748835233834695,0.981687313323214,True
