trade_date,instruments,long_count,short_count,long_return,short_asset_return,gross_return,gross_exposure,net_exposure,round_trip_turnover,net_1bps_return,net_3bps_return,net_5bps_return,test_year
2019-01-02,29,5,5,0.015393094393049362,0.00953769397245474,0.002927700210297311,1.0,0.0,2.0,0.002727700210297311,0.002327700210297311,0.0019277002102973109,2019
2019-01-03,29,5,5,0.01981806419373398,0.01139665877588548,0.00421070270892425,1.0,0.0,2.0,0.004010702708924251,0.0036107027089242504,0.00321070270892425,2019
2019-01-04,29,5,5,-0.00055840216968792,-0.00802695674944044,0.00373427728987626,1.0,0.0,2.0,0.00353427728987626,0.00313427728987626,0.00273427728987626,2019
2019-01-07,29,5,5,-0.0030392457016989,-0.0035648869624834807,0.00026282063039229043,1.0,0.0,2.0,6.282063039229042e-05,-0.0003371793696077095,-0.0007371793696077096,2019
2019-01-08,29,5,5,0.00392576477560002,0.0011965690167064804,0.0013645978794467697,1.0,0.0,2.0,0.0011645978794467696,0.0007645978794467697,0.0003645978794467697,2019
2019-01-09,29,5,5,0.0016981185862303399,-0.0025191874058210994,0.0021086529960257197,1.0,0.0,2.0,0.0019086529960257196,0.0015086529960257199,0.0011086529960257197,2019
2019-01-10,29,5,5,0.0012355880439278801,0.00856882421712658,-0.00366661808659935,1.0,0.0,2.0,-0.00386661808659935,-0.00426661808659935,-0.00466661808659935,2019
2019-01-11,29,5,5,-0.00986468217070754,-0.0056780761686463805,-0.0020933030010305796,1.0,0.0,2.0,-0.0022933030010305797,-0.0026933030010305795,-0.0030933030010305796,2019
2019-01-14,29,5,5,0.005270506981872361,-0.00132855072539156,0.00329952885363196,1.0,0.0,2.0,0.00309952885363196,0.0026995288536319603,0.00229952885363196,2019
2019-01-15,29,5,5,0.0016818836826169796,0.0038032137359936997,-0.00106066502668836,1.0,0.0,2.0,-0.00126066502668836,-0.0016606650266883598,-0.00206066502668836,2019
2019-01-16,29,5,5,0.0013381031131145002,-0.0006478111438019002,0.0009929571284582003,1.0,0.0,2.0,0.0007929571284582003,0.00039295712845820033,-7.04287154179974e-06,2019
2019-01-17,29,5,5,0.01944042072035566,0.005055566118661881,0.00719242730084689,1.0,0.0,2.0,0.006992427300846891,0.0065924273008468905,0.00619242730084689,2019
2019-01-18,29,5,5,0.01045938842791366,0.009131349190502099,0.0006640196187057803,1.0,0.0,2.0,0.00046401961870578027,6.40196187057803e-05,-0.00033598038129421977,2019
2019-01-21,29,5,5,-0.00216400165466966,-0.017219426400066618,0.007527712372698479,1.0,0.0,2.0,0.007327712372698479,0.006927712372698479,0.006527712372698479,2019
2019-01-22,29,5,5,0.0036065663665282204,-0.00022282952519178008,0.0019146979458600003,1.0,0.0,2.0,0.0017146979458600002,0.0013146979458600002,0.0009146979458600003,2019
2019-01-23,29,5,5,-0.0038680007288980993,-0.00109692777611746,-0.0013855364763903197,1.0,0.0,2.0,-0.0015855364763903198,-0.0019855364763903195,-0.0023855364763903197,2019
2019-01-24,29,5,5,0.0024942932470960605,-0.00136453314288758,0.0019294131949918203,1.0,0.0,2.0,0.0017294131949918202,0.0013294131949918202,0.0009294131949918202,2019
2019-01-25,29,5,5,-0.00526699476077272,0.0031921900539,-0.00422959240733636,1.0,0.0,2.0,-0.0044295924073363595,-0.00482959240733636,-0.00522959240733636,2019
2019-01-28,29,5,5,0.00014672393790289995,-0.00209573106522782,0.00112122750156536,1.0,0.0,2.0,0.00092122750156536,0.0005212275015653601,0.00012122750156536,2019
2019-01-29,29,5,5,0.0034805340907719403,0.0059922609799209405,-0.0012558634445745001,1.0,0.0,2.0,-0.0014558634445745002,-0.0018558634445745002,-0.0022558634445745,2019
2019-01-30,29,5,5,0.014318109857421619,-0.0030356513219077204,0.00867688058966467,1.0,0.0,2.0,0.008476880589664669,0.00807688058966467,0.007676880589664669,2019
2019-01-31,29,5,5,0.013433631767421739,0.01566110247064802,-0.0011137353516131408,1.0,0.0,2.0,-0.0013137353516131408,-0.0017137353516131406,-0.0021137353516131408,2019
2019-02-01,29,5,5,0.017665354324026262,-0.01108002786562048,0.014372691094823371,1.0,0.0,2.0,0.01417269109482337,0.013772691094823371,0.01337269109482337,2019
2019-02-11,29,5,5,0.0018570376457764798,-0.0004424798177368808,0.0011497587317566803,1.0,0.0,2.0,0.0009497587317566803,0.0005497587317566803,0.00014975873175668026,2019
2019-02-12,29,5,5,-0.01475054220460698,-0.011014280460705262,-0.0018681308719508596,1.0,0.0,2.0,-0.0020681308719508597,-0.0024681308719508594,-0.0028681308719508596,2019
2019-02-13,29,5,5,0.0004044502298344207,0.0006710256399606797,-0.00013328770506312952,1.0,0.0,2.0,-0.00033328770506312955,-0.0007332877050631294,-0.0011332877050631296,2019
2019-02-14,29,5,5,-0.00933676741217308,-0.011097701132717719,0.0008804668602723194,1.0,0.0,2.0,0.0006804668602723194,0.00028046686027231947,-0.00011953313972768061,2019
2019-02-15,29,5,5,0.004180548837978739,-0.00897050933922404,0.006575529088601389,1.0,0.0,2.0,0.00637552908860139,0.0059755290886013895,0.005575529088601389,2019
2019-02-18,29,5,5,0.0018206724243775402,0.01035402723839672,-0.00426667740700959,1.0,0.0,2.0,-0.00446667740700959,-0.00486667740700959,-0.00526667740700959,2019
2019-02-19,29,5,5,-0.0024503575611920605,0.0090918987179897,-0.00577112813959088,1.0,0.0,2.0,-0.00597112813959088,-0.00637112813959088,-0.00677112813959088,2019
2019-02-20,29,5,5,-0.0009192351230834998,-0.00398328954047974,0.00153202720869812,1.0,0.0,2.0,0.00133202720869812,0.0009320272086981201,0.00053202720869812,2019
