feature_name,source_factor,source_factor_id,usage_type,category,catalog_direction,applied_direction,direction_source,direction_source_modes,applied_direction_modes,years_evaluated,years_rank_ic_positive,years_gross_sharpe_positive,fold_id,test_year,train_start,train_end,train_rows,test_rows,score_transform,pearson_ic_mean,rank_ic_mean,rank_ic_hit_rate,rank_icir,ic_days,prediction_rows,prediction_days,strategy_days,target_r2,target_mae,strategy_coverage,gross_annual_return,gross_annual_volatility,gross_sharpe,gross_max_drawdown,gross_total_return,gross_hit_rate,net_0bps_annual_return,net_0bps_annual_volatility,net_0bps_sharpe,net_0bps_max_drawdown,net_0bps_total_return,net_0bps_hit_rate,net_3bps_annual_return,net_3bps_annual_volatility,net_3bps_sharpe,net_3bps_max_drawdown,net_3bps_total_return,net_3bps_hit_rate,net_5bps_annual_return,net_5bps_annual_volatility,net_5bps_sharpe,net_5bps_max_drawdown,net_5bps_total_return,net_5bps_hit_rate,net_10bps_annual_return,net_10bps_annual_volatility,net_10bps_sharpe,net_10bps_max_drawdown,net_10bps_total_return,net_10bps_hit_rate
factor_momentum__missing,factor_momentum,32,quality_flag,data_quality,0,1,train_rank_ic,train_rank_ic,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,,,,,0,7100,237,48,,,0.20253164556962025,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.14487893289610335,0.04364778611594944,-3.31927334209427,-0.12434947414429309,-0.1298321243064149,0.2708333333333333,-0.16503893289610339,0.04364778611594944,-3.7811524382400727,-0.14070718610248367,-0.14643113397800012,0.25,-0.21543893289610339,0.04364778611594944,-4.935850178604577,-0.18030419985038004,-0.18658407867307236,0.1875
factor_momentum__tsz,factor_momentum,32,conditional,meta_factor,0,1,train_rank_ic,train_rank_ic,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,,,,,0,7100,237,48,,,0.20253164556962025,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.14487893289610335,0.04364778611594944,-3.31927334209427,-0.12434947414429309,-0.1298321243064149,0.2708333333333333,-0.16503893289610339,0.04364778611594944,-3.7811524382400727,-0.14070718610248367,-0.14643113397800012,0.25,-0.21543893289610339,0.04364778611594944,-4.935850178604577,-0.18030419985038004,-0.18658407867307236,0.1875
fundamental_composite_news__csz,fundamental_composite_news,33,predictor,information_news,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.016577094414832485,-0.013845034562281817,0.4375,-0.07905303325675861,48,7100,237,48,-0.10295060021660407,0.535386886838271,0.20253164556962025,-0.10665871051957454,0.04725053965051696,-2.257301425728957,-0.09569647476749787,-0.0976286628358578,0.3333333333333333,-0.10665871051957454,0.04725053965051696,-2.257301425728957,-0.09569647476749787,-0.0976286628358578,0.3333333333333333,-0.13689871051957453,0.04725053965051696,-2.897294116260464,-0.11778479492639471,-0.12330854806112435,0.2916666666666667,-0.15705871051957457,0.04725053965051696,-3.323955909948136,-0.13426259722772604,-0.14002947399802856,0.2916666666666667,-0.20745871051957457,0.04725053965051696,-4.3906103941673145,-0.17415051295083928,-0.18047753658998045,0.22916666666666666
fundamental_composite_news__missing,fundamental_composite_news,33,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.009649137733584653,-0.03283131670901366,0.4583333333333333,-0.12136398532055426,48,7100,237,48,-0.1158738552019698,0.538508027475196,0.20253164556962025,-0.08711320230890358,0.04105722942612043,-2.12175062775869,-0.07875789753896945,-0.08040673547784227,0.3541666666666667,-0.08711320230890358,0.04105722942612043,-2.12175062775869,-0.07875789753896945,-0.08040673547784227,0.3541666666666667,-0.11735320230890359,0.04105722942612043,-2.8582835215433215,-0.10347276051535703,-0.1065664298761897,0.2916666666666667,-0.13751320230890357,0.04105722942612043,-3.3493054507330755,-0.11986005019603707,-0.12359993404249547,0.2916666666666667,-0.18791320230890357,0.04105722942612043,-4.576860273707462,-0.15955697464528273,-0.16480466662612148,0.20833333333333334
fundamental_underreaction__csz,fundamental_underreaction,34,predictor,information_news,1,1,catalog,catalog,1,1,1,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.003377081475422873,0.005683076970212799,0.5416666666666666,0.03556673435599515,48,7100,237,48,-0.09741459252595419,0.5343177131756054,0.20253164556962025,-0.0923528323288116,0.046170512728072065,-2.0002557232304743,-0.08795089217749152,-0.08518156583886438,0.3541666666666667,-0.0923528323288116,0.046170512728072065,-2.0002557232304743,-0.08795089217749152,-0.08518156583886438,0.3541666666666667,-0.1225928323288116,0.046170512728072065,-2.655219209949863,-0.10621039401678967,-0.11120832292753013,0.3125,-0.1427528323288116,0.046170512728072065,-3.091861534429456,-0.1225487952760731,-0.12815522187808126,0.3125,-0.19315283232881156,0.046170512728072065,-4.183467345628436,-0.16273582704673084,-0.1691503012306519,0.20833333333333334
fundamental_underreaction__missing,fundamental_underreaction,34,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.009649137733584653,-0.03283131670901366,0.4583333333333333,-0.12136398532055426,48,7100,237,48,-0.1158738552019698,0.538508027475196,0.20253164556962025,-0.08711320230890358,0.04105722942612043,-2.12175062775869,-0.07875789753896945,-0.08040673547784227,0.3541666666666667,-0.08711320230890358,0.04105722942612043,-2.12175062775869,-0.07875789753896945,-0.08040673547784227,0.3541666666666667,-0.11735320230890359,0.04105722942612043,-2.8582835215433215,-0.10347276051535703,-0.1065664298761897,0.2916666666666667,-0.13751320230890357,0.04105722942612043,-3.3493054507330755,-0.11986005019603707,-0.12359993404249547,0.2916666666666667,-0.18791320230890357,0.04105722942612043,-4.576860273707462,-0.15955697464528273,-0.16480466662612148,0.20833333333333334
idiosyncratic_volatility_60__csz,idiosyncratic_volatility_60,43,risk,volatility_risk,0,1,train_rank_ic,train_rank_ic,1,1,1,1,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,0.06217704940487074,0.050460173235974494,0.5485232067510548,0.2063282386886709,237,7100,237,48,-0.8987359674432709,0.6677243599528203,0.20253164556962025,0.09579794423155982,0.08396391435406532,1.1409418554212694,-0.041780281851382606,0.09185997606643115,0.5208333333333334,0.09579794423155982,0.08396391435406532,1.1409418554212694,-0.041780281851382606,0.09185997606643115,0.5208333333333334,0.06555794423155982,0.08396391435406532,0.7807871361869836,-0.05047296106314436,0.06090758804505936,0.5208333333333334,0.04539794423155983,0.08396391435406532,0.5406839900307933,-0.0565515005893753,0.04075171587874471,0.4791666666666667,-0.005002055768440162,0.08396391435406532,-0.05957387535968273,-0.07158863055993736,-0.008011796814688998,0.4375
idiosyncratic_volatility_60__missing,idiosyncratic_volatility_60,43,quality_flag,data_quality,0,1,train_rank_ic,train_rank_ic,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,,,,,0,7100,237,48,,,0.20253164556962025,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.14487893289610335,0.04364778611594944,-3.31927334209427,-0.12434947414429309,-0.1298321243064149,0.2708333333333333,-0.16503893289610339,0.04364778611594944,-3.7811524382400727,-0.14070718610248367,-0.14643113397800012,0.25,-0.21543893289610339,0.04364778611594944,-4.935850178604577,-0.18030419985038004,-0.18658407867307236,0.1875
information_consistency__csz,information_consistency,35,predictor,information_news,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.03680696601513199,-0.030407165675884452,0.43162393162393164,-0.18232538204464815,234,7100,237,48,-0.6198345544990473,0.6243646430305974,0.20253164556962025,-0.11184116615062714,0.05332269580464222,-2.0974402074564726,-0.10779448286003335,-0.1023429763017919,0.4375,-0.11184116615062714,0.05332269580464222,-2.0974402074564726,-0.10779448286003335,-0.1023429763017919,0.4375,-0.1420811661506271,0.05332269580464221,-2.6645533202441296,-0.12214196341416939,-0.12789160517983733,0.3958333333333333,-0.16224116615062717,0.053322695804642224,-3.0426287287692353,-0.13750560360045772,-0.14452702106464377,0.3333333333333333,-0.21264116615062714,0.05332269580464222,-3.987817250081997,-0.1762630945446676,-0.1847680817919195,0.22916666666666666
information_consistency__missing,information_consistency,35,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.04826371422951901,-0.0706435504290491,0.3888888888888889,-0.26518042195252106,234,7100,237,48,-0.6758094855057057,0.6425428432664955,0.20253164556962025,-0.07893832018682766,0.04808588824666562,-1.6416109396149383,-0.07881315201044714,-0.07348164254017475,0.375,-0.07893832018682766,0.04808588824666562,-1.6416109396149383,-0.07881315201044714,-0.07348164254017475,0.375,-0.10917832018682765,0.04808588824666562,-2.2704856698659057,-0.10298851075468984,-0.09983443605610365,0.3541666666666667,-0.12933832018682767,0.048085888246665626,-2.689735490033217,-0.1190321745526195,-0.1169937347819826,0.3333333333333333,-0.17973832018682767,0.048085888246665626,-3.7378600404514963,-0.15792381017948398,-0.15850297462188478,0.3125
information_divergence__csz,information_divergence,36,predictor,information_news,0,1,train_rank_ic,train_rank_ic,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.03719095034346786,-0.032235231412490635,0.45726495726495725,-0.16416570787528226,234,7100,237,48,-0.622169526276098,0.6250657323249844,0.20253164556962025,-0.08985031399808749,0.056627547406075195,-1.5866891312415916,-0.10534116612584632,-0.08346092467381161,0.375,-0.08985031399808749,0.056627547406075195,-1.5866891312415916,-0.10534116612584632,-0.08346092467381161,0.375,-0.12009031399808749,0.056627547406075195,-2.1207048424139203,-0.1144826719814035,-0.10953590349730902,0.375,-0.1402503139980875,0.056627547406075195,-2.476715316528806,-0.12364474429786987,-0.1265142128212715,0.3333333333333333,-0.19065031399808752,0.056627547406075195,-3.366741501816021,-0.164012032817193,-0.16758531384237385,0.3125
information_divergence__missing,information_divergence,36,quality_flag,data_quality,0,1,train_rank_ic,train_rank_ic,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.04826371422951901,-0.0706435504290491,0.3888888888888889,-0.26518042195252106,234,7100,237,48,-0.6758094855057057,0.6425428432664955,0.20253164556962025,-0.07893832018682766,0.04808588824666562,-1.6416109396149383,-0.07881315201044714,-0.07348164254017475,0.375,-0.07893832018682766,0.04808588824666562,-1.6416109396149383,-0.07881315201044714,-0.07348164254017475,0.375,-0.10917832018682765,0.04808588824666562,-2.2704856698659057,-0.10298851075468984,-0.09983443605610365,0.3541666666666667,-0.12933832018682767,0.048085888246665626,-2.689735490033217,-0.1190321745526195,-0.1169937347819826,0.3333333333333333,-0.17973832018682767,0.048085888246665626,-3.7378600404514963,-0.15792381017948398,-0.15850297462188478,0.3125
inventory_acceleration__csz,inventory_acceleration,48,predictor,inventory_fundamental,1,1,catalog,catalog,1,1,1,1,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,0.013734475200002772,0.01916782998785395,0.5864978902953587,0.11719737748835132,237,7100,237,48,-0.5831100553748205,0.6186430583501005,0.20253164556962025,0.016532173277984983,0.046309488097792895,0.35699322011665485,-0.02954355639430195,0.014848953455581793,0.5625,0.016532173277984983,0.046309488097792895,0.35699322011665485,-0.02954355639430195,0.014848953455581793,0.5625,-0.013707826722015008,0.046309488097792895,-0.29600471275061063,-0.036784558691544844,-0.013962223862291845,0.5416666666666666,-0.033867826722015014,0.046309488097792895,-0.7313366679954546,-0.0482983759320843,-0.03272310892798824,0.5416666666666666,-0.08426782672201502,0.046309488097792895,-1.8196665561075642,-0.08014724337490631,-0.07810950012744211,0.4166666666666667
inventory_acceleration__missing,inventory_acceleration,48,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.10708313813659068,-0.11086679102438397,0.3291139240506329,-0.4223969122666986,237,7100,237,48,-0.8487441435712297,0.6755089155623395,0.20253164556962025,-0.16375608164336494,0.05897171630352115,-2.776857990710832,-0.1421249880948645,-0.14601839272916983,0.375,-0.16375608164336494,0.05897171630352115,-2.776857990710832,-0.1421249880948645,-0.14601839272916983,0.375,-0.19399608164336496,0.05897171630352115,-3.289646186400405,-0.1655632235847886,-0.17034901927088786,0.375,-0.21415608164336494,0.05897171630352115,-3.631504983526787,-0.18083946299995335,-0.1861909690818635,0.3333333333333333,-0.2645560816433649,0.05897171630352115,-4.486151976342743,-0.2178431164836072,-0.2245113175927962,0.2916666666666667
inventory_change_5__csz,inventory_change_5,14,predictor,inventory_fundamental,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.021723834550709628,-0.022572877964421454,0.4219409282700422,-0.13932383490143405,237,7100,237,48,-0.6563413122006001,0.6328818566571845,0.20253164556962025,-0.06574404596881668,0.037835021605545055,-1.737650546476266,-0.05646352991445225,-0.06136061112285829,0.4583333333333333,-0.06574404596881668,0.037835021605545055,-1.737650546476266,-0.05646352991445225,-0.06136061112285829,0.4583333333333333,-0.09598404596881667,0.037835021605545055,-2.536910034557754,-0.08218904278312889,-0.08805080687096967,0.4375,-0.11614404596881668,0.037835021605545055,-3.069749693278747,-0.09895684337161892,-0.10542991536711865,0.3958333333333333,-0.16654404596881667,0.037835021605545055,-4.401848840081227,-0.13957618107375214,-0.14747127219209522,0.2916666666666667
inventory_change_5__missing,inventory_change_5,14,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.10708313813659068,-0.11086679102438397,0.3291139240506329,-0.4223969122666986,237,7100,237,48,-0.8487441435712297,0.6755089155623395,0.20253164556962025,-0.16375608164336494,0.05897171630352115,-2.776857990710832,-0.1421249880948645,-0.14601839272916983,0.375,-0.16375608164336494,0.05897171630352115,-2.776857990710832,-0.1421249880948645,-0.14601839272916983,0.375,-0.19399608164336496,0.05897171630352115,-3.289646186400405,-0.1655632235847886,-0.17034901927088786,0.375,-0.21415608164336494,0.05897171630352115,-3.631504983526787,-0.18083946299995335,-0.1861909690818635,0.3333333333333333,-0.2645560816433649,0.05897171630352115,-4.486151976342743,-0.2178431164836072,-0.2245113175927962,0.2916666666666667
inventory_price_divergence__csz,inventory_price_divergence,49,predictor,information_news,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.05210178317793681,-0.03469536808966867,0.3755274261603376,-0.1713427465513283,237,7100,237,48,-0.7623492454376173,0.6480629709290224,0.20253164556962025,-0.08119001275185714,0.05425125100205405,-1.4965555863178739,-0.08019709776845607,-0.07573917043251477,0.4166666666666667,-0.08119001275185714,0.05425125100205405,-1.4965555863178739,-0.08019709776845607,-0.07573917043251477,0.4166666666666667,-0.11143001275185714,0.05425125100205405,-2.053962087392938,-0.10260059984488745,-0.10202922650277424,0.375,-0.13159001275185714,0.05425125100205405,-2.4255664214429804,-0.11723956277962067,-0.1191476516505342,0.3333333333333333,-0.1819900127518571,0.05425125100205405,-3.3545772565680867,-0.15387761026472302,-0.1605579391274644,0.25
inventory_price_divergence__missing,inventory_price_divergence,49,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.10708313813659068,-0.11086679102438397,0.3291139240506329,-0.4223969122666986,237,7100,237,48,-0.8487441435712297,0.6755089155623395,0.20253164556962025,-0.16375608164336494,0.05897171630352115,-2.776857990710832,-0.1421249880948645,-0.14601839272916983,0.375,-0.16375608164336494,0.05897171630352115,-2.776857990710832,-0.1421249880948645,-0.14601839272916983,0.375,-0.19399608164336496,0.05897171630352115,-3.289646186400405,-0.1655632235847886,-0.17034901927088786,0.375,-0.21415608164336494,0.05897171630352115,-3.631504983526787,-0.18083946299995335,-0.1861909690818635,0.3333333333333333,-0.2645560816433649,0.05897171630352115,-4.486151976342743,-0.2178431164836072,-0.2245113175927962,0.2916666666666667
inventory_scarcity__csz,inventory_scarcity,13,predictor,inventory_fundamental,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.055882476350769754,-0.04317851315168185,0.3670886075949367,-0.2486791866593226,237,7100,237,48,-0.672920170282258,0.633752667730521,0.20253164556962025,-0.12435948214471931,0.04550483860629879,-2.732884808594958,-0.10557146917528504,-0.11268268353604749,0.3125,-0.12435948214471931,0.04550483860629879,-2.732884808594958,-0.10557146917528504,-0.11268268353604749,0.3125,-0.1545994821447193,0.04550483860629879,-3.3974295235346603,-0.12998618031128273,-0.13794284845998284,0.2916666666666667,-0.17475948214471929,0.04550483860629879,-3.8404593334944623,-0.1458991847506771,-0.15439034661406403,0.2708333333333333,-0.22515948214471934,0.04550483860629879,-4.948033858393968,-0.18444639434839072,-0.19417652814515163,0.20833333333333334
inventory_scarcity__missing,inventory_scarcity,13,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.056506407336221004,-0.07672852422727595,0.37130801687763715,-0.2861434331374999,237,7100,237,48,-0.7047571297767175,0.6475709428987719,0.20253164556962025,-0.08250018092324132,0.0481422605918637,-1.7136748442839906,-0.08138770810350504,-0.07662666947495589,0.3958333333333333,-0.08250018092324132,0.0481422605918637,-1.7136748442839906,-0.08138770810350504,-0.07662666947495589,0.3958333333333333,-0.11274018092324133,0.0481422605918637,-2.3418131915121374,-0.1053750465893365,-0.10289184519806516,0.375,-0.13290018092324135,0.0481422605918637,-2.760572089664236,-0.12102537693214954,-0.11999406405980217,0.3541666666666667,-0.18330018092324135,0.0481422605918637,-3.80746933504448,-0.15958935968294696,-0.1613651283087728,0.2916666666666667
inventory_surprise__csz,inventory_surprise,15,predictor,information_news,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.0447002836351869,-0.029857734119162416,0.37254901960784315,-0.1720541591113901,51,7100,237,48,-0.13410670852956197,0.5402630403108305,0.20253164556962025,-0.08144713200290654,0.043956036880772424,-1.8529225513170355,-0.07375399497886326,-0.0755278550887053,0.3958333333333333,-0.08144713200290654,0.043956036880772424,-1.8529225513170355,-0.07375399497886326,-0.0755278550887053,0.3958333333333333,-0.11168713200290656,0.043956036880772424,-2.540882662052766,-0.09758680646759044,-0.1018235417978669,0.3125,-0.13184713200290657,0.04395603688077242,-2.9995227358765857,-0.11407940017807328,-0.11894563901812472,0.3125,-0.18224713200290654,0.043956036880772424,-4.146122920436134,-0.15403159113486087,-0.16036482882801717,0.22916666666666666
inventory_surprise__missing,inventory_surprise,15,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.04471232644624434,-0.05887372082938582,0.39215686274509803,-0.20979750412726672,51,7100,237,48,-0.14321526871234314,0.5431864427946993,0.20253164556962025,-0.09067506304531725,0.04110888763061416,-2.205728937744127,-0.0813326080586092,-0.08352825548085085,0.375,-0.09067506304531725,0.04110888763061416,-2.205728937744127,-0.0813326080586092,-0.08352825548085085,0.375,-0.12091506304531724,0.04110888763061416,-2.9413362903857974,-0.10585800798366729,-0.1096009738250433,0.3125,-0.14107506304531725,0.04110888763061417,-3.431741192146911,-0.12185137949501257,-0.1265778163979796,0.3125,-0.19147506304531728,0.04110888763061416,-4.657753446549696,-0.161219293899158,-0.16764538659374562,0.1875
low_volatility_20__csz,low_volatility_20,25,risk,volatility_risk,1,1,catalog,catalog,1,1,1,1,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,0.004499613182872823,0.019586731578028066,0.540084388185654,0.07131118653596753,237,7100,237,48,-0.9612097892110549,0.6736179005064873,0.20253164556962025,0.006751597398651766,0.09813756536962129,0.06879727832275874,-0.08032271238929145,0.0018986449818076956,0.5208333333333334,0.006751597398651766,0.09813756536962129,0.06879727832275874,-0.08032271238929145,0.0018986449818076956,0.5208333333333334,-0.023488402601348247,0.09813756536962129,-0.23934160698691162,-0.08477502576663176,-0.026554471868952323,0.5,-0.043648402601348266,0.09813756536962129,-0.444767530526692,-0.08773274686047827,-0.04508205189613945,0.5,-0.09404840260134825,0.09813756536962129,-0.9583323393761422,-0.1056074603793663,-0.08990353219257763,0.4791666666666667
low_volatility_20__missing,low_volatility_20,25,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,,,,,0,7100,237,48,,,0.20253164556962025,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.14487893289610335,0.04364778611594944,-3.31927334209427,-0.12434947414429309,-0.1298321243064149,0.2708333333333333,-0.16503893289610339,0.04364778611594944,-3.7811524382400727,-0.14070718610248367,-0.14643113397800012,0.25,-0.21543893289610339,0.04364778611594944,-4.935850178604577,-0.18030419985038004,-0.18658407867307236,0.1875
momentum_carry_interaction__csz,momentum_carry_interaction,54,predictor,factor_interaction,0,1,train_rank_ic,train_rank_ic,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.025044136555470595,-0.028322601199642805,0.45147679324894513,-0.12701897126693273,237,7100,237,48,-1.0548922781164323,0.6892754596544786,0.20253164556962025,-0.006748487274126925,0.06279703090556038,-0.10746506923672691,-0.07803356992611499,-0.008236001687306316,0.5,-0.006748487274126925,0.06279703090556038,-0.10746506923672691,-0.07803356992611499,-0.008236001687306316,0.5,-0.0369884872741269,0.06279703090556038,-0.5890164987219444,-0.08743756131670555,-0.036405603033919154,0.4583333333333333,-0.05714848727412693,0.06279703090556038,-0.9100507850454232,-0.09365665433070114,-0.05474850063767933,0.4375,-0.10754848727412694,0.06279703090556038,-1.7126365008541198,-0.11487956350482709,-0.09912297260821001,0.4166666666666667
momentum_carry_interaction__missing,momentum_carry_interaction,54,quality_flag,data_quality,0,-1,train_rank_ic,train_rank_ic,-1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,,,,,0,7100,237,48,,,0.20253164556962025,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.14487893289610335,0.04364778611594944,-3.31927334209427,-0.12434947414429309,-0.1298321243064149,0.2708333333333333,-0.16503893289610339,0.04364778611594944,-3.7811524382400727,-0.14070718610248367,-0.14643113397800012,0.25,-0.21543893289610339,0.04364778611594944,-4.935850178604577,-0.18030419985038004,-0.18658407867307236,0.1875
momentum_quality_60__csz,momentum_quality_60,41,predictor,trend_momentum,1,1,catalog,catalog,1,1,1,1,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,0.041887515847421834,0.025081191677683544,0.5485232067510548,0.08031819928035776,237,7100,237,48,-0.9488609964971833,0.6738483313675154,0.20253164556962025,0.03835100381341938,0.08977456176789789,0.4271923255116703,-0.10277373953939273,0.03328605527596884,0.5416666666666666,0.03835100381341938,0.08977456176789789,0.4271923255116703,-0.10277373953939273,0.03328605527596884,0.5416666666666666,0.008111003813419356,0.08977456176789789,0.09034857596285964,-0.10873648196730645,0.003960629174062147,0.5208333333333334,-0.012048996186580665,0.08977456176789789,-0.13421392373634752,-0.11269160607406292,-0.015135261443846248,0.5,-0.06244899618658064,0.08977456176789789,-0.6956201729843645,-0.13496601627403404,-0.06133258351244397,0.4791666666666667
momentum_quality_60__missing,momentum_quality_60,41,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,,,,,0,7100,237,48,,,0.20253164556962025,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.14487893289610335,0.04364778611594944,-3.31927334209427,-0.12434947414429309,-0.1298321243064149,0.2708333333333333,-0.16503893289610339,0.04364778611594944,-3.7811524382400727,-0.14070718610248367,-0.14643113397800012,0.25,-0.21543893289610339,0.04364778611594944,-4.935850178604577,-0.18030419985038004,-0.18658407867307236,0.1875
multi_horizon_trend__csz,multi_horizon_trend,4,predictor,trend_momentum,1,1,catalog,catalog,1,1,1,1,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,0.054043557721371434,0.049727193619574,0.5907172995780591,0.1771396524709909,237,7100,237,48,-0.7900626587901736,0.6477096232567822,0.20253164556962025,0.10502611491641983,0.08550297539082136,1.2283328672056277,-0.0906829150192413,0.10129778756937191,0.6666666666666666,0.10502611491641983,0.08550297539082136,1.2283328672056277,-0.0906829150192413,0.10129778756937191,0.6666666666666666,0.07478611491641984,0.08550297539082136,0.8746609644235614,-0.09454776193538983,0.07008323784554116,0.6041666666666666,0.0546261149164198,0.08550297539082136,0.6388796959021832,-0.09711649730370164,0.04975656498166292,0.6041666666666666,0.004226114916419861,0.08550297539082137,0.04942652459873962,-0.10631367791553803,0.0005795484800330541,0.5416666666666666
multi_horizon_trend__missing,multi_horizon_trend,4,quality_flag,data_quality,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,,,,,0,7100,237,48,,,0.20253164556962025,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.11463893289610336,0.04364778611594944,-2.6264546978755674,-0.09923997494377523,-0.10433938546405963,0.3125,-0.14487893289610335,0.04364778611594944,-3.31927334209427,-0.12434947414429309,-0.1298321243064149,0.2708333333333333,-0.16503893289610339,0.04364778611594944,-3.7811524382400727,-0.14070718610248367,-0.14643113397800012,0.25,-0.21543893289610339,0.04364778611594944,-4.935850178604577,-0.18030419985038004,-0.18658407867307236,0.1875
nonlinear_tightness__csz,nonlinear_tightness,55,predictor,factor_interaction,1,1,catalog,catalog,1,1,0,0,fold_2025,2025,2015-01-05,2024-12-23,69628,7100,cs_rank_centered,-0.04107213231411298,-0.03198786865984903,0.4230769230769231,-0.1953082007584354,234,7100,237,48,-0.621995198632703,0.6245075695552627,0.20253164556962025,-0.12679998974809317,0.05394052552129716,-2.350737011229695,-0.11099308336769043,-0.11509801957685106,0.4166666666666667,-0.12679998974809317,0.05394052552129716,-2.350737011229695,-0.11099308336769043,-0.11509801957685106,0.4166666666666667,-0.15703998974809322,0.05394052552129716,-2.9113544636507043,-0.13422454867583777,-0.14029104127326153,0.3958333333333333,-0.1771999897480932,0.05394052552129717,-3.2850994319313758,-0.14960746608859177,-0.1566947957800754,0.3333333333333333,-0.2275999897480932,0.05394052552129717,-4.219461852633057,-0.1879911816074744,-0.19637507772691198,0.25
