test_year,selected_alpha,train_start,train_end,train_rows,test_rows,test_days,pearson_ic_mean,rank_ic_mean,rank_icir,rank_ic_hit_rate,target_r2,target_mae,gross_annual_return,gross_annual_volatility,gross_sharpe,gross_max_drawdown,gross_total_return,gross_hit_rate,net_1bps_annual_return,net_1bps_annual_volatility,net_1bps_sharpe,net_1bps_max_drawdown,net_1bps_total_return,net_1bps_hit_rate,net_3bps_annual_return,net_3bps_annual_volatility,net_3bps_sharpe,net_3bps_max_drawdown,net_3bps_total_return,net_3bps_hit_rate,net_5bps_annual_return,net_5bps_annual_volatility,net_5bps_sharpe,net_5bps_max_drawdown,net_5bps_total_return,net_5bps_hit_rate,train_start_year,train_end_year,ml_feature_count
2024,100.0,2015-01-05,2023-12-28,62161,7260,242,0.004006913226468024,0.029097829808151274,0.12212360643189579,0.5371900826446281,-0.0004434632291407947,0.51659569358036,0.02856627187655167,0.07263531825092609,0.39328349574881166,-0.0569428927411626,0.02522737185955415,0.5,-0.021833728123448325,0.07263531825092609,-0.30059382472892177,-0.07698397312782135,-0.02321229692911686,0.4793388429752066,-0.12263372812344833,0.07263531825092609,-1.6883484656843888,-0.13602145183044823,-0.1133595330674485,0.4256198347107438,-0.22343372812344833,0.07263531825092609,-3.076103106639856,-0.20056992957808717,-0.1952183210666124,0.4049586776859504,2015,2023,65
