feature_name,source_factor_id,source_factor,horizon,coverage,missing_rate,stale_rate,ic_mean,ic_std,icir,ic_hit_rate,ic_t_nw,ic_p_nw,rank_ic_mean,rank_ic_std,rank_icir,rank_ic_hit_rate,rank_ic_t_nw,rank_ic_p_nw,ic_days,rank_ic_days,nonoverlap_rank_ic_mean,nonoverlap_rank_ic_t,nonoverlap_rank_ic_p,pooled_beta,pooled_t_two_way_cluster,pooled_p_two_way_cluster,pooled_observations,group_spread,group_monotonicity,group_days,gross_annual_return,gross_sharpe,average_one_way_turnover,gross_max_drawdown,net_1bps_annual_return,net_1bps_sharpe,net_3bps_annual_return,net_3bps_sharpe,net_5bps_annual_return,net_5bps_sharpe,rank_ic_q_bh
tsmom_20,1,时间序列动量,1,0.9834333503575077,0.016566649642492326,0.0009895301327885598,-0.0016832246373743092,0.2824498779640054,-0.0059593746313773045,0.49953874538745385,-0.279469894916413,0.7798842383453494,-0.008070880062521608,0.2780107426685495,-0.029030820841854616,0.488929889298893,-1.3657315231243519,0.17202324627309984,2168,2168,-0.008070880062521608,-1.3657315231243519,0.17202324627309984,1.5401350007161884e-06,0.0171323454113914,0.9863310347887142,61483,0.00011732262157711508,0.39999999999999997,2168,0.014782650318716504,0.16512589394882046,0.19777060270602706,-0.20584367928860614,0.009798831130524625,0.10944990087564135,-0.00016880724585914835,-0.0018853175681924391,-0.01013644562224291,-0.11319466968994348,
tsmom_20,1,时间序列动量,5,0.9834333503575077,0.016566649642492326,0.0009895301327885598,-0.0012483485996177461,0.2754133533033364,-0.004532636434090517,0.5013863216266173,-0.1189606456105281,0.9053065345703754,-0.006890637647357478,0.2735821885347689,-0.025186718785538787,0.49029574861367836,-0.6698894581106561,0.5029282604110471,2164,2164,-0.007818673400163739,-0.586979195604724,0.5572176792634169,0.00012821976134256346,0.39157828418814705,0.6953698358071501,61257,0.0009392101079780097,0.39999999999999997,2164,,,,,,,,,,,0.8030240935522357
tsmom_20,1,时间序列动量,20,0.9834333503575077,0.016566649642492326,0.0009895301327885598,0.00624544276760712,0.26354919897516094,0.023697445455699306,0.5104699860400186,0.35863032464637495,0.7198716580921191,-0.003629120348395316,0.2561064517468465,-0.014170358941142928,0.48580735225686367,-0.22263911626210703,0.8238163900658334,2149,2149,-0.01079434245791927,-0.5172076964977572,0.6050111799085125,0.0004455580122092829,0.530327196924747,0.5958850932381543,60691,0.0023177404323932297,0.3,2149,,,,,,,,,,,
csmom_20,2,横截面动量,1,0.9904239019407559,0.009576098059244087,0.2319650153217569,-0.0022269701272715136,0.3075279190621236,-0.007241521791137422,0.5009225092250923,-0.33795228069847416,0.7353991486210083,-0.0105976489127608,0.300393258288593,-0.03527925018403528,0.48662361623616235,-1.6536638695163228,0.09819582761630553,2168,2168,-0.0105976489127608,-1.6536638695163228,0.09819582761630553,-2.0994821437882473e-05,-0.2203100490610662,0.8256296944030284,61574,-2.424793962994099e-05,-0.3,2168,-0.0030552403933725614,-0.029513060342796577,0.18939114391143913,-0.2653735880650743,-0.007827897219940838,-0.07561090993017343,-0.01737321087307737,-0.16778655856929384,-0.02691852452621389,-0.2599331757757965,
csmom_20,2,横截面动量,5,0.9904239019407559,0.009576098059244087,0.2319650153217569,-0.004584521436612469,0.3079486224915173,-0.014887293209888457,0.5046210720887245,-0.3926004791136726,0.694614585632916,-0.010592913207360635,0.300012628669619,-0.035308224371534046,0.4967652495378928,-0.9384441871442056,0.34801618686791846,2164,2164,-0.011827515660103574,-0.8214097270481385,0.4114129248284728,-2.1642063680360698e-05,-0.06786263004244943,0.9458949870497004,61294,0.00031036064164098164,0.09999999999999999,2164,,,,,,,,,,,0.7148302549117042
csmom_20,2,横截面动量,20,0.9904239019407559,0.009576098059244087,0.2319650153217569,-0.003994551832504705,0.29044698720907713,-0.01375311849810734,0.4960446719404374,-0.2113569019199895,0.8326087843262205,-0.010390487854473704,0.27819803843719426,-0.03734924916380908,0.4820846905537459,-0.5932963675484119,0.5529828293250969,2149,2149,-0.010193895376196702,-0.4497983075967157,0.6528558782738474,-0.0001413044578012322,-0.1730009388480584,0.8626506896566066,60711,0.000349871854387049,-0.19999999999999998,2149,,,,,,,,,,,
trend_efficiency_20,3,趋势效率,1,0.9834333503575077,0.016566649642492326,0.0009895301327885598,0.0003252703543390852,0.24840177968879917,0.0013094525922744513,0.5106088560885609,0.062123943145405314,0.9504641299488324,0.0016910127473926126,0.23847962239147358,0.007090806042189842,0.5166051660516605,0.3384360731545112,0.7350345937809468,2168,2168,0.0016910127473926126,0.3384360731545112,0.7350345937809468,5.2156304909531644e-05,0.7121552533481229,0.47636864234715715,61483,-4.7062693329763086e-05,0.09999999999999999,2168,-0.005929899359550154,-0.07712096044595763,0.3476629766297663,-0.2414982661925119,-0.014691006370620256,-0.19105176463018145,-0.03221322039276049,-0.41886236773076374,-0.04973543441490071,-0.6465855749536155,
trend_efficiency_20,3,趋势效率,5,0.9834333503575077,0.016566649642492326,0.0009895301327885598,0.0004203654482316843,0.24722600241442289,0.0017003286229052446,0.49168207024029575,0.047029350643091127,0.9624898349726939,-0.00025312964362102935,0.2407347977908701,-0.001051487553705995,0.5023105360443623,-0.02983645024755526,0.9761974886045724,2164,2164,-0.007633242295004015,-0.6320670634356781,0.5273430561680206,0.0002297235998489053,0.7663046911028525,0.4434950276911427,61257,0.00030605257316502376,0.6,2164,,,,,,,,,,,0.9930284797874099
trend_efficiency_20,3,趋势效率,20,0.9834333503575077,0.016566649642492326,0.0009895301327885598,0.00016488240299670332,0.24047087683731774,0.0006856647472876676,0.4899953466728711,0.011804467356324306,0.9905816164832096,-0.002633770097748222,0.2289172330626799,-0.011505337813632706,0.4927873429502094,-0.20940324474461833,0.8341334599753653,2149,2149,-0.009968750734107301,-0.507153592227389,0.6120470542714742,0.00039977155733911826,0.4511899891017758,0.6518526241646103,60691,0.00088965758902643,0.7999999999999999,2149,,,,,,,,,,,
realized_vol_20,24,已实现波动率,1,0.988061797752809,0.011938202247190999,0.0011970122574055159,0.018461533170411326,0.35723399835883307,0.051679104607135276,0.5183654729109275,2.4728675429162252,0.013403381053075581,0.015386171147423197,0.32830786481337615,0.04686507024791909,0.5160697887970616,2.2675464588358007,0.02335686417839829,2178,2178,0.015386171147423197,2.2675464588358007,0.02335686417839829,0.0002212096833361642,1.8385200132678579,0.06598581557373119,61773,0.00044059212302745114,0.9999999999999999,2178,0.055514607501458826,0.504902683455551,0.07675237220691766,-0.1513049763316091,0.053580447721844504,0.4873167783879785,0.04971212816261586,0.4521422125871625,0.0458438086033872,0.4169643957849037,
