feature_name,correlation_cluster,rank_ic_q_bh,rank_ic_mean,coverage,cluster_representative
oi_surprise_60,1,0.043848556908786966,-0.024560785938994602,0.9500415690424004,True
oi_surprise_20,1,0.15346357374170866,-0.015634077028489308,0.9715818910135289,False
volume_shock_20,2,0.1520580965093753,-0.02174782860019929,0.975323104829567,True
volume_shock_60,3,0.9021899351770342,-0.0022667829439656285,0.9532537223187968,True
oi_growth_5,4,0.05154723212348199,-0.030577535104603176,0.9795933791852468,True
oi_growth_20,5,0.46545053728460917,-0.01872166180260554,0.9626634419167107,True
interaction__tsmom_60__carry,6,0.29118027899544524,-0.020444835929804197,0.9098707580681732,True
interaction__momentum_quality_60__carry,6,0.30839751265197124,-0.01997618756257972,0.9098707580681732,False
trend_efficiency_60,7,0.7397351369713521,-0.011550190830600077,0.9189781573577205,True
trend_efficiency_120,8,0.6535217764493365,-0.016237768812211003,0.8566623837956314,True
trend_efficiency_20,9,0.9021899351770342,0.005996271846725568,0.9617186909530647,True
carry_change_5,10,0.8643004888560041,0.004228050794239203,0.9658378051545613,True
basis_momentum_5,11,0.6434255082646737,0.00938365679879379,0.9658378051545613,True
carry_change_20,12,0.9021899351770342,-0.00436015691437454,0.9489078678860252,True
basis_momentum_20,12,0.9689529599200882,-0.00040183785983517707,0.9489078678860252,False
carry_change_60,13,0.8641272725181655,-0.005668501574559535,0.9061295442521351,True
basis_momentum_60,13,0.9021899351770342,0.002870571811392612,0.9061295442521351,False
carry,14,0.05154723212348199,0.03456642524282547,0.975776585292117,True
curve_curvature,15,0.22081964606583918,-0.017821370988249024,0.957901897059935,True
term_structure_momentum_5,16,0.1520580965093753,0.0249340951191166,0.9658378051545613,True
term_structure_acceleration_5,17,0.06627411688056879,0.029242538307380887,0.9583175874839392,True
term_structure_momentum_20,18,0.9021899351770342,-0.003064210164928228,0.9489078678860252,True
term_structure_acceleration_20,19,0.7060277269722791,0.012115851954464907,0.925893734411609,True
term_structure_slope,20,0.043848556908786966,0.05131254701976042,0.975776585292117,True
term_structure_momentum_60,21,0.9021899351770342,0.0033453931752694442,0.9061295442521351,True
realized_skew_60,22,0.1520580965093753,-0.02965399754724773,0.9501927291965838,True
realized_skew_120,23,0.05154723212348199,-0.03824272153260406,0.9196205880129997,True
tsmom_120,24,0.9021899351770342,-0.005819094675889809,0.8566623837956314,True
momentum_quality_120,24,0.9021899351770342,-0.005379528292307195,0.8566623837956314,False
csmom_120,24,0.9021899351770342,0.0033768252482248434,0.8724586199077923,False
csmom_60,25,0.6434255082646737,-0.02059129586677901,0.9359458846648023,True
momentum_quality_60,25,0.6535217764493365,-0.016725276575977603,0.9189781573577205,False
tsmom_60,25,0.6535217764493365,-0.016475778694801053,0.9189781573577205,False
value_252,26,0.7397351369713521,0.01266404379360919,0.8671680145113748,True
value_120,26,0.7397351369713521,0.010987112865685107,0.9338296425062353,False
multi_horizon_trend,27,0.9021899351770342,0.004705836412526466,0.8724586199077923,True
value_60,28,0.9021899351770342,-0.004625259472267425,0.9633058725719901,True
relative_value_residual_60,29,0.7963515928912859,0.007709435022053438,0.9189781573577205,True
vol_managed_momentum_60,30,0.9021899351770342,0.002809790310737643,0.9189781573577205,True
vol_managed_momentum_120,31,0.6535217764493365,-0.015973244965537054,0.8566623837956314,True
momentum_quality_20,32,0.9021899351770342,-0.004526649515034271,0.9617186909530647,True
tsmom_20,32,0.9021899351770342,-0.004302122680707074,0.9617186909530647,False
csmom_20,32,0.9081286540560974,0.0023236074270557012,0.9782707278361424,False
reversal_20,32,0.9081286540560974,-0.0023236074270557012,0.9782707278361424,False
volume_price_divergence_20,33,0.7397351369713521,0.009757302708484416,0.8964930844229461,True
vol_managed_momentum_20,34,0.7060277269722791,-0.0112863436220968,0.9617186909530647,True
reversal_5,35,0.7060277269722791,0.01186922961302093,0.9945204444108533,True
price_oi_20,36,0.15346357374170866,-0.026168126771393563,0.9626634419167107,True
realized_vol_120,37,0.6385317844874736,0.02585006438132622,0.9196205880129997,True
low_vol_20,37,0.6385317844874736,-0.025464264223962498,0.9721109515531706,False
realized_vol_20,37,0.6385317844874736,0.025464264223962498,0.9721109515531706,False
low_vol_60,37,0.6385317844874736,-0.025134822094836765,0.9501927291965838,False
realized_vol_60,37,0.6385317844874736,0.025134822094836765,0.9501927291965838,False
idiosyncratic_vol_60,38,0.7397351369713521,0.011182498922777721,0.9501927291965838,True
volume_oi_turnover,39,0.9021899351770342,0.004645547208647103,0.9878316075882397,True
seasonality_3y_month,40,0.7397351369713521,0.02174510829973015,0.2460509409719598,True
amihud_20,41,0.5872845015924331,0.016094424971580142,0.9721109515531706,True
correlation_risk_20_120,42,0.5930519976182896,-0.019489772784581423,0.9152747335802283,True
interaction__tsmom_20__oi_surprise_20,43,0.6122267322965114,-0.009433979732709317,0.9594890786788602,True
