inner_validation_year,alpha,mean_rank_ic,rows
2018,100.0,0.05586566367185296,6607
2018,10.0,0.04994643276677118,6607
2018,0.01,0.04917814695454303,6607
2018,0.1,0.04876713089367712,6607
2018,1.0,0.04752443583924316,6607
