factor_id,factor_name,category,protocol_role,usage_type,economic_meaning,expected_direction,orientation,coverage,ic_observations,ic_mean,rank_ic,ic_std,ic_ir,rank_ic_std,rank_ic_ir,rank_ic_hit_rate,p_ic_gt_002,p_ic_lt_neg002,rank_ic_t_stat,rank_ic_p_value,factor_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,turnover,t_stat,p_value,annual_return_0bps,sharpe_0bps,annual_return_3bps,sharpe_3bps,annual_return_5bps,sharpe_5bps,annual_return_10bps,sharpe_10bps,monotonicity,group_return_spread,rank_ic_fdr_q,portfolio_fdr_q
idiosyncratic_volatility_60,特质波动因子,volatility_risk,extension,risk,剔除商品市场及板块共同收益后的剩余波动,mixed,1.0,0.9986353333024934,1450,0.016629264068107816,0.015027951062160119,0.30303727844907885,0.0548753082565125,0.2634541225707253,0.05704200380514374,0.5337931034482759,0.4979310344827586,0.4572413793103448,1.1666943269569754,0.24352580805188245,0.06326987561513997,0.010719066034686975,0.0980151712812957,0.157774837362624,-0.20456199376570738,0.0524000858486153,0.1888505747126437,0.4080323819256911,0.6835520280164813,0.015535105231060164,0.2062302484205154,0.0126428305182964,0.1771633161143138,0.010719066034686975,0.157774837362624,0.005925074572101341,0.1092691742402078,0.8999999999999998,0.0007707747479286987,0.5708815029863936,0.9483661619600654
term_structure_slope,期限结构斜率,term_structure,core,predictor,用完整可交易曲线加权拟合的年化斜率,positive,1.0,0.9268399870472314,1450,0.02550997558253434,0.02406196230359169,0.30732840178349313,0.08300559087443413,0.27739763708951853,0.08674177096839038,0.546896551724138,0.5220689655172414,0.43655172413793103,1.7858464349512595,0.07433318867890253,0.22503118430788938,0.03590365583640054,0.11647328112960992,0.36119454412028984,-0.1884495814208672,0.19052128195613435,0.3772413793103448,0.8828059188066252,0.37807486521577893,0.04579070171848687,0.44277922123521135,0.03984751141236931,0.39383220834348254,0.03590365583640054,0.36119454412028984,0.026107584377090376,0.27958370683039907,0.6,0.0018924851668270539,0.4274158349036895,0.9483661619600654
term_structure_momentum,期限结构动量,term_structure,core,predictor,整条期限结构斜率的二十日变化,positive,1.0,0.8929083591617708,1450,0.016240435634116666,0.0137088277679188,0.29338594742102553,0.055355192628945914,0.25682791458914916,0.05337748347896288,0.5393103448275862,0.5013793103448276,0.4413793103448276,1.1448858014316927,0.25244553545805554,0.00867751998680899,0.0015027154297513334,0.10664352125792223,0.06730146193228426,-0.2795221746633283,0.005376015092760657,0.8476436781609196,0.15418836050439486,0.8775688370977104,0.02311931558159297,0.26752330304782884,0.010095235568593486,0.147405874302797,0.0015027154297513334,0.06730146193228426,-0.019667148508961785,-0.13302302799176355,0.49999999999999994,0.0006675156614289865,0.5708815029863936,0.9483661619600654
term_structure_acceleration,期限结构加速度,term_structure,core,predictor,整条期限结构二十日变化的再二十日变化,mixed,1.0,0.8666558726927881,1450,0.013042087426883758,0.014183886962777614,0.2865630911918986,0.0455120977814622,0.2543591015450006,0.055763237393996835,0.5255172413793103,0.4924137931034483,0.4517241379310345,1.2368047993494784,0.21635997567796114,-0.16910723803444994,-0.03168318916893598,0.10334360796682028,-0.25979042934729024,-0.3101908358243959,-0.10214095811287072,0.9879885057471264,-0.6165635243281445,0.5380080337122548,-0.007259015876832087,-0.018873217052612853,-0.021984874228912044,-0.16342755307264703,-0.03168318916893598,-0.25979042934729024,-0.05551929702667446,-0.5006340706207245,0.3,0.0003028622847728842,0.5529199378436784,0.9483661619600654
basis_surprise,基差意外,basis_spot,extension,predictor,基差相对历史条件预期的标准化意外,positive,1.0,0.7451080168385993,1205,0.007489433598406124,0.007822065238683243,0.23985542052970327,0.031224783587822425,0.23654845252018017,0.033067496977245855,0.5062240663900415,0.46224066390041496,0.4755186721991701,0.711181678181848,0.47710941264034046,-0.1477869442053954,-0.03289052841324647,0.08297802744009174,-0.36167068222836757,-0.18644398341584578,-0.1764097066081625,1.0348547717842325,-0.7567438064767005,0.4499455904607679,-0.007327398134991947,-0.0473800274819256,-0.022743509354801517,-0.23594261697110733,-0.03289052841324647,-0.36167068222836757,-0.05780924368911544,-0.6759812442166381,0.3,0.0008502014994584777,0.6650616054986563,0.9483661619600654
inventory_acceleration,库存加速度,inventory_fundamental,extension,predictor,去库存速度的二阶变化,positive,1.0,0.33288615441550634,1441,0.01924429713594324,0.031578046811613754,0.32129114418337085,0.059896755588631855,0.33114910594735175,0.09535899763725841,0.5399028452463567,0.49479528105482307,0.4600971547536433,2.3949806129579176,0.016748372201536837,0.27634619225443835,0.043317740691291906,0.11278509417337908,0.4331140785495914,-0.17997421385666512,0.24068859512169324,1.5931034482758621,1.2280166891552529,0.22043989941037315,0.0860336517828364,0.7905899779709812,0.060203078519798225,0.5759519682035453,0.043317740691291906,0.4331140785495914,0.002247429315330951,0.07699831526679433,0.8999999999999998,0.004053905151889297,0.19260628031767363,0.9483661619600654
inventory_price_divergence,库存—价格背离,information_news,extension,predictor,库存趋紧相对同期价格变化的未反映部分,positive,1.0,0.3335800527362724,1444,0.021207368950919864,0.03147881072758368,0.3081507217822116,0.06882141579375683,0.33570418940809527,0.09376949028573722,0.5325484764542936,0.48961218836565096,0.4556786703601108,2.169425892715691,0.03021315405938017,0.3029766390635804,0.04706873878242446,0.09518983382636871,0.5308165285363954,-0.12635939450200406,0.37249892631986253,1.15,1.2316200232123977,0.21909228100332973,0.0778347837270601,0.8363538065286572,0.05927086837532625,0.6529632498220465,0.04706873878242446,0.5308165285363954,0.017160682804297833,0.2259972394238413,0.7999999999999999,0.0032702355455339225,0.2316341811219146,0.9483661619600654
supply_demand_shock,供需冲击因子,information_news,extension,predictor,需求正向新息减去供给正向新息,positive,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crowding,拥挤度因子,trading_liquidity,core,risk,主要参与者持仓份额集中度,negative,-1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi_surprise_60,持仓意外因子,trading_liquidity,core,conditional,持仓变化相对历史条件预期的异常,mixed,1.0,0.9995142711754638,1450,0.0006869953252616992,0.000634995850626993,0.20703798634565912,0.003318209075482071,0.21578374748649054,0.0029427417867360366,0.4917241379310345,0.4531034482758621,0.4675862068965517,0.09426733815129366,0.9249098278297079,-0.06101745093999689,-0.010882090008513368,0.07730563152699878,-0.10299729606904655,-0.20147212454196894,-0.05401288159964037,1.5319540229885058,-0.23846751706428276,0.8116875062693258,0.028045046877494872,0.3963710538038572,0.004512339159034262,0.09675635623139577,-0.010882090008513368,-0.10299729606904655,-0.0483640875836302,-0.60233389730755,0.3,0.0011259521291543807,0.945463379559257,0.9483661619600654
volume_price_divergence_20,量价背离因子,trading_liquidity,core,predictor,价格趋势与成交量变化不一致程度,mixed,1.0,0.9995142711754638,1450,-0.016292993396130617,-0.008573374035336548,0.278600467103222,-0.058481572430724,0.25475243207456133,-0.033653747544311094,0.48,0.46,0.4827586206896552,-0.7722464349208807,0.4400944169811999,-0.2696837217282152,-0.053154433928780276,0.09156456971961369,-0.5503136234814194,-0.3443253075811378,-0.15437271893311186,1.0993103448275863,-1.3861500385723713,0.16676962530958056,-0.026528238885856203,-0.2479235873130907,-0.04259061823280641,-0.42940956923316226,-0.053154433928780276,-0.5503136234814194,-0.07906731095279362,-0.8522228495332879,-0.8999999999999998,-0.0010430828180785395,0.6420691664945198,0.9483661619600654
momentum_carry_interaction,因子交互因子,factor_interaction,extension,predictor,动量和Carry同时确认的非加性信息,positive,1.0,0.9978720451496508,1450,0.018160584714196636,0.010108441237035052,0.26873040014993455,0.0675791972328556,0.21769198276754134,0.04643460502552902,0.4986206896551724,0.48137931034482756,0.4475862068965517,0.976332041117655,0.32906291297920187,0.010428458281077857,0.0018046354800909103,0.080113259925076,0.06240373093418984,-0.12766097674992294,0.01413615598152628,0.7148275862068965,0.1561234823084439,0.8760446886023752,0.02001439151149631,0.28738007044467034,0.009050089759016666,0.15237358292771042,0.0018046354800909103,0.06240373093418984,-0.016087275247499422,-0.16235538011080658,0.6,0.0008321255852406541,0.6420691664945198,0.9483661619600654
nonlinear_tightness,非线性基本面因子,factor_interaction,extension,predictor,极端供需紧张状态的平方增强,positive,1.0,0.7826016561039922,1381,0.0026362560281593134,0.018419643443709204,0.30161759724404275,0.008740391980598812,0.2721215854208429,0.06768902002104228,0.5257060101375814,0.4844315713251267,0.4670528602461984,1.4620903076436704,0.14394414280856457,0.0015967748545404614,0.00028519409555993747,0.08722219088911018,0.04684156788032942,-0.17573452106557053,0.0016228689379335155,0.5132978723404256,0.11676100628848829,0.9071328505704974,0.013314226140210161,0.19532799340015444,0.005477133542771018,0.10620429629845894,0.00028519409555993747,0.04684156788032942,-0.012580825533012319,-0.10134625868547309,0.9999999999999999,0.0008710312104878739,0.45918212920580936,0.9483661619600654
commodity_network_factor,商品网络因子,industry_chain,extension,predictor,按产业链和替代关系聚合邻居冲击,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlation_risk_20_120,相关性风险因子,volatility_risk,extension,risk,品种与商品市场短期相关性相对长期基准的上升,negative,-1.0,0.9972244067169358,1450,-0.028821446971048405,-0.03073256817046739,0.23735885351551667,-0.12142562429913441,0.24595712622185198,-0.1249509158061425,0.44,0.41586206896551725,0.523448275862069,-2.6642132039939304,0.007802467022136894,-0.409545201110611,-0.08749801272320945,0.0869217199917073,-1.0091115267876873,-0.43968307142461327,-0.19900245974835443,0.8006896551724138,-2.6065312540884276,0.00962081752960369,-0.06885828588247245,-0.7779796394120196,-0.08008629772129972,-0.9167467958400521,-0.08749801272320945,-1.0091115267876873,-0.10577290239922976,-1.2394628777682906,-0.8999999999999998,-0.002735903722990243,0.19260628031767363,0.4425576063617697
