,tsmom_60__csz,tsmom_60__missing,csmom_60__csz,csmom_60__missing,trend_efficiency_60__csz,trend_efficiency_60__missing,multi_horizon_trend__csz,multi_horizon_trend__missing,carry_annualized__csz,carry_annualized__missing,carry_change_20__csz,carry_change_20__missing,basis_fresh__csz,basis_fresh__missing,basis_shock_20__csz,basis_shock_20__missing,basis_momentum_20__csz,basis_momentum_20__missing,curve_curvature__csz,curve_curvature__missing,value_252__csz,value_252__missing,short_reversal_5__csz,inventory_scarcity__csz,inventory_scarcity__missing,inventory_change_5__csz,inventory_change_5__missing,inventory_surprise__csz,inventory_surprise__missing,warehouse_tightness__csz,warehouse_tightness__missing,tightness_composite__csz,tightness_composite__missing,oi_growth_20__csz,oi_growth_20__missing,price_oi_interaction_20__csz,price_oi_interaction_20__missing,volume_shock_20__csz,volume_shock_20__missing,amihud_20__csz,amihud_20__missing,turnover_oi__csz,realized_volatility_20__csz,realized_volatility_20__missing,low_volatility_20__csz,low_volatility_20__missing,realized_skewness_60__csz,realized_skewness_60__missing,seasonality_3y__csz,seasonality_3y__missing,sector_relative_value_60__csz,sector_relative_value_60__missing,factor_momentum__tsz,factor_momentum__missing,fundamental_composite_news__csz,fundamental_composite_news__missing,fundamental_underreaction__csz,fundamental_underreaction__missing,information_consistency__csz,information_consistency__missing,information_divergence__csz,information_divergence__missing,warehouse_surprise__csz,warehouse_surprise__missing,momentum_quality_60__csz,momentum_quality_60__missing,vol_managed_momentum__csz,vol_managed_momentum__missing,idiosyncratic_volatility_60__csz,idiosyncratic_volatility_60__missing,term_structure_slope__csz,term_structure_slope__missing,term_structure_momentum__csz,term_structure_momentum__missing,term_structure_acceleration__csz,term_structure_acceleration__missing,basis_surprise__csz,basis_surprise__missing,inventory_acceleration__csz,inventory_acceleration__missing,inventory_price_divergence__csz,inventory_price_divergence__missing,oi_surprise_60__csz,oi_surprise_60__missing,volume_price_divergence_20__csz,volume_price_divergence_20__missing,momentum_carry_interaction__csz,momentum_carry_interaction__missing,nonlinear_tightness__csz,nonlinear_tightness__missing,correlation_risk_20_120__csz,correlation_risk_20_120__missing
carry_change_20__csz,0.07396367007254825,0.0026829343262174845,0.0825877797225166,0.0027595806064384444,0.0010057922746868253,0.0026829343262174845,0.057515215087533024,0.00502352570369331,0.3927119573280089,-0.0008540765772366118,1.0,-0.0012089034006347054,0.03471775384929422,0.0002857371154939981,0.012039008117761242,-0.0005738468476858761,0.17629537398380343,0.0018004108323072413,-0.32777620726080425,-0.0057849698833567055,-0.07885687529610146,0.0026477861056896715,-0.012024458216415906,0.006859761131215735,-0.001603805753893813,0.028498760128511703,0.0001118060931297288,0.021152995287472005,-0.002753382571065838,0.008567630721981601,0.011996559581358226,0.12577611082947018,0.0015998901586468362,0.010337964891629005,-0.005447013191648943,0.02611806217032246,-0.00022939888842027093,0.01129000842239205,0.005216534490027685,-0.004514374526130645,-0.0003353197082737639,0.021179333804150414,0.015919641656536254,-0.0025159746134265325,-0.014983865477035297,-0.0025159746134265325,-0.006580220988099762,0.0027595806064384474,0.009065063566424933,0.0012818551572095537,0.08360967609038907,0.0027595806064384474,-0.023648569562484494,0.011480215887198025,0.09982001362580356,-0.008375743169088545,0.059210099388263875,-0.008262224714564908,0.11551226265901189,0.0015998901586468362,0.061703599546677076,0.0016046077801125927,0.058160472250407366,-0.015337276354258725,0.07782940587047667,0.0026829343262174837,0.014473214013873399,0.002649260427170603,-0.011474520774313993,0.006209587829116385,0.20056827336324978,-0.0057849698833567055,0.44660637350035265,-0.004258341083483909,0.2544449833932175,0.005548184376330697,0.11889025540630566,-0.0014082315140199915,0.0026252945892112248,0.0003834094926240917,0.022707934657356994,-0.00020716631356218672,-0.002500026148862158,-0.006167899097187787,0.06806971050926466,0.005272125097171551,0.05670095498044361,0.002085862542299744,0.12796683502231226,0.0015998901586468362,-0.002640584096770065,0.0049740843637766825
carry_change_20__missing,-0.03675257474064387,0.4461332593998138,-0.026625946097082295,0.42109880127133764,0.002597736665313045,0.4461332593998138,-0.01723679314276066,0.3696451043707001,-0.04175340464163299,0.7064886878374044,-0.0012089034006347054,1.0,-0.04088797747603194,-0.006766041055161205,0.005621629933340061,0.057486918050265144,-0.00633293432144648,0.09503818481223505,0.009340657918744626,0.33883557239210665,0.021171173168687628,0.29937691767058605,0.018195228720660744,0.012210962298470069,0.02975879993809813,-0.014038537292437146,-0.10886116277659656,-0.017604646370331514,-0.011068286386983933,0.008501844244972906,0.2282605088669575,-0.02446440384112753,0.21254726071212254,0.07519952263593409,0.5354900189398397,-0.005281842843400056,0.5681042599689148,0.02233918340659686,0.34972407363722696,0.03602761553837489,0.4967828151579496,-0.021030415742226947,-0.048108820083429746,0.5156091463907861,0.03898756179567325,0.5156091463907861,-0.012334730940521964,0.42109880127133764,-0.0039047299378623694,0.22172771457895887,-0.03394274148786991,0.42109880127133764,0.007734766835798196,0.30575728248378525,-0.02181289851622932,0.1216819498439722,-0.013242616969984609,0.12288353616295178,-0.02675263703208804,0.21254726071212254,-0.004136193171029354,0.21409257569748744,-0.03044487187589675,0.32900960940451957,-0.03768515977648165,0.44613325939981385,-0.02631978146627239,0.45723314980134994,0.006853265869989062,0.3976617539144423,-0.030567585215606118,0.33883557239210665,-0.0009480318133061118,0.31837947220698726,0.0025010907105381818,0.27738367426484345,-0.012883279520710781,0.09154489053660778,-0.0025112004379962503,-0.10199173044200469,-0.0028739722328736308,-0.09173446673643389,0.0032502812933491248,0.5031362084789521,-0.03434768027828857,0.5115952755244491,-0.030813077039113543,0.6528109620483639,-0.021962834440903207,0.21254726071212254,-0.007720706441076358,0.3847837558602669
basis_fresh__csz,-0.03225264217683881,-0.03272806240176341,-0.025082982535342798,-0.03206816083750114,0.02799219259941061,-0.03272806240176341,-0.06621202566388841,-0.040632298663711784,0.3417618998381596,-0.030355904591986976,0.03471775384929422,-0.04088797747603194,1.0,-0.09142885822373319,0.05294606854044582,-0.0884066181806329,0.34152314625161184,-0.08974576934101111,-0.18939802423888005,0.04089240517710374,0.1658148141899911,-0.04446515310281195,0.16743248878584283,0.06845069381427357,0.13743779710799456,0.004270042155855125,0.1690438280602911,0.010059858517355977,0.06044683024053705,0.1682481418981839,0.05398881712339349,0.546540834203261,0.00378706043623523,-0.02243321812896471,-0.0197423392561793,-0.06378733954827957,-0.023354667467823182,-0.02732723635027623,-0.02032892147541556,0.1043987508481451,-0.02690998876207063,-0.005258796735736824,0.13772745884927373,-0.02057895508993738,-0.11709808757416494,-0.02057895508993738,-0.033269961926844,-0.032068160837501136,0.017752527831120055,0.0024576615557255583,0.014194490200108883,-0.032068160837501136,-0.0075546894623678305,-0.02985154411177822,0.24719193969212977,-0.058960595508840564,0.2409421513000281,-0.058768246385979675,0.5369534156066178,0.00378706043623523,0.4578119381281255,0.003983941035876182,0.06796206645693838,0.009148190302018796,-0.027602536221825753,-0.032728062401763416,-0.03760350981374396,-0.0330222572898929,0.10590665770254395,-0.03769499206388163,0.2995161450194146,0.04089240517710374,-0.036581866970287626,0.061869714617821904,-0.05546970235604107,0.0721258707859608,0.3820602433993632,-0.09303136335231925,-0.005615760126336654,0.16846401873639233,0.01607361512716105,0.16798725604280068,-0.005723568077028607,-0.02113620143160147,-0.0984173777209526,-0.026272203632947536,0.039041770003938624,-0.04549198524092911,0.5521188690156008,0.00378706043623523,0.018880529179052138,-0.0410209603228979
basis_fresh__missing,0.027977610245030166,0.07291422405890116,0.03686282446149037,0.06159352960274809,0.027047260568567925,0.07291422405890116,0.06536290517991088,0.04474005299516982,0.015563106868219866,0.012010676621860334,0.0002857371154939981,-0.006766041055161205,-0.09142885822373319,1.0,-0.0028227406042700617,0.9626368530491901,-0.0038963419980048647,0.9518164371156035,0.00833904467021036,-0.10453369409103454,-0.03815911684642045,-0.027131011408471795,-0.005871741918835097,-0.12665670608991034,-0.015375381896343005,0.0036500053868932835,-0.005566606477601652,0.001419915141914894,-0.008800137938847857,-0.028259805677813263,0.005245620524863483,-0.047411479026955215,0.5114379839404875,-0.010555323825066876,0.07265651797940649,-0.030842232547957694,0.10486631878019582,0.00958375210067108,0.19040157834240923,-0.0670194237619907,0.15962440584694698,0.22435545691711536,0.249370985388247,0.059530683859754,-0.21762579728137268,0.059530683859754,-0.053496106151878,0.06159352960274809,0.009243540067310091,-0.1290268845999578,0.02862007336497616,0.06159352960274809,-0.019925504286559842,-0.035459588799123934,0.011697577397605494,0.8915105830069073,0.005065909343723694,0.8910865305456794,-0.03438977687415364,0.5114379839404875,-0.03315151335412615,0.512246489073116,0.026198423358206775,0.16610083373573892,0.007869347180250248,0.07291422405890112,0.005889481302534629,0.07792378457297544,0.11210247065875775,-0.007645685185182931,0.07123749069114328,-0.10453369409103454,0.0043092950294302155,-0.12803187106820035,-0.000783049639232909,-0.14987812477777337,-0.013544241414396075,0.9625532391335724,-0.0034147563883429903,-0.00538677579915674,0.0031323904617536684,0.006583251962324037,-0.002390545693495989,0.08501972591039675,0.016638781026469103,0.15099059730717743,0.0866076004588963,0.05173776695189156,-0.04440016861940989,0.5114379839404875,0.006635331705586457,0.051266170598137324
basis_shock_20__csz,-0.005126410596617878,-6.50277918972133e-05,-0.006949477501863013,-3.1045842383382096e-05,0.000192885781784611,-6.50277918972133e-05,0.007214383021181346,-0.0006409053802844663,0.0008472642731178709,0.0038739344226347643,0.012039008117761242,0.005621629933340061,0.05294606854044582,-0.0028227406042700617,1.0,-0.0029323005818122153,0.05922068602710948,-0.0019803492260002274,-0.0033098714131807637,4.6430854851518546e-05,0.008345511600454115,-1.797828997809934e-05,0.07217972658145769,-0.0009738230728295864,0.0022110027383952222,0.0011792209226196835,0.00015249146770298557,-0.004322237243947521,-0.001011140102200288,-0.005759872310903036,0.00871336056920767,0.015901617848963972,0.005939321806444407,0.006348869863980719,0.0007647872062056515,-0.005274838339844502,0.0024287515391565764,-0.00011561004191943647,-0.0005331125491256852,4.771628402927368e-05,0.0019306836503447489,0.0016587987714747163,-0.0005043873590945681,0.0028277312761689675,-0.00051737574149097,0.0028277312761689675,-0.0009998357538087905,-3.104584238338125e-05,0.004240859796454331,0.0006813224917320537,-0.004334501290565207,-3.104584238338125e-05,0.0026952237256399883,-0.00119870654113644,0.10728675866760622,-0.0029906538845494435,0.4937067263183487,-0.0029920521312058355,0.023243437511846276,0.005939321806444407,0.016164739772121916,0.005774930974949378,-0.008786642031550723,0.0003556269534515091,-0.004248027473577356,-6.502779189721403e-05,-0.007512650227427294,-8.005349028817196e-05,0.0022494392887704934,0.0004950766540965313,-0.0004485624052862857,4.6430854851518546e-05,0.011850586459754198,-0.0037544172447751107,0.016645845076509846,-0.0015778730939520669,0.20087119727738822,-0.0033023631447674675,0.004075630450996259,0.00018757111959358556,0.0010547655280821544,3.5586522950859965e-05,-0.05122939378764363,1.4928822927171617e-05,0.007700676267125018,0.002243633779196662,0.003962869550237193,0.0015034076047236791,0.01609393259338674,0.005939321806444407,-0.004496385086406169,-0.0006563974695039055
basis_shock_20__missing,0.026735736620576794,0.13695878290704527,0.03542244464734623,0.1270221515161641,0.024699835748076455,0.13695878290704527,0.0613282049968453,0.09159681163582087,0.01468190062413384,0.030305734122486074,-0.0005738468476858761,0.057486918050265144,-0.0884066181806329,0.9626368530491901,-0.0029323005818122153,1.0,-0.004320620893152441,0.9447505640678004,0.009530120931377261,-0.07946282477082325,-0.03737760633742496,0.021105201483146263,-0.004280143246105361,-0.12173863684941676,-0.006686768433844382,0.0017881396246722675,0.0031055239701333922,0.0024777307219367548,-0.00489115488766524,-0.027063457435173226,0.03635073538586316,-0.047685173957212244,0.5195423587844976,-0.008591622962361826,0.15962981221003752,-0.030087772040880555,0.19308459946436268,0.011796891322456319,0.2580740873418849,-0.07013187101631832,0.23532214151710704,0.21679361801169295,0.23944676464501224,0.15860687569529644,-0.21075775837866167,0.15860687569529644,-0.05162264317312601,0.12702215151616414,0.008668862960754095,-0.10619558627705067,0.027451733949310747,0.12702215151616414,-0.02199591517036534,0.03131457279994242,0.014106690891049382,0.8855985764793192,0.00575539010322789,0.8861113821046347,-0.034230829375050904,0.5195423587844976,-0.03231027910301906,0.5203466652810259,0.027277183045137,0.2064339705207941,0.00830726042590541,0.13695878290704527,0.004797863421163571,0.14136146061952445,0.10658376673393681,0.06820922848358434,0.06702838404076075,-0.07946282477082325,0.005601861407386856,-0.10041824570957043,6.243358135927481e-05,-0.12582552602215744,-0.012094843255438479,0.9531808342904509,-0.00413315170288895,0.004252410573073933,0.001628298059768719,0.01578736530945767,-0.0003897218179059918,0.1667197798758062,0.017505111893987544,0.22916440378471972,0.08137724051159252,0.108359355841124,-0.04471040704711292,0.5195423587844976,0.006616069852811507,0.09760284534589878
basis_momentum_20__csz,0.007394919093631828,-0.0029558300998235873,0.013394877761979094,-0.0029501783146060824,-0.0008589045975966411,-0.0029558300998235873,-0.0798961725130553,-0.015494432098120129,0.11850739949084489,-0.008806190914385338,0.17629537398380343,-0.00633293432144648,0.34152314625161184,-0.0038963419980048647,0.05922068602710948,-0.004320620893152441,1.0,-0.00409358553400529,-0.08910879667904123,-0.022734663193701314,0.04737503551599342,-0.015880428500627413,0.2699542517787497,0.002991089505899695,-0.00041894284094710736,0.004875118278917952,0.0007235216488406362,0.007391740929124303,-0.00047564965708463326,0.001834722584594466,-0.017357355592877512,0.15700825035045052,-0.016486390309658684,-0.04117734351475885,-0.0008919515794670251,-0.03213931747588336,-0.010115135475559244,-0.034922531790243364,-0.0009292060185957214,0.007013114300304332,-0.0084465044109124,0.005940691787051013,0.054493407585656024,-0.010903919723078763,-0.03465528157099132,-0.010903919723078763,-0.002135930623356005,-0.002950178314606082,0.014709679859760644,-0.00894061670459111,0.01122736823939279,-0.002950178314606082,-0.044634272222135785,-0.009167849712478858,0.34864847050194575,-0.0002508339230420989,0.3482603972068844,-0.00028995134524980486,0.14762405081936741,-0.016486390309658684,0.12089397049828238,-0.015957949747910614,0.018583794049601265,0.0035868227879524736,0.00977810065582453,-0.0029558300998235886,-0.02115355080669748,-0.0029585545264463834,0.018569578740711155,-0.014633985322577056,0.11497257214055481,-0.022734663193701314,0.06267572329818091,-0.019371432989365278,-0.04349411738306726,-0.019610407528915314,0.6349277164701939,-0.0033631416750126127,-0.0020524432540976337,0.0004257873050923947,0.02211357132819657,0.0006575364262389514,-0.008831988957554876,-0.0009590181336037163,-0.16844645737590755,-0.009327944365514826,0.009147796936980054,-0.005828630330067396,0.16595144000233117,-0.016486390309658684,0.011952091218010153,-0.01543265043819065
basis_momentum_20__missing,0.026925556444714158,0.17620347514325307,0.03505920299707669,0.16696559195336638,0.02287895151780867,0.17620347514325307,0.06295912929758053,0.12118558769952087,0.014637414697627492,0.03383755461951891,0.0018004108323072413,0.09503818481223505,-0.08974576934101111,0.9518164371156035,-0.0019803492260002274,0.9447505640678004,-0.00409358553400529,1.0,0.008347286478703263,-0.07446374723383908,-0.03650351248744852,0.054698147113834625,-0.004489839588310977,-0.12011651236877899,-0.00192735936269417,0.0018247577693362698,0.0046880514723701555,0.0034733414696136106,-0.009960468695549977,-0.023427643996163643,0.051469265880271946,-0.04510757540253223,0.5268551184181549,-0.0070440854124367925,0.2238202865454479,-0.03003625293457557,0.24165261718465264,0.007586649596077506,0.252738907469231,-0.0712979572539289,0.2776634881869311,0.21485554451452676,0.23729265476169303,0.2126089520313588,-0.209902753883513,0.2126089520313588,-0.05202915134575174,0.16696559195336638,0.00853779830938567,-0.09262536651951744,0.027451598496723715,0.16696559195336638,-0.02020607306224842,0.07561368029622384,0.011519055714109244,0.8957804387324313,0.005204575054363679,0.8955160842306454,-0.03301117008738681,0.5268551184181549,-0.0314937058100787,0.5276316322727355,0.026225529816107956,0.24088456564912797,0.006841131131177502,0.17620347514325307,0.007549399506783072,0.18030029530848754,0.10504953948464152,0.11599901497059652,0.06582229594503779,-0.07446374723383908,0.004227905278813895,-0.08871578237304982,-0.0014300046273624837,-0.11337198828193304,-0.012742483332128945,0.9627865796039805,-0.003128405688551545,0.007498437665675569,0.0009738565052902554,0.021340809466985425,-0.0028918306386499703,0.235728647858897,0.01717973375186679,0.27274620601578875,0.0799193342519398,0.14270255198399362,-0.04254618809314808,0.5268551184181549,0.008651608929038499,0.126949816373956
curve_curvature__csz,0.01399331672867439,0.03486929344151001,0.00754978443300922,0.03516947521081173,0.0006866797069374088,0.03486929344151001,0.004383890518184222,0.04099296333043147,-0.5262275607364006,0.004530850977991176,-0.32777620726080425,0.009340657918744626,-0.18939802423888005,0.00833904467021036,-0.0033098714131807637,0.009530120931377261,-0.08910879667904123,0.008347286478703263,1.0,0.016307336463891778,-0.0628274941475511,0.01802263884715748,-0.054306091242367814,-0.004610493097405485,-0.012997258499551865,0.0014922937016023843,-0.017961984839552435,-0.003350204273582301,-0.006948199856890202,-0.053117138478068184,-0.014810827343886888,-0.23557444669524386,-0.002493683977108971,0.012623247536391137,0.0010109539463525796,0.0410284030647639,0.013197907122363382,0.009631916010832568,0.03880485239709518,-0.009439337457771561,0.037998411311914476,0.0031235123892871244,-0.0223354541423274,0.01888306191296458,0.017216133609066077,0.01888306191296458,0.027680432536928926,0.03516947521081173,-0.002356385636503262,0.016757316212641767,0.012742156365043491,0.03516947521081173,0.01811225341166754,0.022479630102734183,-0.07600020027815181,0.00809315635057309,-0.06149790659492993,0.008198076008042853,-0.22234908487111216,-0.002493683977108971,-0.20099584282840646,-0.002033533803756965,-0.04081151122856114,0.014387416874448526,0.016202206776928293,0.03486929344151,0.007771238130723356,0.03473927559950043,-0.029764725043306246,0.018909275200102795,-0.16075527079191626,0.016307336463891778,0.032480953973412954,0.010928279614305335,0.02697719892978624,-0.004815100999959229,-0.08258999991261938,0.008720042428633418,0.002794468486799047,-0.01784116233115233,0.0010737188413915974,-0.014451382499098152,0.007919454880358029,0.00950052374606071,0.01123564860274026,0.03753978199198406,-0.012067454504514434,0.03274568892380313,-0.24297845458282596,-0.002493683977108971,0.013823062080430151,0.04087019291242888
curve_curvature__missing,-0.04507098004929253,0.1719686166764311,-0.01984773745481799,0.16207317121053355,-0.024695814720125345,0.1719686166764311,-0.008773959425872039,0.20271943255082436,-0.024471448228017258,0.2778412641465735,-0.0057849698833567055,0.33883557239210665,0.04089240517710374,-0.10453369409103454,4.6430854851518546e-05,-0.07946282477082325,-0.022734663193701314,-0.07446374723383908,0.016307336463891778,1.0,0.029493770159180303,0.17114716648310876,-0.004427566391553558,0.020766812887470655,0.07854943867559341,-0.022221046323945292,-0.027623681414617744,0.002564308965585986,0.013333465477654178,-0.0003371046903653287,0.21709603928967164,-0.019126489563021258,0.13412215969161295,0.04373248025854151,0.14443045091821405,0.008868346610226015,0.17674395100029777,-0.0020335538232189353,0.10464007492488403,0.22571933983275394,0.14122257131664712,-0.07564325350538667,0.019492990337960238,0.14939484182433502,-0.01793009578836905,0.14939484182433502,-0.04490364656938748,0.16207317121053358,0.004366491012094237,0.3324282770307092,-0.03974257050946877,0.16207317121053358,-0.03305626474948273,0.11006845241800964,-0.018234487423164074,-0.035141301463471934,-0.02013394586560652,-0.034703494934930815,-0.013544819708901925,0.13412215969161295,-0.0098332131492985,0.13567564245393726,-0.02406994858223158,0.153782943268791,-0.048699529489855405,0.17196861667643112,-0.027149078942843012,0.1763557688003477,0.033297076547759104,0.15164864201503894,-0.06931951499523853,1.0,-0.0024106345537550865,0.8095683563951205,0.0063597187396839585,0.705325138297348,-0.008323611260339288,-0.0756708347497962,0.0018145303067746432,-0.026855804113541645,-0.008576346253622972,-0.024877611767229232,0.00874391973976873,0.13373205683164804,-0.011926430408140709,0.14863995485007495,0.009221928693305135,0.2536241508151366,-0.004797167298536182,0.13412215969161295,-0.0015756913801208815,0.2083465617226361
value_252__csz,-0.6617445441988241,0.01710181701824424,-0.5972497349711285,0.013175872558723002,-0.10300400165497291,0.01710181701824424,-0.6038196268920685,0.01241795094376194,-0.08352464916134617,0.018156850891603023,-0.07885687529610146,0.021171173168687628,0.1658148141899911,-0.03815911684642045,0.008345511600454115,-0.03737760633742496,0.04737503551599342,-0.03650351248744852,-0.0628274941475511,0.029493770159180303,1.0,0.0049011671908348025,0.23436253024470127,0.031480972822113665,0.08562983072944912,-0.013144868719594874,0.07191916339892611,-0.005476478190177932,0.031612131421391125,-0.029955211449231998,-0.02887221950483938,0.032891691411261297,-0.0066293180464464235,0.006781703729813621,0.01897902765894326,-0.1783250002312701,0.013527778415977087,-0.022886012189657638,0.00938931617424217,0.08388695427142835,0.0037476934868915885,-0.11746200360985354,-0.03841037834527564,-0.0003097213474972195,0.06173237759350647,-0.0003097213474972195,-0.17924767317683296,0.013175872558723002,0.00860470812775621,0.047191311296151235,-0.499684955453067,0.013175872558723002,0.013398696992730212,0.003321063972908731,0.055668322171529325,-0.030487950519635345,0.09680918393495974,-0.0302330792807342,0.029701642081348623,-0.0066293180464464235,0.3760252695595962,-0.005711341850845708,0.013648182247350666,-0.011487635100475,-0.590800808442071,0.017101817018244245,-0.4039460665368918,0.01865175970703043,-0.08604174492484888,-0.001437131676487001,-0.163519616257987,0.0294937701591803,-0.1586286797270191,0.035295934590898526,-0.03273126604656833,0.044204022203877306,0.08572482207289907,-0.038319237717709266,0.001915995911870708,0.07187203310889193,0.027304994554220578,0.07223963335141576,-0.003503143048160423,0.021104056101285663,-0.276185900007383,0.007584868244468052,-0.037901204545493596,0.018864086277520255,0.031101347351561795,-0.0066293180464464235,0.025629847157985334,0.014285773023866636
value_252__missing,-0.021929709110763206,0.5856292727471587,-0.004210355195213729,0.5955180247582272,-0.011683583666197926,0.5856292727471587,0.014098700607584046,0.8576780644957869,-0.013125432629002266,0.14232920792386733,0.0026477861056896715,0.29937691767058605,-0.04446515310281195,-0.027131011408471795,-1.797828997809934e-05,0.021105201483146263,-0.015880428500627413,0.054698147113834625,0.01802263884715748,0.17114716648310876,0.0049011671908348025,1.0,0.0009024871242640165,0.0219578613240391,0.13168963744009432,-0.01795889142906712,0.024338359704251772,0.00040598157375286756,0.01627272279251087,0.03847335923590487,0.5063432803084689,0.001107593019865278,0.37440164715086904,0.010313271593231947,0.30044471708418063,0.006284387252387697,0.32880310320763934,-0.0050714011610673,0.23583738488801345,0.055272315600736636,0.3253353257937747,0.0028259986861839978,0.0010023782591504177,0.3680839429168082,-0.0019708387103981634,0.3680839429168082,-0.01010539631143643,0.5955180247582272,-0.005003295571361168,0.3453017029276267,-0.008417479835558897,0.5955180247582272,-0.01066407392170192,0.6776067503102453,0.0025055884454213352,0.07710579970967531,-0.002517405409496593,0.07759803579899287,0.004759708466186581,0.37440164715086904,0.004952805246148139,0.37374101436277735,-0.03692672194859446,0.23406229120216004,-0.032412006748804706,0.5856292727471587,0.009723904683892273,0.5813030611763964,-0.007923715774312284,0.6750401951188517,-0.02976591813792058,0.17114716648310874,-0.004373416198220271,0.20777273260458723,0.0014598355318528999,0.23360654925324545,-0.008570744235843699,0.052663420669565815,-0.0015369239756916884,0.03030705829590143,-0.01079943161122425,0.032823521822550036,-0.0007908340379384043,0.2984279066334432,-0.007358578248315793,0.33485441661846105,-0.0348541788035728,0.542433821591536,0.0009343962522932034,0.37440164715086904,0.015266193208183058,0.8519959407013366
short_reversal_5__csz,-0.233629642182025,0.0031840425701041594,-0.22288115141505457,0.0033324544629962415,-0.05217214501167321,0.0031840425701041594,-0.22054050420490637,6.73794276625333e-05,-0.03806318909349132,0.004419493505553076,-0.012024458216415906,0.018195228720660744,0.16743248878584283,-0.005871741918835097,0.07217972658145769,-0.004280143246105361,0.2699542517787497,-0.004489839588310977,-0.054306091242367814,-0.004427566391553558,0.23436253024470127,0.0009024871242640165,1.0,-0.006440394957700263,0.002759158924368366,-0.017001837709877766,-0.001967794251953154,-0.005033913764407532,-0.00019001580151992406,-0.014991149106011079,-0.01488682370926224,0.03804886008137976,-0.009082167881549915,-0.03157518705991242,0.005566095012305405,-0.11379993356650024,0.009134861748282283,-0.08636749578077021,0.010527893307234722,0.009986779254645977,0.0077299084746210965,-0.049185357849582265,-0.010086710608974732,0.008773481006563336,0.019671938737074814,0.008773481006563336,-0.04475791174714305,0.003332454462996243,-0.004226092825947012,-0.005430117028625212,-0.21071382804024122,0.003332454462996243,-0.026778354842703442,-0.0008824038413560198,0.15650627933430472,-0.002982362855762589,0.31650806270664456,-0.0029748775544024895,0.04600859137363976,-0.009082167881549915,0.14791545126139685,-0.009159164606605525,-0.016268677300966913,-0.0019761265074232813,-0.22836912833051315,0.0031840425701041633,-0.09416763088778685,0.00320699580006814,-0.007570460909393845,-0.004484360543035682,-0.07517671023530118,-0.004427566391553565,-0.13305484324069689,-0.0007511491744671842,-0.09637629176497316,-0.0024772156014805265,0.3085603609354135,-0.003915307656041576,-0.010249064606763563,-0.002966168153639397,0.019366677644389946,-0.0005159831035649132,-0.024629483737067658,0.008492795070077459,-0.2783373564116731,0.0072669402040797535,-0.039678479864510015,0.0034056741005857216,0.04499895971138135,-0.009082167881549915,0.004635454369120335,-0.00017584505701726067
inventory_scarcity__csz,0.006847459510568131,0.020784414809121146,0.015409240559410193,0.019986584272618586,0.00505350275663695,0.020784414809121146,0.0010726939009304695,0.024048366862756618,0.09929382435879884,0.011643505467372046,0.006859761131215735,0.012210962298470069,0.06845069381427357,-0.12665670608991034,-0.0009738230728295864,-0.12173863684941676,0.002991089505899695,-0.12011651236877899,-0.004610493097405485,0.020766812887470655,0.031480972822113665,0.0219578613240391,-0.006440394957700263,1.0,0.16673947738695924,0.03681959197215646,0.12636534400469485,0.059630430408930776,0.08412836567810453,0.27125928071431293,0.011890018946749459,0.3308424183938058,0.05046997571194428,0.013611595964723631,0.009856650527712563,0.026198960616442987,0.013818269714582294,0.010677074013418804,0.017370791938992727,-0.015128463134534162,0.020104264070112503,-0.08898325546026062,-0.03951050146907382,0.013238620308029607,0.02534128081616922,0.013238620308029607,0.04158745996715717,0.019986584272618586,0.008845117686396594,0.07616238073998775,-0.002700152983198768,0.019986584272618586,0.012691689720715018,0.01487879505554539,0.02962632941250723,-0.09412658409821034,0.015301883368690245,-0.09406687828484757,0.327772760277446,0.05046997571194428,0.2528504698547242,0.051365663449615934,0.044419812621444066,-0.04682148874991243,0.0012371371825816045,0.020784414809121153,0.006950351685474612,0.020895913169416462,0.011036239246439214,0.015672539678455492,0.11670030805814845,0.02076681288747064,-0.0003930317710810796,0.022512315386065195,0.0029778975504042957,0.026255261086827745,0.007273072373972173,-0.12083970367181429,-0.01374594864348175,0.12633517950053186,0.03751913664332678,0.1279491916606509,0.016681981800876815,0.015805161453059893,0.002371517333427123,0.01809594039823455,-0.003161533763425259,0.022095604650282544,0.3174657556645924,0.05046997571194428,-0.0009575398009185482,0.02425539605557392
