trade_date,instruments,long_count,short_count,long_return,short_asset_return,gross_return,gross_exposure,net_exposure,round_trip_turnover,net_0bps_return,net_3bps_return,net_5bps_return,net_10bps_return,fold_id,test_year
2019-01-02,29,5,5,0.05220626377108093,0.01545281778443124,0.018376722993324844,1.0,0.0,2.0,0.018376722993324844,0.017776722993324844,0.017376722993324843,0.016376722993324842,fold_2019,2019
2019-01-09,29,5,5,0.00620829950538424,-0.0024085891426728198,0.0043084443240285295,1.0,0.0,2.0,0.0043084443240285295,0.0037084443240285297,0.0033084443240285295,0.0023084443240285295,fold_2019,2019
2019-01-16,29,5,5,0.02673712649730504,0.00311863286492016,0.01180924681619244,1.0,0.0,2.0,0.01180924681619244,0.01120924681619244,0.010809246816192442,0.00980924681619244,fold_2019,2019
2019-01-23,29,5,5,0.013184718979550838,0.00799055653588972,0.0025970812218305585,1.0,0.0,2.0,0.0025970812218305585,0.0019970812218305586,0.0015970812218305585,0.0005970812218305584,fold_2019,2019
2019-01-30,29,5,5,0.01610321356752388,-0.00209953826365318,0.00910137591558853,1.0,0.0,2.0,0.00910137591558853,0.00850137591558853,0.00810137591558853,0.00710137591558853,fold_2019,2019
2019-02-13,29,5,5,0.01562915610305332,-0.00576583129813648,0.0106974937005949,1.0,0.0,2.0,0.0106974937005949,0.0100974937005949,0.0096974937005949,0.0086974937005949,fold_2019,2019
2019-02-20,29,5,5,-0.00591440292153012,0.00603662650843088,-0.0059755147149805,1.0,0.0,2.0,-0.0059755147149805,-0.0065755147149804995,-0.0069755147149805,-0.0079755147149805,fold_2019,2019
2019-02-27,29,5,5,0.028226836123452302,0.008383003081714439,0.00992191652086893,1.0,0.0,2.0,0.00992191652086893,0.00932191652086893,0.00892191652086893,0.00792191652086893,fold_2019,2019
2019-03-06,29,5,5,-0.01755933310286566,0.00601829336857886,-0.01178881323572226,1.0,0.0,2.0,-0.01178881323572226,-0.01238881323572226,-0.01278881323572226,-0.01378881323572226,fold_2019,2019
2019-03-13,29,5,5,-0.019300182056721644,-0.008562846867445961,-0.005368667594637841,1.0,0.0,2.0,-0.005368667594637841,-0.005968667594637841,-0.006368667594637841,-0.007368667594637841,fold_2019,2019
2019-03-20,29,5,5,0.0046171406059649,-0.008403545858428962,0.006510343232196931,1.0,0.0,2.0,0.006510343232196931,0.005910343232196931,0.005510343232196931,0.004510343232196931,fold_2019,2019
2019-03-27,29,5,5,0.02657852096114486,0.0004494250574088596,0.013064547951868,1.0,0.0,2.0,0.013064547951868,0.012464547951868,0.012064547951868,0.011064547951868,fold_2019,2019
2019-04-03,29,5,5,0.02256667075671928,0.0040988532251120605,0.00923390876580361,1.0,0.0,2.0,0.00923390876580361,0.00863390876580361,0.00823390876580361,0.0072339087658036105,fold_2019,2019
2019-04-11,29,5,5,-0.01856086017724044,-0.018025451806825583,-0.00026770418520742807,1.0,0.0,2.0,-0.00026770418520742807,-0.000867704185207428,-0.001267704185207428,-0.002267704185207428,fold_2019,2019
2019-04-18,29,5,5,-0.0026558568473366404,0.019133510945570743,-0.010894683896453691,1.0,0.0,2.0,-0.010894683896453691,-0.011494683896453691,-0.011894683896453692,-0.012894683896453691,fold_2019,2019
