feature_name,correlation_cluster,rank_ic_q_bh,rank_ic_mean,coverage,cluster_representative
oi_surprise_60,1,0.0066607583454008105,-0.01841329610301938,0.9752870243338869,True
oi_surprise_20,1,0.061471887403300327,-0.013047831605501702,0.9862264423424074,False
volume_shock_20,2,0.37113397548283367,-0.01237890123123198,0.9880316268322623,True
volume_shock_60,3,0.867958305927404,-0.00572397431899622,0.9768575348400607,True
oi_growth_5,4,0.061471887403300327,-0.01968642407608321,0.990161744530291,True
oi_growth_20,5,0.5215822086658696,-0.011053844993671765,0.9817134811177702,True
interaction__tsmom_20__oi_surprise_20,6,0.1370447163357526,-0.011522980601891266,0.9801971261462922,True
interaction__momentum_quality_60__carry,7,0.7113338705041419,-0.008339383244651397,0.9550509062026139,True
interaction__tsmom_60__carry,7,0.7396895897871374,-0.007637652591560924,0.9550509062026139,False
trend_efficiency_60,8,0.867958305927404,-0.005612334582597917,0.9594014008231642,True
trend_efficiency_120,9,0.867958305927404,-0.006429537053733472,0.9274676871976316,True
trend_efficiency_20,10,0.9105847768870585,0.0020785914738381283,0.9812621849953065,True
low_vol_20,11,0.518662953065651,-0.020116731477163013,0.9864972200158856,True
realized_vol_20,11,0.518662953065651,0.020116731477163013,0.9864972200158856,False
low_vol_60,11,0.5215822086658696,-0.018538788457090286,0.9753953354032782,False
realized_vol_60,11,0.5215822086658696,0.018538788457090286,0.9753953354032782,False
realized_vol_120,11,0.7113338705041419,0.014302137721263234,0.9597082821864394,False
idiosyncratic_vol_60,12,0.8976347428256148,0.0036984172787087213,0.9753953354032782,True
volume_oi_turnover,13,0.9909136639529299,0.0001227800498989792,0.9941873059426674,True
amihud_20,14,0.4538900672728232,0.0132091893234018,0.9864972200158856,True
seasonality_3y_month,15,0.061471887403300327,0.034213334221424016,0.6045923893421907,True
basis_momentum_5,16,0.5215822086658696,0.00838977898401515,0.9835908729872193,True
carry_change_5,16,0.7113338705041419,0.005799576400822815,0.9835908729872193,False
basis_momentum_20,17,0.867958305927404,-0.0037014889767819125,0.9751426095746986,True
carry_change_20,17,0.867958305927404,-0.0035565653711318868,0.9751426095746986,False
carry_change_60,18,0.8976347428256148,-0.0026311915389204913,0.9532637735576576,True
basis_momentum_60,18,0.8976347428256148,-0.002026484529894216,0.9532637735576576,False
carry,19,0.00029172292773550117,0.0391061150098138,0.9884287674200303,True
curve_curvature,20,0.052378765012769744,-0.01831995092265553,0.9789876525380894,True
term_structure_momentum_20,21,0.9178257417892693,-0.0015321204753955566,0.9751426095746986,True
term_structure_acceleration_20,22,0.867958305927404,0.005740668441291011,0.9634269622355405,True
term_structure_momentum_5,23,0.6422895694165487,0.009358596969659459,0.9835908729872193,True
term_structure_acceleration_5,24,0.5215822086658696,0.010793028586563697,0.9799082966279153,True
realized_skew_60,25,0.035281629193213176,-0.025947950915354262,0.9753953354032782,True
realized_skew_120,26,0.007564263361722177,-0.030974931181158672,0.9597082821864394,True
term_structure_slope,27,0.00029172292773550117,0.0513886469447353,0.9884287674200303,True
term_structure_momentum_60,28,0.9909136639529299,0.0002054103477006225,0.9532637735576576,True
csmom_20,29,0.867958305927404,-0.006496427814044078,0.9891688930608709,True
reversal_20,29,0.867958305927404,0.006496427814044078,0.9891688930608709,False
tsmom_20,29,0.8976347428256148,-0.0030169343796984153,0.9812621849953065,False
momentum_quality_20,29,0.8976347428256148,-0.00289690183845327,0.9812621849953065,False
vol_managed_momentum_20,30,0.867958305927404,0.005240699115179836,0.9812621849953065,True
volume_price_divergence_20,31,0.9178257417892693,0.0015450182004558533,0.9479384793125858,True
csmom_120,32,0.7113338705041419,0.012156207844935046,0.9350133583652249,True
tsmom_120,32,0.867958305927404,0.007900736428824107,0.9274676871976316,False
momentum_quality_120,32,0.867958305927404,0.007395222178326711,0.9274676871976316,False
value_120,33,0.8976347428256148,0.004778210338072984,0.9665318795580908,True
value_252,33,0.9827237481508354,0.0007198063828160408,0.9323055816304426,False
multi_horizon_trend,34,0.867958305927404,0.005157510153953339,0.9350133583652249,True
value_60,35,0.9178257417892693,0.0020778742219129866,0.9816954292728717,True
csmom_60,36,0.867958305927404,-0.008230543480372375,0.9675066791826125,True
momentum_quality_60,36,0.8976347428256148,-0.0041408910956134875,0.9594014008231642,False
tsmom_60,36,0.8976347428256148,-0.0041192256448906025,0.9594014008231642,False
relative_value_residual_60,37,0.8976347428256148,0.002466273384473911,0.9594014008231642,True
vol_managed_momentum_60,38,0.6876312537719821,0.010434173593055996,0.9594014008231642,True
vol_managed_momentum_120,39,0.8976347428256148,0.002932253718796639,0.9274676871976316,True
reversal_5,40,0.37113397548283367,0.016647279289099384,0.9972922232652177,True
price_oi_20,41,0.20645768047620255,-0.017633441879667595,0.9817134811177702,True
correlation_risk_20_120,42,0.867958305927404,0.005449518692270408,0.9576323200231064,True
