inner_validation_year,alpha,mean_rank_ic,rows
2022,0.01,0.04210096157361449,7229
2022,0.1,0.04208988425857104,7229
2022,1.0,0.04194507067279224,7229
2022,10.0,0.041921247081413066,7229
2022,100.0,0.04111488610305508,7229
