rank,feature_name,source_factor,usage_type,rank_ic_mean,rank_ic_hit_rate,rank_icir,gross_annual_return,gross_annual_volatility,gross_sharpe,gross_max_drawdown,gross_total_return,gross_hit_rate,net_0bps_annual_return,net_0bps_sharpe,net_3bps_annual_return,net_3bps_sharpe,net_5bps_annual_return,net_5bps_sharpe,net_10bps_annual_return,net_10bps_sharpe,strategy_days,strategy_coverage,years_evaluated,years_rank_ic_positive,years_gross_sharpe_positive
41,price_oi_interaction_20__csz,price_oi_interaction_20,predictor,0.005708240863534843,0.5110344827586207,0.02521590249990043,-0.004870696396930043,0.09180452549404892,-0.05305507948239195,-0.17676588940792637,-0.05157924426217719,0.5187713310580204,-0.004870696396930043,-0.05305507948239195,-0.03511069639693005,-0.3824506058713417,-0.05527069639693006,-0.602047623463975,-0.10567069639693004,-1.151040167445558,293,0.20206896551724138,6,4,3
42,fundamental_composite_news__csz,fundamental_composite_news,predictor,0.0043288703079753165,0.5095846645367412,0.021662105756475702,-0.008110463434168349,0.058383948566492185,-0.1389159800476928,-0.11227702859263611,-0.05545006788971574,0.5051194539249146,-0.008110463434168349,-0.1389159800476928,-0.03835046343416834,-0.6568665596588051,-0.05851046343416836,-1.0021669460662137,-0.10891046343416835,-1.8654179120847345,293,0.20206896551724138,6,3,2
43,warehouse_tightness__missing,warehouse_tightness,quality_flag,0.0022699937405732196,0.4928131416837782,0.010911850267304934,-0.018571412706507306,0.06415832945238774,-0.2894622236118112,-0.15631098880014327,-0.11299809092001178,0.4948805460750853,-0.018571412706507306,-0.2894622236118112,-0.048811412706507296,-0.7607961915955205,-0.06897141270650729,-1.0750188369179936,-0.1193714127065073,-1.860575450224176,293,0.20206896551724138,6,2,0
44,warehouse_surprise__csz,warehouse_surprise,predictor,0.0021393938917047516,0.4895251396648045,0.010556947338859745,0.005112164794181106,0.06641058988725078,0.07697815668947276,-0.0966824205845761,0.017106808718549305,0.4948805460750853,0.005112164794181106,0.07697815668947276,-0.025127835205818884,-0.37837090814100444,-0.045287835205818895,-0.6819369513613229,-0.09568783520581889,-1.4408520594121184,293,0.20206896551724138,6,3,3
45,basis_shock_20__csz,basis_shock_20,predictor,0.0015252987345592672,0.5058430717863105,0.006818119931869084,-0.04648817976738117,0.07470026215044084,-0.6223295398047921,-0.34812584006932823,-0.24919777017391354,0.4812286689419795,-0.04648817976738117,-0.6223295398047921,-0.07672817976738118,-1.0271473962548656,-0.09688817976738118,-1.2970259672215811,-0.1472881797673812,-1.9717223946383704,293,0.20206896551724138,6,3,1
46,turnover_oi__csz,turnover_oi,conditional,0.00046503873725391506,0.506896551724138,0.0019149236705513692,-0.03537203389821007,0.07735151966320884,-0.45728945019077993,-0.264368180109835,-0.19995658463457622,0.4948805460750853,-0.03537203389821007,-0.45728945019077993,-0.06561203389821006,-0.8482319957498844,-0.08577203389821007,-1.1088603594559543,-0.13617203389821006,-1.7604312687211288,293,0.20206896551724138,6,3,1
47,vol_managed_momentum__csz,vol_managed_momentum,predictor,-0.0005668155527512003,0.5131034482758621,-0.002538978757161638,0.002045899158362,0.06552107502305193,0.03122505480324006,-0.11607584909627189,-0.0005046948122764405,0.49829351535836175,0.002045899158362,0.03122505480324006,-0.02819410084163799,-0.4303058341414364,-0.04835410084163801,-0.7379930934378878,-0.09875410084163799,-1.5072112416790153,293,0.20206896551724138,6,2,3
48,oi_surprise_60__csz,oi_surprise_60,conditional,-0.0006098262466120706,0.5089655172413793,-0.0028267724145374725,0.026967356928359946,0.07289749107985562,0.3699353232722171,-0.10477057317045158,0.1517372876472527,0.5665529010238908,0.026967356928359946,0.3699353232722171,-0.0032726430716400402,-0.044893768265015066,-0.023432643071640058,-0.32144649595650354,-0.07383264307164004,-1.012828315185224,293,0.20206896551724138,6,2,4
49,inventory_surprise__csz,inventory_surprise,predictor,-0.0007314131087266926,0.4869281045751634,-0.003982501887960965,-0.022855634394655298,0.05218003463582628,-0.4380149333776573,-0.15409213765933527,-0.13133025842700063,0.46075085324232085,-0.022855634394655298,-0.4380149333776573,-0.0530956343946553,-1.017546936586362,-0.0732556343946553,-1.4039016053921651,-0.1236556343946553,-2.3697882774066734,293,0.20206896551724138,6,2,0
50,curve_curvature__csz,curve_curvature,predictor,-0.002700633887091953,0.49724137931034484,-0.013125336026139347,0.012341783656733666,0.07401205658466618,0.16675369157746978,-0.19281666464026848,0.0574839840734096,0.5358361774744027,0.012341783656733666,0.16675369157746978,-0.01789821634326633,-0.24182838809230553,-0.038058216343266345,-0.5142164412054893,-0.08845821634326631,-1.1951865739884477,293,0.20206896551724138,6,3,3
51,trend_efficiency_60__csz,trend_efficiency_60,predictor,-0.0049974029308336,0.4903448275862069,-0.020513889228022303,-0.03147769584273419,0.08831745246217912,-0.3564153512717561,-0.17961243181945608,-0.18592013738668844,0.4778156996587031,-0.03147769584273419,-0.3564153512717561,-0.061717695842734184,-0.6988165319777997,-0.08187769584273419,-0.9270839857818287,-0.13227769584273413,-1.497752620291901,293,0.20206896551724138,6,2,3
52,idiosyncratic_volatility_60__missing,idiosyncratic_volatility_60,quality_flag,-0.005090797531247394,0.4915254237288136,-0.031433957936123406,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,-0.07913019708705253,-0.0346960794793336,-0.6161262652699104,-0.054856079479333616,-0.9741236440584827,-0.10525607947933363,-1.869117091029913,293,0.20206896551724138,6,1,1
53,basis_momentum_20__csz,basis_momentum_20,predictor,-0.005655615256023137,0.48414023372287146,-0.023895044731177775,-0.02428776855418533,0.07319228335504313,-0.331835098467547,-0.22100875721359114,-0.14513979635888896,0.4948805460750853,-0.02428776855418533,-0.331835098467547,-0.054527768554185334,-0.7449934071557865,-0.07468776855418534,-1.0204322796146128,-0.12508776855418532,-1.7090294607616787,293,0.20206896551724138,6,2,1
54,inventory_scarcity__csz,inventory_scarcity,predictor,-0.0057653796982428595,0.4868421052631579,-0.03278790468097708,-0.02135398665290799,0.05562425352563258,-0.38389704669147107,-0.2128390115662776,-0.12466525154537766,0.46075085324232085,-0.02135398665290799,-0.38389704669147107,-0.05159398665290797,-0.9275447917540615,-0.07175398665290798,-1.2899766217957886,-0.12215398665290801,-2.1960561969001064,293,0.20206896551724138,6,3,2
55,volume_shock_20__csz,volume_shock_20,conditional,-0.006353295397265016,0.48758620689655174,-0.02851694720014784,0.014440701315721921,0.07570217549415803,0.19075675463033842,-0.19736520029153581,0.06965008983535892,0.47440273037542663,0.014440701315721921,0.19075675463033842,-0.015799298684278068,-0.2087033639541483,-0.035959298684278086,-0.47501010967713975,-0.08635929868427807,-1.1407769739846176,293,0.20206896551724138,6,2,3
56,csmom_60__missing,csmom_60,quality_flag,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,-0.07913019708705253,-0.0346960794793336,-0.6161262652699104,-0.054856079479333616,-0.9741236440584827,-0.10525607947933363,-1.869117091029913,293,0.20206896551724138,6,1,1
57,momentum_quality_60__missing,momentum_quality_60,quality_flag,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,-0.07913019708705253,-0.0346960794793336,-0.6161262652699104,-0.054856079479333616,-0.9741236440584827,-0.10525607947933363,-1.869117091029913,293,0.20206896551724138,6,1,1
58,sector_relative_value_60__missing,sector_relative_value_60,quality_flag,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,-0.07913019708705253,-0.0346960794793336,-0.6161262652699104,-0.054856079479333616,-0.9741236440584827,-0.10525607947933363,-1.869117091029913,293,0.20206896551724138,6,1,1
59,tsmom_60__missing,tsmom_60,quality_flag,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,-0.07913019708705253,-0.0346960794793336,-0.6161262652699104,-0.054856079479333616,-0.9741236440584827,-0.10525607947933363,-1.869117091029913,293,0.20206896551724138,6,1,1
60,vol_managed_momentum__missing,vol_managed_momentum,quality_flag,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,-0.07913019708705253,-0.0346960794793336,-0.6161262652699104,-0.054856079479333616,-0.9741236440584827,-0.10525607947933363,-1.869117091029913,293,0.20206896551724138,6,1,1
61,momentum_carry_interaction__csz,momentum_carry_interaction,predictor,-0.006471831360718704,0.4786206896551724,-0.029762892017198256,-0.018999328242350903,0.0766134535380079,-0.24798945048111357,-0.1448299013809713,-0.11971490796260631,0.49829351535836175,-0.018999328242350903,-0.24798945048111357,-0.0492393282423509,-0.6426981942267267,-0.06939932824235093,-0.9058373567238025,-0.11979932824235093,-1.563685262966491,293,0.20206896551724138,6,3,3
62,tsmom_60__csz,tsmom_60,predictor,-0.006802819285841627,0.4917241379310345,-0.025403632036794698,-0.019247227789227016,0.10188624705062864,-0.1889089876837137,-0.2150371892987073,-0.1325951849692676,0.5017064846416383,-0.019247227789227016,-0.1889089876837137,-0.049487227789227026,-0.48571057646903176,-0.06964722778922704,-0.6835783023259105,-0.12004722778922702,-1.178247616968107,293,0.20206896551724138,6,2,3
63,momentum_quality_60__csz,momentum_quality_60,predictor,-0.006991504295523097,0.49448275862068963,-0.026183427503562194,-0.012717214961167813,0.10286584844872225,-0.12362912621585227,-0.20472695980915123,-0.09953756058413477,0.4948805460750853,-0.012717214961167813,-0.12362912621585227,-0.04295721496116781,-0.4176042448391569,-0.06311721496116782,-0.6135876572546934,-0.1135172149611678,-1.1035461882935345,293,0.20206896551724138,6,2,3
