rank,feature_name,source_factor,usage_type,rank_ic_mean,rank_ic_hit_rate,rank_icir,gross_annual_return,gross_annual_volatility,gross_sharpe,gross_max_drawdown,gross_total_return,gross_hit_rate,net_0bps_annual_return,net_0bps_sharpe,net_3bps_annual_return,net_3bps_sharpe,net_5bps_annual_return,net_5bps_sharpe,net_10bps_annual_return,net_10bps_sharpe,strategy_days,strategy_coverage,years_evaluated,years_rank_ic_positive,years_gross_sharpe_positive
64,seasonality_3y__missing,seasonality_3y,quality_flag,-0.007991819183249718,0.48226950354609927,-0.0380021747522264,-0.016550848217237898,0.06122308755380552,-0.27033671248109287,-0.18208430909946738,-0.10156140278995252,0.4812286689419795,-0.016550848217237898,-0.27033671248109287,-0.04679084821723789,-0.7642680251321213,-0.06695084821723789,-1.0935555668994736,-0.11735084821723792,-1.9167744213178548,293,0.20206896551724138,6,4,2
65,volume_price_divergence_20__csz,volume_price_divergence_20,predictor,-0.00856504304482966,0.48,-0.03362329745340383,-0.02707796318369224,0.09777196689319932,-0.27695017338937966,-0.3003200941721812,-0.16920224018248298,0.5051194539249146,-0.02707796318369224,-0.27695017338937966,-0.05731796318369224,-0.5862412816784509,-0.07747796318369224,-0.792435353871165,-0.12787796318369224,-1.3079205343529505,293,0.20206896551724138,6,2,3
66,term_structure_momentum__missing,term_structure_momentum,quality_flag,-0.00859776758799543,0.4809027777777778,-0.03615718006139361,0.003406909597937489,0.07150071330984345,0.047648609926083954,-0.1684371975850748,0.005050626495432864,0.5085324232081911,0.003406909597937489,0.047648609926083954,-0.0268330904020625,-0.3752842336800633,-0.04699309040206251,-0.6572394627508285,-0.0973930904020625,-1.3621275354277407,293,0.20206896551724138,6,3,4
67,csmom_60__csz,csmom_60,predictor,-0.008673038894884818,0.49724137931034484,-0.030025874674511732,-0.028925381329897422,0.11659457039097296,-0.24808514867289994,-0.283011657250568,-0.18798438460688105,0.47440273037542663,-0.028925381329897422,-0.24808514867289994,-0.05916538132989741,-0.5074454250442364,-0.07932538132989744,-0.6803522759584612,-0.12972538132989744,-1.112619403244022,293,0.20206896551724138,6,2,3
68,carry_change_20__csz,carry_change_20,predictor,-0.009048757645130068,0.476551724137931,-0.04185801749638979,-0.04329791109685343,0.08544969051890534,-0.506706470601833,-0.3019281262549939,-0.23893277321646167,0.45051194539249145,-0.04329791109685343,-0.506706470601833,-0.07353791109685343,-0.86059891674603,-0.09369791109685345,-1.0965272141754947,-0.14409791109685344,-1.686347957749156,293,0.20206896551724138,6,2,0
69,multi_horizon_trend__csz,multi_horizon_trend,predictor,-0.009523554064433098,0.49517241379310345,-0.03748161360632273,0.00024991320953136095,0.08564135964282477,0.002918136874211797,-0.22365322081196826,-0.019598753514499467,0.4880546075085324,0.00024991320953136095,0.002918136874211797,-0.029990086790468638,-0.35018228243392074,-0.050150086790468666,-0.585582561972676,-0.10055008679046866,-1.1740832608195635,293,0.20206896551724138,6,2,4
70,oi_growth_20__csz,oi_growth_20,conditional,-0.010465482976168831,0.463448275862069,-0.04875313861191339,-0.04115653275732204,0.08241670273230967,-0.4993712608353055,-0.32160431844754045,-0.22824534986702782,0.4641638225255973,-0.04115653275732204,-0.4993712608353055,-0.07139653275732205,-0.8662871771177109,-0.09155653275732205,-1.1108977879726476,-0.14195653275732206,-1.7224243151099894,293,0.20206896551724138,6,1,1
71,term_structure_acceleration__missing,term_structure_acceleration,quality_flag,-0.012428831321273414,0.477491961414791,-0.05157982982562322,0.005396978208348632,0.07233020479665206,0.07461582921715221,-0.15602701289763932,0.016370521848490416,0.5255972696245734,0.005396978208348632,0.07461582921715221,-0.024843021791651366,-0.34346676967795997,-0.04500302179165138,-0.6221885022747016,-0.09540302179165137,-1.3189928337665553,293,0.20206896551724138,6,2,3
72,low_volatility_20__csz,low_volatility_20,risk,-0.012672587585022025,0.48758620689655174,-0.04018986483795979,-0.02778694649012103,0.12932031355761736,-0.21486915493551473,-0.2856039393542509,-0.18955136831129948,0.5085324232081911,-0.02778694649012103,-0.21486915493551473,-0.05802694649012103,-0.4487071280125509,-0.07818694649012103,-0.6045991100639084,-0.12858694649012106,-0.9943290651923021,293,0.20206896551724138,6,1,1
73,inventory_surprise__missing,inventory_surprise,quality_flag,-0.013297756114524818,0.4542483660130719,-0.05591908376813335,-0.0164129895766253,0.054603819944505104,-0.30058317519371597,-0.1564677192981736,-0.09882954018236711,0.4778156996587031,-0.0164129895766253,-0.30058317519371597,-0.04665298957662528,-0.8543905833701672,-0.06681298957662529,-1.2235955221544683,-0.1172129895766253,-2.1466078691152215,293,0.20206896551724138,6,3,1
74,seasonality_3y__csz,seasonality_3y,predictor,-0.013805676309577826,0.4862068965517241,-0.05630317871994846,0.006299082597487752,0.08631200712218773,0.07298037442890706,-0.17343061298382034,0.015237923413020438,0.5392491467576792,0.006299082597487752,0.07298037442890706,-0.02394091740251224,-0.2773764415954347,-0.04410091740251225,-0.5109476522783293,-0.09450091740251225,-1.0948756789855656,293,0.20206896551724138,6,2,2
75,term_structure_slope__missing,term_structure_slope,quality_flag,-0.014535259632342284,0.46797520661157027,-0.062331637598929526,-0.002830879034385787,0.06929811857336711,-0.04085073437294963,-0.1685679748941179,-0.029872890801489138,0.4948805460750853,-0.002830879034385787,-0.04085073437294963,-0.033070879034385776,-0.47722621790046255,-0.05323087903438579,-0.7681432069188048,-0.1036308790343858,-1.49543567946466,293,0.20206896551724138,6,4,2
76,inventory_scarcity__missing,inventory_scarcity,quality_flag,-0.016542069063133814,0.4626038781163435,-0.0713697839695583,-0.027685508805070508,0.05740390647484081,-0.48229311392256236,-0.1777043795393708,-0.15678766078860373,0.4880546075085324,-0.027685508805070508,-0.48229311392256236,-0.05792550880507049,-1.0090865302078056,-0.07808550880507051,-1.3602821410646349,-0.12848550880507048,-2.238271168206707,293,0.20206896551724138,6,3,2
77,inventory_change_5__missing,inventory_change_5,quality_flag,-0.018280613505939916,0.45706371191135736,-0.07657020519474955,-0.027297064928499086,0.0642766928440451,-0.424680606930573,-0.1848692918855258,-0.15692927945268664,0.46757679180887374,-0.027297064928499086,-0.424680606930573,-0.05753706492849907,-0.895146629091537,-0.0776970649284991,-1.2087906438655134,-0.12809706492849907,-1.9929006808004535,293,0.20206896551724138,6,3,2
78,inventory_price_divergence__missing,inventory_price_divergence,quality_flag,-0.018280613505939916,0.45706371191135736,-0.07657020519474955,-0.027297064928499086,0.0642766928440451,-0.424680606930573,-0.1848692918855258,-0.15692927945268664,0.46757679180887374,-0.027297064928499086,-0.424680606930573,-0.05753706492849907,-0.895146629091537,-0.0776970649284991,-1.2087906438655134,-0.12809706492849907,-1.9929006808004535,293,0.20206896551724138,6,3,2
79,inventory_acceleration__missing,inventory_acceleration,quality_flag,-0.018670170197810976,0.45662734212352535,-0.07824829112180226,-0.027732085468341147,0.06420005603344703,-0.43196357108930333,-0.18486929188552537,-0.15903612041475856,0.46757679180887374,-0.027732085468341147,-0.43196357108930333,-0.05797208546834116,-0.9029911973618651,-0.07813208546834115,-1.2170096148769063,-0.12853208546834113,-2.002055658664509,293,0.20206896551724138,6,2,2
80,carry_annualized__missing,carry_annualized,quality_flag,-0.0204701009251971,0.4375,-0.14913496213319244,-0.0029597568763252125,0.05552331370777062,-0.053306560409974016,-0.13465960399558685,-0.025798227932765316,0.5017064846416383,-0.0029597568763252125,-0.053306560409974016,-0.033199756876325204,-0.5979426417353549,-0.05335975687632522,-0.9610333626189427,-0.1037597568763252,-1.8687601648279109,293,0.20206896551724138,6,0,1
81,carry_change_20__missing,carry_change_20,quality_flag,-0.02455304052017768,0.4823529411764706,-0.12743942753512125,-0.0024021203648502214,0.05506533972416105,-0.043623091710378425,-0.12839529905285318,-0.022490680971489097,0.4948805460750853,-0.0024021203648502214,-0.043623091710378425,-0.03264212036485021,-0.5927888673413162,-0.05280212036485022,-0.9588993844286082,-0.10320212036485023,-1.8741756771468383,293,0.20206896551724138,6,1,1
82,correlation_risk_20_120__csz,correlation_risk_20_120,risk,-0.030856404682803776,0.4406896551724138,-0.12555363301317596,-0.04135023869959821,0.09070308824127774,-0.45588567601582813,-0.31179748991540723,-0.23229439989316614,0.4812286689419795,-0.04135023869959821,-0.45588567601582813,-0.07159023869959821,-0.7892811599662655,-0.0917502386995982,-1.0115448159332234,-0.14215023869959822,-1.567203955850619,293,0.20206896551724138,6,0,1
83,volume_price_divergence_20__missing,volume_price_divergence_20,quality_flag,-0.05159098449172576,0.47619047619047616,-0.2636460670282628,-0.0036834478830959725,0.05546383572436427,-0.06641170476202568,-0.13827634769590502,-0.02986996448664969,0.4948805460750853,-0.0036834478830959725,-0.06641170476202568,-0.03392344788309596,-0.6116318397393853,-0.05408344788309597,-0.9751119297242922,-0.10448344788309598,-1.8838121546865585,293,0.20206896551724138,6,2,1
84,oi_surprise_60__missing,oi_surprise_60,quality_flag,-0.05772074820441793,0.47619047619047616,-0.30991300457873694,-0.0036834478830959725,0.05546383572436427,-0.06641170476202568,-0.13827634769590502,-0.02986996448664969,0.4948805460750853,-0.0036834478830959725,-0.06641170476202568,-0.03392344788309596,-0.6116318397393853,-0.05408344788309597,-0.9751119297242922,-0.10448344788309598,-1.8838121546865585,293,0.20206896551724138,6,1,1
85,value_252__missing,value_252,quality_flag,-0.05815514947669006,0.36507936507936506,-0.36959028939536187,-0.008181098802619833,0.05745177786737672,-0.14239940183409658,-0.16106894729805654,-0.055529914056740126,0.4880546075085324,-0.008181098802619833,-0.14239940183409658,-0.038421098802619826,-0.6687538702685958,-0.05858109880261984,-1.0196568492249287,-0.10898109880261986,-1.896914296615761,293,0.20206896551724138,6,0,1
86,multi_horizon_trend__missing,multi_horizon_trend,quality_flag,-0.059454013044262594,0.36666666666666664,-0.3765093544971773,-0.00800944852553864,0.05745882225172993,-0.13939458227056675,-0.1602332011341301,-0.05458902952430045,0.4880546075085324,-0.00800944852553864,-0.13939458227056675,-0.038249448525538625,-0.6656845202633271,-0.058409448525538636,-1.0165444789251679,-0.10880944852553863,-1.893694375579769,293,0.20206896551724138,6,0,1
87,low_volatility_20__missing,low_volatility_20,quality_flag,-0.0686521004875473,0.45,-0.37301752123240645,-0.0036834478830959725,0.05546383572436427,-0.06641170476202568,-0.13827634769590502,-0.02986996448664969,0.4948805460750853,-0.0036834478830959725,-0.06641170476202568,-0.03392344788309596,-0.6116318397393853,-0.05408344788309597,-0.9751119297242922,-0.10448344788309598,-1.8838121546865585,293,0.20206896551724138,6,1,1
88,oi_growth_20__missing,oi_growth_20,quality_flag,-0.0686521004875473,0.45,-0.37301752123240645,-0.0036834478830959725,0.05546383572436427,-0.06641170476202568,-0.13827634769590502,-0.02986996448664969,0.4948805460750853,-0.0036834478830959725,-0.06641170476202568,-0.03392344788309596,-0.6116318397393853,-0.05408344788309597,-0.9751119297242922,-0.10448344788309598,-1.8838121546865585,293,0.20206896551724138,6,1,1
89,price_oi_interaction_20__missing,price_oi_interaction_20,quality_flag,-0.0686521004875473,0.45,-0.37301752123240645,-0.0036834478830959725,0.05546383572436427,-0.06641170476202568,-0.13827634769590502,-0.02986996448664969,0.4948805460750853,-0.0036834478830959725,-0.06641170476202568,-0.03392344788309596,-0.6116318397393853,-0.05408344788309597,-0.9751119297242922,-0.10448344788309598,-1.8838121546865585,293,0.20206896551724138,6,1,1
90,realized_volatility_20__missing,realized_volatility_20,quality_flag,-0.08152460428420086,0.35,-0.4568961198476999,-0.003350388395383875,0.055478040360219964,-0.06039125343342591,-0.13661004421421374,-0.027994037034100416,0.4948805460750853,-0.003350388395383875,-0.06039125343342591,-0.03359038839538387,-0.605471789870025,-0.053750388395383875,-0.9688588141610913,-0.10415038839538387,-1.8773263748887568,293,0.20206896551724138,6,0,1
91,factor_momentum__missing,factor_momentum,quality_flag,,,,-0.003970488758873015,0.05551610413145741,-0.07151958555073022,-0.13972775255559766,-0.03150395868457201,0.49829351535836175,-0.003970488758873015,-0.07151958555073022,-0.03421048875887301,-0.6162263958195894,-0.05437048875887302,-0.9793642693321623,-0.10477048875887303,-1.8872089531135947,293,0.20206896551724138,6,0,1
92,factor_momentum__tsz,factor_momentum,conditional,,,,-0.003970488758873015,0.05551610413145741,-0.07151958555073022,-0.13972775255559766,-0.03150395868457201,0.49829351535836175,-0.003970488758873015,-0.07151958555073022,-0.03421048875887301,-0.6162263958195894,-0.05437048875887302,-0.9793642693321623,-0.10477048875887303,-1.8872089531135947,293,0.20206896551724138,6,0,1
