feature_name,fold_id,test_year,rank_ic_mean,rank_ic_hit_rate,gross_sharpe,net_5bps_sharpe,gross_annual_return,strategy_days,applied_direction,direction_source
basis_fresh__csz,fold_2023,2023,0.0010740220623621048,0.49166666666666664,0.12646111558473597,-0.6317175490432463,0.008406514879442124,49,1,catalog
basis_fresh__csz,fold_2024,2024,-0.1333000730137653,0.25,-0.5672879226660241,-1.5893823509134917,-0.027973258157166225,48,1,catalog
basis_fresh__missing,fold_2019,2019,0.054581954250260176,0.5661157024793388,0.9118071375474405,0.20265007592071713,0.06480240022848453,49,1,catalog
basis_fresh__missing,fold_2020,2020,-0.008755333375814587,0.46473029045643155,-0.29577312855345106,-0.8277756061913416,-0.028020481681366182,49,1,catalog
basis_fresh__missing,fold_2021,2021,0.010437808411483247,0.5020746887966805,0.8553998507812097,0.32605269799916686,0.08144400560726975,49,1,catalog
basis_fresh__missing,fold_2022,2022,0.028291220969754845,0.4875,0.5795020661329912,0.098176597314909,0.0606801551657379,49,1,catalog
basis_fresh__missing,fold_2023,2023,0.07533961810936886,0.5875,0.7221546179472199,-0.09908269071444188,0.044319214873291594,49,1,catalog
basis_fresh__missing,fold_2024,2024,0.05134855883366221,0.5,-0.37502507057624385,-1.4102657957389058,-0.01825784389816469,48,1,catalog
basis_momentum_20__csz,fold_2019,2019,-0.04615325696849805,0.4166666666666667,-2.4411873282443497,-3.4501268283967885,-0.12194570767119936,49,1,catalog
basis_momentum_20__csz,fold_2020,2020,-0.0019662043299728247,0.49372384937238495,-0.133832923320208,-0.729498896296697,-0.011323761371886724,49,1,catalog
basis_momentum_20__csz,fold_2021,2021,0.007320804072387199,0.5104602510460251,-1.1090940004185992,-1.6950723301087591,-0.09539318228824958,49,1,catalog
basis_momentum_20__csz,fold_2022,2022,0.035189167566073536,0.5714285714285714,2.770300967708105,2.135186467146145,0.21983936541985333,49,1,catalog
basis_momentum_20__csz,fold_2023,2023,-0.018279890089308384,0.4369747899159664,-1.5161779331660032,-2.214266940347706,-0.10946364581798475,49,1,catalog
basis_momentum_20__csz,fold_2024,2024,-0.25070069554583174,0.0,-0.5586122362300294,-1.5821971907515344,-0.027505344409008675,48,1,catalog
basis_momentum_20__missing,fold_2019,2019,0.049230745767361514,0.5541666666666667,0.9317075037318513,0.22266538627467372,0.066227459599283,49,1,catalog
basis_momentum_20__missing,fold_2020,2020,-0.008819818528664572,0.4602510460251046,-0.3024543354803435,-0.8326691529777104,-0.028750042445362296,49,1,catalog
basis_momentum_20__missing,fold_2021,2021,0.012458781827072888,0.5062761506276151,0.8553998507812097,0.32605269799916686,0.08144400560726975,49,1,catalog
basis_momentum_20__missing,fold_2022,2022,0.03084927223603911,0.49159663865546216,0.5795020661329912,0.098176597314909,0.0606801551657379,49,1,catalog
basis_momentum_20__missing,fold_2023,2023,0.07489397290790005,0.5882352941176471,0.7221546179472199,-0.09908269071444188,0.044319214873291594,49,1,catalog
basis_momentum_20__missing,fold_2024,2024,0.05134855883366221,0.5,-0.37502507057624385,-1.4102657957389058,-0.01825784389816469,48,1,catalog
basis_shock_20__csz,fold_2019,2019,0.017304225401358356,0.5208333333333334,0.5699351609308035,-0.3791850512239699,0.03026458792369322,49,1,catalog
basis_shock_20__csz,fold_2020,2020,-0.004702373714120852,0.5146443514644351,-0.5953237616586213,-1.1732465666874852,-0.05191751792195841,49,1,catalog
basis_shock_20__csz,fold_2021,2021,0.019388337495564803,0.5230125523012552,-0.6124290833747655,-1.0724936477194533,-0.06709150887561638,49,1,catalog
basis_shock_20__csz,fold_2022,2022,-0.01944883991291107,0.46638655462184875,-1.2771318662003193,-1.9302458122900887,-0.098554695458377,49,1,catalog
