rank,feature_name,source_factor,source_factor_id,usage_type,category,catalog_direction,direction_source_modes,applied_direction_modes,pearson_ic_mean,rank_ic_mean,rank_ic_hit_rate,rank_icir,ic_days,prediction_rows,prediction_days,strategy_days,target_r2,target_mae,strategy_coverage,gross_annual_return,gross_annual_volatility,gross_sharpe,gross_max_drawdown,gross_total_return,gross_hit_rate,net_0bps_annual_return,net_0bps_annual_volatility,net_0bps_sharpe,net_0bps_max_drawdown,net_0bps_total_return,net_0bps_hit_rate,net_3bps_annual_return,net_3bps_annual_volatility,net_3bps_sharpe,net_3bps_max_drawdown,net_3bps_total_return,net_3bps_hit_rate,net_5bps_annual_return,net_5bps_annual_volatility,net_5bps_sharpe,net_5bps_max_drawdown,net_5bps_total_return,net_5bps_hit_rate,net_10bps_annual_return,net_10bps_annual_volatility,net_10bps_sharpe,net_10bps_max_drawdown,net_10bps_total_return,net_10bps_hit_rate,years_evaluated,years_rank_ic_positive,years_gross_sharpe_positive
31,fundamental_underreaction__csz,fundamental_underreaction,34,predictor,information_news,1,catalog,1,0.010106907391043238,0.012744039616757956,0.5175718849840255,0.0555408264918961,1252,43234,1450,293,-0.8206427523652169,0.6594566426730528,0.20206896551724138,-0.008056293926372464,0.07290757518263882,-0.11050009421093566,-0.1559822666770645,-0.060417720714062706,0.49146757679180886,-0.008056293926372464,0.07290757518263882,-0.11050009421093566,-0.1559822666770645,-0.060417720714062706,0.49146757679180886,-0.03829629392637245,0.07290757518263882,-0.5252718092795904,-0.2347026381222993,-0.21197023465917453,0.46075085324232085,-0.05845629392637247,0.07290757518263882,-0.8017862859920272,-0.3142388420211807,-0.2992082209097465,0.4402730375426621,-0.10885629392637246,0.07290757518263882,-1.4930724777731184,-0.4806643776510734,-0.4774647477174132,0.4061433447098976,6,4,2
32,realized_volatility_20__csz,realized_volatility_20,24,risk,volatility_risk,0,train_rank_ic,1,0.018689764893359006,0.012671911377152869,0.5124137931034483,0.0401876945110926,1450,43234,1450,293,-0.9744564622662282,0.6748936122589362,0.20206896551724138,0.02778694649012104,0.12932031355761736,0.2148691549355148,-0.1936237217367942,0.11967880536816411,0.49146757679180886,0.02778694649012104,0.12932031355761736,0.2148691549355148,-0.1936237217367942,0.11967880536816411,0.49146757679180886,-0.0024530535098789795,0.12932031355761736,-0.01896881814152149,-0.19614778083146855,-0.06084262306361554,0.47440273037542663,-0.022613053509878984,0.12932031355761736,-0.17486080019287897,-0.23565360609741848,-0.1647634107725069,0.45733788395904434,-0.07301305350987898,0.12932031355761736,-0.5645907553212726,-0.42229750900183605,-0.3771290514014438,0.4232081911262799,6,5,5
33,value_252__csz,value_252,11,predictor,value_reversion,1,catalog,1,0.0091885925271221,0.01255774811942226,0.5075862068965518,0.04552544709826191,1450,43234,1450,293,-0.9747623077977645,0.6787004249993229,0.20206896551724138,-0.002209473252828847,0.10130696904108331,-0.02180968667548264,-0.14709144362904625,-0.04154172895580599,0.4641638225255973,-0.002209473252828847,0.10130696904108331,-0.02180968667548264,-0.14709144362904625,-0.04154172895580599,0.4641638225255973,-0.03244947325282885,0.10130696904108331,-0.32030840089263274,-0.24167669932148217,-0.19613600268583875,0.4402730375426621,-0.05260947325282886,0.10130696904108331,-0.5193075437040663,-0.3218521900071627,-0.2851251861827647,0.4334470989761092,-0.10300947325282886,0.10130696904108331,-1.0168054007326497,-0.48723998924269074,-0.46696074667494336,0.4061433447098976,6,4,2
34,amihud_20__csz,amihud_20,22,risk,trading_liquidity,-1,catalog,-1,0.01047108488363064,0.011363766214067384,0.5275862068965518,0.053234022330711186,1450,43234,1450,293,-0.9767003020527991,0.6790072653344376,0.20206896551724138,0.021558925054866295,0.08747901937115837,0.24644680758703413,-0.24403318415937625,0.10855617035876342,0.5460750853242321,0.021558925054866295,0.08747901937115837,0.24644680758703413,-0.24403318415937625,0.10855617035876342,0.5460750853242321,-0.008681074945133697,0.08747901937115837,-0.09923607977704225,-0.3035265437466901,-0.0701629300934411,0.49829351535836175,-0.02884107494513372,0.08747901937115837,-0.32969133801976014,-0.3468108523178328,-0.17304700463167333,0.4812286689419795,-0.07924107494513372,0.08747901937115837,-0.9058294836265542,-0.45238482243129297,-0.38329638658988274,0.4232081911262799,6,4,3
35,momentum_carry_interaction__missing,momentum_carry_interaction,54,quality_flag,data_quality,0,train_rank_ic,-1,0.005530533545878279,0.011291161026492252,0.5,0.0740555062440493,92,43234,1450,293,-0.005745802912760167,0.5184744941874547,0.20206896551724138,-0.006285365040988437,0.05564811804633056,-0.11294838462920659,-0.15126560044803683,-0.044493288565111144,0.4948805460750853,-0.006285365040988437,0.05564811804633056,-0.11294838462920659,-0.15126560044803683,-0.044493288565111144,0.4948805460750853,-0.036525365040988425,0.05564811804633056,-0.6563629880632937,-0.2201322001140813,-0.19860311567338473,0.4539249146757679,-0.056685365040988436,0.05564811804633056,-1.0186393903526856,-0.30340873749449593,-0.28731420891098025,0.43686006825938567,-0.10708536504098844,0.05564811804633056,-1.9243303960761646,-0.47673606985198125,-0.4685836646367797,0.3822525597269625,6,1,1
36,sector_relative_value_60__csz,sector_relative_value_60,29,predictor,industry_chain,1,catalog,1,0.013487987433636488,0.010889529743189578,0.5241379310344828,0.04365997767016582,1450,43234,1450,293,-0.9781714881746175,0.6750100809588553,0.20206896551724138,0.02978451756653174,0.0938973409588942,0.3172029927830505,-0.12025371666121143,0.1587771665601463,0.5426621160409556,0.02978451756653174,0.0938973409588942,0.3172029927830505,-0.12025371666121143,0.1587771665601463,0.5426621160409556,-0.00045548243346825874,0.0938973409588942,-0.004850855506841851,-0.13602008867587256,-0.028014727459483302,0.5187713310580204,-0.02061548243346827,0.09389734095889417,-0.2195534210334369,-0.1731343148105413,-0.1355483092794333,0.5017064846416383,-0.07101548243346827,0.0938973409588942,-0.756309834849924,-0.36189491993447753,-0.3553052898905532,0.45733788395904434,6,5,4
37,warehouse_surprise__missing,warehouse_surprise,39,quality_flag,data_quality,1,catalog,1,0.013816347466733282,0.010373306817723436,0.5145631067961165,0.05171220294572414,618,43234,1450,293,-0.04913743965535611,0.5248850670929159,0.20206896551724138,-0.005639299395521992,0.05637946224990567,-0.10002400112518682,-0.12922889011472527,-0.0411290494690526,0.4880546075085324,-0.005639299395521992,0.05637946224990567,-0.10002400112518682,-0.12922889011472527,-0.0411290494690526,0.4880546075085324,-0.03587929939552198,0.05637946224990567,-0.6363895284507084,-0.21926865816426122,-0.1957799028087911,0.4539249146757679,-0.056039299395522,0.05637946224990567,-0.9939665466677232,-0.2978777729251566,-0.28480257661933306,0.43686006825938567,-0.10643929939552199,0.05637946224990567,-1.8879090922102595,-0.4700304879142292,-0.46670911011495786,0.3856655290102389,6,4,2
38,basis_surprise__csz,basis_surprise,47,predictor,basis_spot,1,catalog,1,0.0064313632456443875,0.007375048874329378,0.5095435684647303,0.03394720991760279,1205,43234,1450,293,-0.8158862332393004,0.661108053915718,0.20206896551724138,-0.003879973507376289,0.06984209308252023,-0.055553511301443974,-0.1883053482794762,-0.03600088836660886,0.46757679180887374,-0.003879973507376289,0.06984209308252023,-0.055553511301443974,-0.1883053482794762,-0.03600088836660886,0.46757679180887374,-0.0341199735073763,0.06984209308252023,-0.4885302258490831,-0.2511259224628226,-0.19147860917646697,0.43686006825938567,-0.054279973507376296,0.06984209308252023,-0.7771813688808425,-0.2903004721183292,-0.2809772803203785,0.41638225255972694,-0.10467997350737629,0.06984209308252023,-1.4988092264602408,-0.46052735552414736,-0.46385651442463816,0.3720136518771331,6,3,2
39,realized_skewness_60__missing,realized_skewness_60,26,quality_flag,data_quality,-1,catalog,-1,0.002608817804452269,0.0063957264138496716,0.5166666666666667,0.03975176093839526,60,43234,1450,293,-0.003873691028936088,0.5180218081400979,0.20206896551724138,-0.0039114470405449825,0.05529964054915309,-0.07073187097967289,-0.13937282032482645,-0.03110437534167243,0.4948805460750853,-0.0039114470405449825,0.05529964054915309,-0.07073187097967289,-0.13937282032482645,-0.03110437534167243,0.4948805460750853,-0.03415144704054497,0.05529964054915309,-0.6175708684795059,-0.20919774306571137,-0.1873668012472105,0.4539249146757679,-0.05431144704054499,0.05529964054915309,-0.9821302001460618,-0.29363792275390255,-0.27731764247697477,0.43686006825938567,-0.10471144704054498,0.05529964054915309,-1.8935285293124504,-0.46938898298130005,-0.4611221108099982,0.3822525597269625,6,1,1
40,trend_efficiency_60__missing,trend_efficiency_60,3,quality_flag,data_quality,0,train_rank_ic,-1,0.002608817804452269,0.0063957264138496716,0.5166666666666667,0.03975176093839526,60,43234,1450,293,-0.003873691028936088,0.5180218081400979,0.20206896551724138,-0.0039114470405449825,0.05529964054915309,-0.07073187097967289,-0.13937282032482645,-0.03110437534167243,0.4948805460750853,-0.0039114470405449825,0.05529964054915309,-0.07073187097967289,-0.13937282032482645,-0.03110437534167243,0.4948805460750853,-0.03415144704054497,0.05529964054915309,-0.6175708684795059,-0.20919774306571137,-0.1873668012472105,0.4539249146757679,-0.05431144704054499,0.05529964054915309,-0.9821302001460618,-0.29363792275390255,-0.27731764247697477,0.43686006825938567,-0.10471144704054498,0.05529964054915309,-1.8935285293124504,-0.46938898298130005,-0.4611221108099982,0.3822525597269625,6,1,1
41,price_oi_interaction_20__csz,price_oi_interaction_20,19,predictor,trading_liquidity,1,catalog,1,0.0029344638325311707,0.005708240863534843,0.5110344827586207,0.02521590249990043,1450,43234,1450,293,-0.9881141838009975,0.6754316786481127,0.20206896551724138,-0.004870696396930043,0.09180452549404892,-0.05305507948239195,-0.17676588940792637,-0.05157924426217719,0.5187713310580204,-0.004870696396930043,0.09180452549404892,-0.05305507948239195,-0.17676588940792637,-0.05157924426217719,0.5187713310580204,-0.03511069639693005,0.09180452549404892,-0.3824506058713417,-0.24456813234138608,-0.20455736869106078,0.4948805460750853,-0.05527069639693006,0.09180452549404892,-0.602047623463975,-0.2888888982785681,-0.2926159815226127,0.48464163822525597,-0.10567069639693004,0.09180452549404892,-1.151040167445558,-0.4611277715663008,-0.47254933423136636,0.4300341296928328,6,4,3
42,fundamental_composite_news__csz,fundamental_composite_news,33,predictor,information_news,1,catalog,1,0.0019427220821537652,0.0043288703079753165,0.5095846645367412,0.021662105756475702,1252,43234,1450,293,-0.8352571467845566,0.6670831484224918,0.20206896551724138,-0.008110463434168349,0.058383948566492185,-0.1389159800476928,-0.11227702859263611,-0.05545006788971574,0.5051194539249146,-0.008110463434168349,0.058383948566492185,-0.1389159800476928,-0.11227702859263611,-0.05545006788971574,0.5051194539249146,-0.03835046343416834,0.05838394856649217,-0.6568665596588051,-0.20732873794640772,-0.20779865332105396,0.46075085324232085,-0.05851046343416836,0.058383948566492185,-1.0021669460662137,-0.2933830857992401,-0.29549536251126807,0.44368600682593856,-0.10891046343416835,0.05838394856649217,-1.8654179120847345,-0.46994149230806526,-0.47469054087457563,0.4129692832764505,6,3,2
43,warehouse_tightness__missing,warehouse_tightness,16,quality_flag,data_quality,1,catalog,1,0.005364051597520247,0.0022699937405732196,0.4928131416837782,0.010911850267304934,974,43234,1450,293,-0.12093887079525012,0.5348431286768373,0.20206896551724138,-0.018571412706507306,0.06415832945238774,-0.2894622236118112,-0.15631098880014327,-0.11299809092001178,0.4948805460750853,-0.018571412706507306,0.06415832945238774,-0.2894622236118112,-0.15631098880014327,-0.11299809092001178,0.4948805460750853,-0.048811412706507296,0.06415832945238774,-0.7607961915955205,-0.27979292966182623,-0.2560936080791629,0.46075085324232085,-0.06897141270650729,0.06415832945238774,-1.0750188369179936,-0.35877559865172426,-0.33846126415547906,0.45051194539249145,-0.1193714127065073,0.06415832945238774,-1.860575450224176,-0.5204838825660915,-0.5067599024922123,0.40273037542662116,6,2,0
44,warehouse_surprise__csz,warehouse_surprise,39,predictor,information_news,1,catalog,1,-0.0009670865699703003,0.0021393938917047516,0.4895251396648045,0.010556947338859745,1432,43234,1450,293,-0.9830756573921442,0.6907666916010924,0.20206896551724138,0.005112164794181106,0.06641058988725078,0.07697815668947276,-0.0966824205845761,0.017106808718549305,0.4948805460750853,0.005112164794181106,0.06641058988725078,0.07697815668947276,-0.0966824205845761,0.017106808718549305,0.4948805460750853,-0.025127835205818884,0.06641058988725078,-0.37837090814100444,-0.17123089850147388,-0.14690818166260033,0.4812286689419795,-0.045287835205818895,0.06641058988725078,-0.6819369513613229,-0.2507510704743562,-0.24132383187879336,0.46075085324232085,-0.09568783520581889,0.06641058988725078,-1.4408520594121184,-0.4347446381491513,-0.43425749147350867,0.40273037542662116,6,3,3
45,basis_shock_20__csz,basis_shock_20,8,predictor,basis_spot,1,catalog,1,0.0018531269973617798,0.0015252987345592672,0.5058430717863105,0.006818119931869084,1198,43234,1450,293,-0.8214554487538142,0.662903417684074,0.20206896551724138,-0.04648817976738117,0.07470026215044084,-0.6223295398047921,-0.34812584006932823,-0.24919777017391354,0.4812286689419795,-0.04648817976738117,0.07470026215044084,-0.6223295398047921,-0.34812584006932823,-0.24919777017391354,0.4812286689419795,-0.07672817976738118,0.07470026215044084,-1.0271473962548656,-0.41876217711614405,-0.3703855952405173,0.45051194539249145,-0.09688817976738118,0.07470026215044084,-1.2970259672215811,-0.4667873970580869,-0.44013688309383925,0.4300341296928328,-0.1472881797673812,0.07470026215044084,-1.9717223946383704,-0.584271026188885,-0.5826404265287723,0.3822525597269625,6,3,1
46,turnover_oi__csz,turnover_oi,23,conditional,trading_liquidity,0,train_rank_ic,"-1,1",0.005184955917431747,0.00046503873725391506,0.506896551724138,0.0019149236705513692,1450,43234,1450,293,-0.9988534219921241,0.6866451225227443,0.20206896551724138,-0.03537203389821007,0.07735151966320884,-0.45728945019077993,-0.264368180109835,-0.19995658463457622,0.4948805460750853,-0.03537203389821007,0.07735151966320884,-0.45728945019077993,-0.264368180109835,-0.19995658463457622,0.4948805460750853,-0.06561203389821006,0.07735151966320884,-0.8482319957498844,-0.37782161834582806,-0.32906733392243936,0.4778156996587031,-0.08577203389821007,0.07735151966320884,-1.1088603594559543,-0.4440893095721159,-0.403381105074087,0.4641638225255973,-0.13617203389821006,0.07735151966320884,-1.7604312687211288,-0.5815357124056653,-0.5552123466595617,0.4334470989761092,6,3,1
47,vol_managed_momentum__csz,vol_managed_momentum,42,predictor,trend_momentum,1,catalog,1,0.003688747992173824,-0.0005668155527512003,0.5131034482758621,-0.002538978757161638,1450,43234,1450,293,-1.0009550644923593,0.7044200064200048,0.20206896551724138,0.002045899158362,0.06552107502305193,0.03122505480324006,-0.11607584909627189,-0.0005046948122764405,0.49829351535836175,0.002045899158362,0.06552107502305193,0.03122505480324006,-0.11607584909627189,-0.0005046948122764405,0.49829351535836175,-0.02819410084163799,0.06552107502305193,-0.4303058341414364,-0.20827632333236035,-0.16168831948950335,0.4709897610921502,-0.04835410084163801,0.06552107502305193,-0.7379930934378878,-0.28983350299607813,-0.25447328790421586,0.4539249146757679,-0.09875410084163799,0.06552107502305193,-1.5072112416790153,-0.46030292922503646,-0.4440725306519532,0.378839590443686,6,2,3
48,oi_surprise_60__csz,oi_surprise_60,52,conditional,trading_liquidity,0,train_rank_ic,-1,-0.00018240961908314092,-0.0006098262466120706,0.5089655172413793,-0.0028267724145374725,1450,43234,1450,293,-1.0012303113156156,0.6862059019767911,0.20206896551724138,0.026967356928359946,0.07289749107985562,0.3699353232722171,-0.10477057317045158,0.1517372876472527,0.5665529010238908,0.026967356928359946,0.07289749107985562,0.3699353232722171,-0.10477057317045158,0.1517372876472527,0.5665529010238908,-0.0032726430716400402,0.07289749107985562,-0.044893768265015066,-0.15303976723345436,-0.03391727864866467,0.5324232081911263,-0.023432643071640058,0.07289749107985562,-0.32144649595650354,-0.21194448409497735,-0.14079634618789993,0.5255972696245734,-0.07383264307164004,0.07289749107985562,-1.012828315185224,-0.3572496618487645,-0.35921638876771766,0.49829351535836175,6,2,4
49,inventory_surprise__csz,inventory_surprise,15,predictor,information_news,1,catalog,1,-0.011814906572377647,-0.0007314131087266926,0.4869281045751634,-0.003982501887960965,306,43234,1450,293,-0.12466887473638666,0.5398384367712786,0.20206896551724138,-0.022855634394655298,0.05218003463582628,-0.4380149333776573,-0.15409213765933527,-0.13133025842700063,0.46075085324232085,-0.022855634394655298,0.05218003463582628,-0.4380149333776573,-0.15409213765933527,-0.13133025842700063,0.46075085324232085,-0.0530956343946553,0.05218003463582628,-1.017546936586362,-0.28457375285599096,-0.27147571510639357,0.41638225255972694,-0.0732556343946553,0.05218003463582628,-1.4039016053921651,-0.36175735607363957,-0.3521445915223642,0.4061433447098976,-0.1236556343946553,0.05218003463582628,-2.3697882774066734,-0.5212855752887021,-0.5169702902393405,0.3583617747440273,6,2,0
50,curve_curvature__csz,curve_curvature,10,predictor,term_structure,0,train_rank_ic,"-1,1",-0.004311391442183535,-0.002700633887091953,0.49724137931034484,-0.013125336026139347,1450,43234,1450,293,-0.9990083539733636,0.68026477215334,0.20206896551724138,0.012341783656733666,0.07401205658466618,0.16675369157746978,-0.19281666464026848,0.0574839840734096,0.5358361774744027,0.012341783656733666,0.07401205658466618,0.16675369157746978,-0.19281666464026848,0.0574839840734096,0.5358361774744027,-0.01789821634326633,0.07401205658466618,-0.24182838809230553,-0.25439616436296464,-0.11302300596349635,0.4948805460750853,-0.038058216343266345,0.07401205658466618,-0.5142164412054893,-0.3138290820098071,-0.21117756467599946,0.4709897610921502,-0.08845821634326631,0.07401205658466618,-1.1951865739884477,-0.4679475128103201,-0.41175637741232285,0.4197952218430034,6,3,3
51,trend_efficiency_60__csz,trend_efficiency_60,3,predictor,trend_momentum,0,train_rank_ic,-1,-0.00815272255307058,-0.0049974029308336,0.4903448275862069,-0.020513889228022303,1450,43234,1450,293,-1.0101826639604061,0.6877912473304031,0.20206896551724138,-0.03147769584273419,0.08831745246217912,-0.3564153512717561,-0.17961243181945608,-0.18592013738668844,0.4778156996587031,-0.03147769584273419,0.08831745246217912,-0.3564153512717561,-0.17961243181945608,-0.18592013738668844,0.4778156996587031,-0.061717695842734184,0.08831745246217912,-0.6988165319777997,-0.3043591036879191,-0.31729110936528415,0.447098976109215,-0.08187769584273419,0.08831745246217912,-0.9270839857818287,-0.37903098219099607,-0.39290628663239424,0.43686006825938567,-0.13227769584273413,0.08831745246217912,-1.497752620291901,-0.5361153837785888,-0.5473977203173537,0.3993174061433447,6,2,3
52,idiosyncratic_volatility_60__missing,idiosyncratic_volatility_60,43,quality_flag,data_quality,0,train_rank_ic,1,-0.0024596240988442254,-0.005090797531247394,0.4915254237288136,-0.031433957936123406,59,43234,1450,293,-0.00408280873380229,0.5180545430244263,0.20206896551724138,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.0346960794793336,0.056313261477554555,-0.6161262652699104,-0.21195789429752232,-0.1902031494048947,0.4539249146757679,-0.054856079479333616,0.056313261477554555,-0.9741236440584827,-0.29610442892302014,-0.2798411365185751,0.43686006825938567,-0.10525607947933363,0.056313261477554555,-1.869117091029913,-0.471243821406497,-0.4630058474519071,0.378839590443686,6,1,1
53,basis_momentum_20__csz,basis_momentum_20,9,predictor,basis_spot,1,catalog,1,-0.004284871011233281,-0.005655615256023137,0.48414023372287146,-0.023895044731177775,1198,43234,1450,293,-0.8327022376184698,0.6579570633291284,0.20206896551724138,-0.02428776855418533,0.07319228335504313,-0.331835098467547,-0.22100875721359114,-0.14513979635888896,0.4948805460750853,-0.02428776855418533,0.07319228335504313,-0.331835098467547,-0.22100875721359114,-0.14513979635888896,0.4948805460750853,-0.054527768554185334,0.07319228335504313,-0.7449934071557865,-0.28068975822082565,-0.28306755578776166,0.4641638225255973,-0.07468776855418534,0.07319228335504313,-1.0204322796146128,-0.3579252542019886,-0.3624589578649543,0.44368600682593856,-0.12508776855418532,0.07319228335504313,-1.7090294607616787,-0.5201306247782637,-0.5246718566199284,0.41638225255972694,6,2,1
54,inventory_scarcity__csz,inventory_scarcity,13,predictor,inventory_fundamental,1,catalog,1,-0.004426924117998879,-0.0057653796982428595,0.4868421052631579,-0.03278790468097708,1444,43234,1450,293,-0.6123698410947718,0.6276238535496176,0.20206896551724138,-0.02135398665290799,0.05562425352563258,-0.38389704669147107,-0.2128390115662776,-0.12466525154537766,0.46075085324232085,-0.02135398665290799,0.05562425352563258,-0.38389704669147107,-0.2128390115662776,-0.12466525154537766,0.46075085324232085,-0.05159398665290797,0.05562425352563258,-0.9275447917540615,-0.3047139062866143,-0.26588311370308015,0.41638225255972694,-0.07175398665290798,0.05562425352563258,-1.2899766217957886,-0.3789870894982278,-0.3471695436182427,0.40955631399317405,-0.12215398665290801,0.05562425352563258,-2.1960561969001064,-0.5318799114097597,-0.5132577891228609,0.33447098976109213,6,3,2
55,volume_shock_20__csz,volume_shock_20,21,conditional,trading_liquidity,0,train_rank_ic,-1,-0.008288014241805383,-0.006353295397265016,0.48758620689655174,-0.02851694720014784,1450,43234,1450,293,-1.012930913256545,0.6919522104043864,0.20206896551724138,0.014440701315721921,0.07570217549415803,0.19075675463033842,-0.19736520029153581,0.06965008983535892,0.47440273037542663,0.014440701315721921,0.07570217549415803,0.19075675463033842,-0.19736520029153581,0.06965008983535892,0.47440273037542663,-0.015799298684278068,0.07570217549415803,-0.2087033639541483,-0.26759756661536804,-0.10281280751994293,0.4641638225255973,-0.035959298684278086,0.07570217549415803,-0.47501010967713975,-0.3304658637766077,-0.20209384237210182,0.45051194539249145,-0.08635929868427807,0.07570217549415803,-1.1407769739846176,-0.4651134177766727,-0.4049760759525788,0.40273037542662116,6,2,3
56,csmom_60__missing,csmom_60,2,quality_flag,data_quality,1,catalog,1,-0.002608817804452269,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,60,43234,1450,293,-0.004184989609887335,0.5180785296330453,0.20206896551724138,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.0346960794793336,0.056313261477554555,-0.6161262652699104,-0.21195789429752232,-0.1902031494048947,0.4539249146757679,-0.054856079479333616,0.056313261477554555,-0.9741236440584827,-0.29610442892302014,-0.2798411365185751,0.43686006825938567,-0.10525607947933363,0.056313261477554555,-1.869117091029913,-0.471243821406497,-0.4630058474519071,0.378839590443686,6,1,1
57,momentum_quality_60__missing,momentum_quality_60,41,quality_flag,data_quality,1,catalog,1,-0.002608817804452269,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,60,43234,1450,293,-0.004184989609887335,0.5180785296330453,0.20206896551724138,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.0346960794793336,0.056313261477554555,-0.6161262652699104,-0.21195789429752232,-0.1902031494048947,0.4539249146757679,-0.054856079479333616,0.056313261477554555,-0.9741236440584827,-0.29610442892302014,-0.2798411365185751,0.43686006825938567,-0.10525607947933363,0.056313261477554555,-1.869117091029913,-0.471243821406497,-0.4630058474519071,0.378839590443686,6,1,1
58,sector_relative_value_60__missing,sector_relative_value_60,29,quality_flag,data_quality,1,catalog,1,-0.002608817804452269,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,60,43234,1450,293,-0.004184989609887335,0.5180785296330453,0.20206896551724138,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.0346960794793336,0.056313261477554555,-0.6161262652699104,-0.21195789429752232,-0.1902031494048947,0.4539249146757679,-0.054856079479333616,0.056313261477554555,-0.9741236440584827,-0.29610442892302014,-0.2798411365185751,0.43686006825938567,-0.10525607947933363,0.056313261477554555,-1.869117091029913,-0.471243821406497,-0.4630058474519071,0.378839590443686,6,1,1
59,tsmom_60__missing,tsmom_60,1,quality_flag,data_quality,1,catalog,1,-0.002608817804452269,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,60,43234,1450,293,-0.004184989609887335,0.5180785296330453,0.20206896551724138,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.0346960794793336,0.056313261477554555,-0.6161262652699104,-0.21195789429752232,-0.1902031494048947,0.4539249146757679,-0.054856079479333616,0.056313261477554555,-0.9741236440584827,-0.29610442892302014,-0.2798411365185751,0.43686006825938567,-0.10525607947933363,0.056313261477554555,-1.869117091029913,-0.471243821406497,-0.4630058474519071,0.378839590443686,6,1,1
60,vol_managed_momentum__missing,vol_managed_momentum,42,quality_flag,data_quality,1,catalog,1,-0.002608817804452269,-0.0063957264138496716,0.48333333333333334,-0.03975176093839526,60,43234,1450,293,-0.004184989609887335,0.5180785296330453,0.20206896551724138,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.004456079479333615,0.056313261477554555,-0.07913019708705253,-0.14237471471685437,-0.034483913439949054,0.4948805460750853,-0.0346960794793336,0.056313261477554555,-0.6161262652699104,-0.21195789429752232,-0.1902031494048947,0.4539249146757679,-0.054856079479333616,0.056313261477554555,-0.9741236440584827,-0.29610442892302014,-0.2798411365185751,0.43686006825938567,-0.10525607947933363,0.056313261477554555,-1.869117091029913,-0.471243821406497,-0.4630058474519071,0.378839590443686,6,1,1
61,momentum_carry_interaction__csz,momentum_carry_interaction,54,predictor,factor_interaction,0,train_rank_ic,"-1,1",-0.004963875769444255,-0.006471831360718704,0.4786206896551724,-0.029762892017198256,1450,43234,1450,293,-1.0116558357692131,0.6804664398185063,0.20206896551724138,-0.018999328242350903,0.0766134535380079,-0.24798945048111357,-0.1448299013809713,-0.11971490796260631,0.49829351535836175,-0.018999328242350903,0.0766134535380079,-0.24798945048111357,-0.1448299013809713,-0.11971490796260631,0.49829351535836175,-0.0492393282423509,0.0766134535380079,-0.6426981942267267,-0.25269400127249897,-0.2617324872870396,0.447098976109215,-0.06939932824235093,0.0766134535380079,-0.9058373567238025,-0.33517228235189644,-0.34347914451440986,0.43686006825938567,-0.11979932824235093,0.0766134535380079,-1.563685262966491,-0.5038115332014192,-0.5105074770197334,0.3890784982935154,6,3,3
62,tsmom_60__csz,tsmom_60,1,predictor,trend_momentum,1,catalog,1,-0.0027597333421243964,-0.006802819285841627,0.4917241379310345,-0.025403632036794698,1450,43234,1450,293,-1.0136161425134285,0.6867066899520763,0.20206896551724138,-0.019247227789227016,0.10188624705062864,-0.1889089876837137,-0.2150371892987073,-0.1325951849692676,0.5017064846416383,-0.019247227789227016,0.10188624705062864,-0.1889089876837137,-0.2150371892987073,-0.1325951849692676,0.5017064846416383,-0.049487227789227026,0.10188624705062864,-0.48571057646903176,-0.31303780573445106,-0.27254712922263524,0.4880546075085324,-0.06964722778922704,0.10188624705062864,-0.6835783023259105,-0.3780262034330464,-0.35310364297015284,0.47440273037542663,-0.12004722778922702,0.10188624705062864,-1.178247616968107,-0.5149411086612316,-0.5176970687950436,0.45051194539249145,6,2,3
