feature_name,fold_id,test_year,catalog_direction,applied_direction,direction_source,train_start,train_end,train_rows,test_rows,score_transform,pearson_ic_mean,rank_ic_mean,rank_ic_hit_rate,rank_icir,ic_days,prediction_rows,prediction_days,strategy_days,target_r2,target_mae,strategy_coverage,gross_annual_return,gross_annual_volatility,gross_sharpe,gross_max_drawdown,gross_total_return,gross_hit_rate,net_0bps_annual_return,net_0bps_annual_volatility,net_0bps_sharpe,net_0bps_max_drawdown,net_0bps_total_return,net_0bps_hit_rate,net_3bps_annual_return,net_3bps_annual_volatility,net_3bps_sharpe,net_3bps_max_drawdown,net_3bps_total_return,net_3bps_hit_rate,net_5bps_annual_return,net_5bps_annual_volatility,net_5bps_sharpe,net_5bps_max_drawdown,net_5bps_total_return,net_5bps_hit_rate,net_10bps_annual_return,net_10bps_annual_volatility,net_10bps_sharpe,net_10bps_max_drawdown,net_10bps_total_return,net_10bps_hit_rate
tsmom_60__missing,fold_2023,2023,1,1,catalog,2015-01-05,2022-12-22,55113,7259,cs_rank_centered,,,,,0,7259,242,49,,,0.2024793388429752,-0.021702896790836226,0.04739479057379983,-0.45791734762583247,-0.04807116574478476,-0.021932085120865086,0.4489795918367347,-0.021702896790836226,0.04739479057379983,-0.45791734762583247,-0.04807116574478476,-0.021932085120865086,0.4489795918367347,-0.0519428967908362,0.04739479057379983,-1.095962154531612,-0.0624381958588166,-0.05029033188977017,0.40816326530612246,-0.07210289679083624,0.04739479057379983,-1.5213253591354663,-0.07845368247406326,-0.06874669820110146,0.40816326530612246,-0.12250289679083622,0.04739479057379983,-2.5847333706450994,-0.11806160337365712,-0.11336413546975632,0.32653061224489793
tsmom_60__missing,fold_2024,2024,1,1,catalog,2015-01-05,2023-12-21,62372,7076,cs_rank_centered,,,,,0,7076,236,48,,,0.2033898305084746,-0.01768121837238859,0.048704968501364534,-0.36302699532375693,-0.0352231758928232,-0.017788303737489963,0.5,-0.01768121837238859,0.048704968501364534,-0.36302699532375693,-0.0352231758928232,-0.017788303737489963,0.5,-0.04792121837238859,0.048704968501364534,-0.9839082099200209,-0.05925971736561253,-0.04569170810283241,0.4583333333333333,-0.06808121837238859,0.048704968501364534,-1.3978290196508638,-0.07495824865156164,-0.06386118905228433,0.4375,-0.11848121837238858,0.048704968501364534,-2.432631043977971,-0.11450033542034599,-0.10781586811375465,0.4166666666666667
csmom_60__csz,fold_2019,2019,1,1,catalog,2015-01-05,2018-12-20,26220,7092,cs_rank_centered,0.005026078857799709,-0.013701326374898378,0.5,-0.05169144584971793,244,7092,244,49,-1.027259478136135,0.682322298237268,0.20081967213114754,0.028477754081071033,0.07693812743605113,0.3701383830109586,-0.03378035124022061,0.0251639854001533,0.4897959183673469,0.028477754081071033,0.07693812743605113,0.3701383830109586,-0.03378035124022061,0.0251639854001533,0.4897959183673469,-0.001762245918928957,0.07693812743605113,-0.02290471548574779,-0.03611723744283857,-0.00453272104364888,0.46938775510204084,-0.021922245918928968,0.07693812743605113,-0.28493344781688557,-0.03767280490107294,-0.023860625910114064,0.4489795918367347,-0.072322245918929,0.07693812743605113,-0.9400052786447303,-0.04334385949509112,-0.07058641751961026,0.42857142857142855
csmom_60__csz,fold_2020,2020,1,1,catalog,2015-01-05,2019-12-23,33306,7268,cs_rank_centered,0.02369008559369749,0.02464978204197525,0.5802469135802469,0.07998309195164215,243,7268,243,49,-0.951380103485473,0.6655585490859152,0.20164609053497942,0.03590889566979558,0.1272197436182492,0.28225882750988807,-0.0743232301323048,0.027450465633149346,0.5714285714285714,0.03590889566979558,0.1272197436182492,0.28225882750988807,-0.0743232301323048,0.027450465633149346,0.5714285714285714,0.005668895669795555,0.12721974361824923,0.04455987340146134,-0.07603256869249075,-0.0023142019934994096,0.5714285714285714,-0.014491104330204441,0.1272197436182492,-0.1139060960041563,-0.07717095838247323,-0.021686313567105597,0.5714285714285714,-0.06489110433020444,0.12721974361824923,-0.5100710195182004,-0.0839259199331408,-0.06851889054238902,0.4897959183673469
csmom_60__csz,fold_2021,2021,1,1,catalog,2015-01-05,2020-12-23,40574,7287,cs_rank_centered,-0.053843813134548724,-0.046441190737256076,0.448559670781893,-0.1464117655073288,243,7287,243,49,-1.0929803567758687,0.6955310793700367,0.20164609053497942,-0.18383966559742965,0.13934769024136953,-1.3192874979053753,-0.19057354052625997,-0.1717373911569141,0.4489795918367347,-0.18383966559742965,0.13934769024136953,-1.3192874979053753,-0.19057354052625997,-0.1717373911569141,0.4489795918367347,-0.21407966559742972,0.13934769024136953,-1.5362986298991685,-0.21271927996356965,-0.19583665087608482,0.42857142857142855,-0.23423966559742967,0.13934769024136953,-1.6809727178950302,-0.22715265016576802,-0.21151980015955263,0.42857142857142855,-0.28463966559742965,0.13934769024136953,-2.0426579378846847,-0.26211305238010485,-0.249428580274748,0.40816326530612246
csmom_60__csz,fold_2022,2022,1,1,catalog,2015-01-05,2021-12-23,47861,7252,cs_rank_centered,0.021140826894740977,0.014636734229702181,0.5165289256198347,0.05522616797402265,242,7252,242,49,-0.970542244959613,0.6727948668483503,0.2024793388429752,0.04528144992971051,0.12099426150298262,0.3742446076964922,-0.10673059605843549,0.03771406292029855,0.5102040816326531,0.04528144992971051,0.12099426150298262,0.3742446076964922,-0.10673059605843549,0.03771406292029855,0.5102040816326531,0.015041449929710505,0.12099426150298262,0.12431539928312815,-0.11850940395876408,0.007658640839099062,0.5102040816326531,-0.0051185500702895055,0.12099426150298262,-0.04230407299244791,-0.12627941865358172,-0.011902810116994678,0.5102040816326531,-0.05551855007028949,0.12099426150298262,-0.45885275368138767,-0.14693884899834841,-0.05919347022244248,0.5102040816326531
csmom_60__csz,fold_2023,2023,1,1,catalog,2015-01-05,2022-12-22,55113,7259,cs_rank_centered,-0.010825718446525733,-0.021423939862009505,0.47520661157024796,-0.08407414925143118,242,7259,242,49,-1.0427367220406842,0.6814662552414973,0.2024793388429752,-0.022615687422727872,0.08098056811263815,-0.27927301511729424,-0.06529831639855799,-0.02480203129777847,0.42857142857142855,-0.022615687422727872,0.08098056811263815,-0.27927301511729424,-0.06529831639855799,-0.02480203129777847,0.42857142857142855,-0.052855687422727865,0.08098056811263815,-0.6526959325502558,-0.07404376476525243,-0.05307990273237373,0.42857142857142855,-0.07301568742272789,0.08098056811263815,-0.9016445441722305,-0.0840212373306225,-0.07148391412208899,0.42857142857142855,-0.1234156874227279,0.08098056811263815,-1.5240160732271668,-0.11435191154472535,-0.11597463635945693,0.42857142857142855
csmom_60__csz,fold_2024,2024,1,1,catalog,2015-01-05,2023-12-21,62372,7076,cs_rank_centered,-0.015349379560852843,-0.009724435110746487,0.461864406779661,-0.031002317570764916,236,7076,236,48,-1.0193250376748262,0.6771509038521377,0.2033898305084746,-0.07776169408376045,0.13996260711098316,-0.5555890654573148,-0.1403139934230465,-0.08024617908080522,0.3958333333333333,-0.07776169408376045,0.13996260711098316,-0.5555890654573148,-0.1403139934230465,-0.08024617908080522,0.3958333333333333,-0.10800169408376044,0.13996260711098316,-0.7716467727563882,-0.1526894061387819,-0.10641526796841927,0.375,-0.12816169408376046,0.13996260711098316,-0.9156852442891039,-0.1608446400583975,-0.12345481734239516,0.375,-0.17856169408376046,0.13996260711098316,-1.275781423120893,-0.18392794720365557,-0.1646739309559847,0.375
csmom_60__missing,fold_2019,2019,1,1,catalog,2015-01-05,2018-12-20,26220,7092,cs_rank_centered,-0.06696831714953982,-0.0834315026509712,0.3888888888888889,-0.44328923602499337,18,7092,244,49,-0.011296894770414623,0.5189824089020854,0.20081967213114754,-0.03241810817535633,0.048797221133034994,-0.664343325759789,-0.07097341777373356,-0.032135144787394876,0.40816326530612246,-0.03241810817535633,0.048797221133034994,-0.664343325759789,-0.07097341777373356,-0.032135144787394876,0.40816326530612246,-0.06265810817535632,0.048797221133034994,-1.284050745523657,-0.0843003761167378,-0.060203517858708255,0.3673469387755102,-0.08281810817535634,0.048797221133034994,-1.6971890253662358,-0.0980079495837648,-0.07847113132312222,0.3469387755102041,-0.13321810817535634,0.048797221133034994,-2.730034724972682,-0.13609156441003734,-0.12263194827756674,0.32653061224489793
csmom_60__missing,fold_2020,2020,1,1,catalog,2015-01-05,2019-12-23,33306,7268,cs_rank_centered,0.02497382477201383,0.026619606259202414,0.5238095238095238,0.19393120346713125,42,7268,243,49,-0.013855053570498432,0.5205219820770748,0.20164609053497942,-0.04163335190944628,0.06929186206660608,-0.600840425812582,-0.09010850921203528,-0.04188920104542215,0.5918367346938775,-0.04163335190944628,0.06929186206660608,-0.600840425812582,-0.09010850921203528,-0.04188920104542215,0.5918367346938775,-0.07187335190944627,0.06929186206660608,-1.037255310592733,-0.1047861338403715,-0.06968102085428562,0.5510204081632653,-0.09203335190944631,0.06929186206660608,-1.3281985671128338,-0.11444426441739441,-0.08776854636012443,0.5510204081632653,-0.1424333519094463,0.06929186206660608,-2.0555567084130857,-0.1385057925121035,-0.13149367500397335,0.3673469387755102
csmom_60__missing,fold_2021,2021,1,1,catalog,2015-01-05,2020-12-23,40574,7287,cs_rank_centered,,,,,0,7287,243,49,,,0.20164609053497942,0.09956031512754779,0.06364895006663829,1.5642098577166086,-0.03185982834243506,0.09942441508669186,0.6122448979591837,0.09956031512754779,0.06364895006663829,1.5642098577166086,-0.03185982834243506,0.09942441508669186,0.6122448979591837,0.0693203151275478,0.06364895006663829,1.0891038273996947,-0.0342001480954961,0.06762191977827103,0.5510204081632653,0.04916031512754779,0.06364895006663829,0.7723664738550851,-0.03702124342559965,0.04692275701568094,0.5102040816326531,-0.0012396848724521995,0.06364895006663829,-0.01947691000643831,-0.04591235930672988,-0.0031205136219883967,0.4897959183673469
