fold_id,test_year,selected_alpha,selection_mode,prior_universe_size,universe_size,train_start,train_end,train_rows,test_rows,test_days,rebalance_days,pearson_ic_mean,rank_ic_mean,rank_icir,rank_ic_hit_rate,target_r2,target_mae,gross_annual_return,gross_annual_volatility,gross_sharpe,gross_max_drawdown,gross_total_return,gross_hit_rate,net_0bps_annual_return,net_0bps_annual_volatility,net_0bps_sharpe,net_0bps_max_drawdown,net_0bps_total_return,net_0bps_hit_rate,net_3bps_annual_return,net_3bps_annual_volatility,net_3bps_sharpe,net_3bps_max_drawdown,net_3bps_total_return,net_3bps_hit_rate,net_5bps_annual_return,net_5bps_annual_volatility,net_5bps_sharpe,net_5bps_max_drawdown,net_5bps_total_return,net_5bps_hit_rate,net_10bps_annual_return,net_10bps_annual_volatility,net_10bps_sharpe,net_10bps_max_drawdown,net_10bps_total_return,net_10bps_hit_rate
fold_2025,2025,0.01,none,92,92,2015-01-05,2024-12-23,69628,7100,237,48,0.02051867377820502,0.022600341263970078,0.08310624097603399,0.5316455696202531,-0.0007634684278929882,0.5158535896467024,-0.010185417875084157,0.09276988153932825,-0.10979229148596271,-0.06070539285610588,-0.01361154982647117,0.4791666666666667,-0.010185417875084157,0.09276988153932825,-0.10979229148596271,-0.06070539285610588,-0.01361154982647117,0.4791666666666667,-0.04042541787508414,0.09276988153932825,-0.4357601540964183,-0.06636168370252493,-0.04163283156945885,0.4375,-0.06058541787508416,0.09276988153932825,-0.653072062503389,-0.07931614631237016,-0.05987908234313122,0.4375,-0.11098541787508415,0.09276988153932825,-1.196351833520815,-0.1155109932753623,-0.10401952345148913,0.4375
